,taxon_name,gbif_id,decimalLongitude,decimalLatitude,present/pseudo_absent,row_n
0,zea_mays_subsp_parviglumis,,-100.916667,19.566667000000002,1,0
1,zea_mays_subsp_parviglumis,,-99.800003,18.333334,1,1
2,zea_mays_subsp_parviglumis,,-100.08333,18.333333,1,2
3,zea_mays_subsp_parviglumis,,-100.08333,18.33333,1,3
4,zea_mays_subsp_parviglumis,,-100.10700000000001,18.3719,1,4
5,zea_mays_subsp_parviglumis,,-102.19166700000001,20.375,1,5
6,zea_mays_subsp_parviglumis,,-99.908333,18.425,1,6
7,zea_mays_subsp_parviglumis,,-104.05833299999999,19.558332999999998,1,7
8,zea_mays_subsp_parviglumis,,-99.94166700000001,18.408333,1,8
9,zea_mays_subsp_parviglumis,,-99.825,18.341667,1,9
10,zea_mays_subsp_parviglumis,,-96.94166700000001,19.516667,1,10
11,zea_mays_subsp_parviglumis,,-100.925,19.575,1,11
12,zea_mays_subsp_parviglumis,,-100.075,18.425,1,12
13,zea_mays_subsp_parviglumis,,-100.091667,18.341667,1,13
14,zea_mays_subsp_parviglumis,,-91.758333,15.675,1,14
15,zea_mays_subsp_parviglumis,,-104.291667,19.845278,1,15
16,zea_mays_subsp_parviglumis,,-102.191389,20.379167000000002,1,16
17,zea_mays_subsp_parviglumis,,-103.975,19.420833,1,17
18,zea_mays_subsp_parviglumis,,-104.161111,19.8975,1,18
19,zea_mays_subsp_parviglumis,,-104.122222,19.900278,1,19
20,zea_mays_subsp_parviglumis,,-103.969444,19.446111,1,20
21,zea_mays_subsp_parviglumis,,-100.098541,18.400035,1,21
22,zea_mays_subsp_parviglumis,,-100.666667,18.356667,1,22
23,zea_mays_subsp_parviglumis,,-99.925,18.425,1,23
24,zea_mays_subsp_parviglumis,,-99.873056,18.366944,1,24
25,zea_mays_subsp_parviglumis,,-100.37846322822901,19.506720369647898,1,25
26,zea_mays_subsp_parviglumis,,-104.11028,19.91444,1,26
27,zea_mays_subsp_parviglumis,,-104.11833299999999,19.333333,1,27
28,zea_mays_subsp_parviglumis,,-104.375,19.558332999999998,1,28
29,zea_mays_subsp_parviglumis,,-104.05,19.916667,1,29
30,zea_mays_subsp_parviglumis,,-102.176389,20.373611,1,30
31,zea_mays_subsp_parviglumis,,-104.072222,19.886111,1,31
32,zea_mays_subsp_parviglumis,,-104.18333299999999,19.866667,1,32
33,zea_mays_subsp_parviglumis,,-100.92416700000001,19.576389000000002,1,33
34,zea_mays_subsp_parviglumis,,-104.041667,19.533333,1,34
35,zea_mays_subsp_parviglumis,,-100.083336,18.333334,1,35
36,zea_mays_subsp_parviglumis,,-99.789749,18.458919,1,36
37,zea_mays_subsp_parviglumis,,-99.836113,18.491444,1,37
38,zea_mays_subsp_parviglumis,,-100.031937,18.18972,1,38
39,zea_mays_subsp_parviglumis,,-99.889809,18.112444,1,39
40,zea_mays_subsp_parviglumis,,-99.97222099999999,18.26972,1,40
41,zea_mays_subsp_parviglumis,,-98.657669,17.744249,1,41
42,zea_mays_subsp_parviglumis,,-99.744438,18.452499,1,42
43,zea_mays_subsp_parviglumis,,-100.997803,18.044251000000003,1,43
44,zea_mays_subsp_parviglumis,,-100.118942,18.277666,1,44
45,zea_mays_subsp_parviglumis,,-99.872002,18.504473,1,45
46,zea_mays_subsp_parviglumis,,-100.016006,18.161419,1,46
47,zea_mays_subsp_parviglumis,,-101.200278,19.068056,1,47
48,zea_mays_subsp_parviglumis,,-101.292778,19.072222,1,48
49,zea_mays_subsp_parviglumis,,-100.923333,19.5725,1,49
50,zea_mays_subsp_parviglumis,,-100.449444,19.3175,1,50
51,zea_mays_subsp_parviglumis,,-101.19194399999999,19.071667,1,51
52,zea_mays_subsp_parviglumis,,-100.8725,18.866944,1,52
53,zea_mays_subsp_parviglumis,,-100.936389,18.834167,1,53
54,zea_mays_subsp_parviglumis,,-100.792222,18.888056,1,54
