INPUT	ALLMB
Geigeria_angolensis	Geigeria_angolensis
Geigeria_brevifolia	Geigeria_brevifolia
Gonospermum_canariense	Gonospermum_canariense
Gonospermum_ferulaceum	
Gonospermum_fruticosum	Gonospermum_fruticosum
Gonospermum_gomerae	Gonospermum_gomerae
Gonospermum_oshanahannii	
Gonospermum_ptarmiciflorum	
Guizotia_arborescens	Guizotia_arborescens
Gymnolaema_chiapasana	
Gymnolaema_oaxacana	
Gymnolaema_serratifloia	
Gynura_abbreviata	
Gynura_ajakensis	
Gynura_batorensis	
Gynura_carnulosa	
Gynura_elbertii	
Gynura_fulva	
Gynura_grandifolia	
Gynura_sechellensis	
Gynura_steenisii	
Gynura_sundaica	
Haploësthes_fruticosa	
Haplopappus_albicans	
Haplopappus_anthylloides	Haplopappus_anthylloides
Haplopappus_assuensis	
Haplopappus_baylahuen	
Haplopappus_beckii	
Haplopappus_boliviensis	
Haplopappus_canescens	
Haplopappus_caucanus	
Haplopappus_cerberoanus	
Haplopappus_chrysanthemifolius	
Haplopappus_decurrens	
Haplopappus_deserticolus	
Haplopappus_donianus	
Haplopappus_elatus	
Haplopappus_ferreyrae	
Haplopappus_foliosus	Haplopappus_foliosus
Haplopappus_fuligineus	
Haplopappus_glutinosus	Haplopappus_glutinosus
Haplopappus_graveolens	
Haplopappus_hirtellus	
Haplopappus_humilis	
Haplopappus_hutchinsonii	
Haplopappus_hypoleucus	
Haplopappus_intergerrimus	
Haplopappus_ischnos	
Haplopappus_kingii	
Haplopappus_latifolius	
Haplopappus_ledifolius	
Haplopappus_lehmannii	
Haplopappus_linifolius	
Haplopappus_lucidulus	
Haplopappus_marginalis	Noticastrum_marginatum
Haplopappus_mendonicus	
Haplopappus_mucronatus	
Haplopappus_multifolius	Haplopappus_multifolius
Haplopappus_ochagavianus	
Haplopappus_pascoensis	
Haplopappus_pedunculosus	
Haplopappus_philippii	
Haplopappus_phyllophorus	
Haplopappus_pinea	
Haplopappus_pinnatifidus	
Haplopappus_poeppigianus	
Haplopappus_pristiphyllus	
Haplopappus_pulchellus	
Haplopappus_reicheanus	
Haplopappus_remyanus	
Haplopappus_rengifoanus	
Haplopappus_rigidus	
Haplopappus_rotundifolius	
Haplopappus_rufescens	
Haplopappus_sanmartinensis	
Haplopappus_saxatilis	
Haplopappus_schumannii	
Haplopappus_scrobiculatus	
Haplopappus_serrulatus	
Haplopappus_soratensis	
Haplopappus_stelliger	
Haplopappus_stolpii	
Haplopappus_taeda	
Haplopappus_uncinatus	Haplopappus_uncinatus
Haplopappus_velutinus	Haplopappus_velutinus
Haplopappus_viridialbus	
Harnackia_bisecta	Harnackia_bisecta
Hazardia_berberidis	
Hazardia_brickellioides	
Hazardia_cana	Hazardia_cana
Hazardia_detonsa	Hazardia_detonsa
Hazardia_enormidens	
Hazardia_ferrisiae	
Hazardia_odontolepis	
Hazardia_orcuttii	
Hazardia_rosarica	
Hazardia_squarrosa	Hazardia_squarrosa
Hazardia_stenolepis	
Hazardia_vernicosa	
Helianthus_winteri	Helianthus_winteri
Helichrysum_abietum	
Helichrysum_abyssinicum	
Helichrysum_amblyphyllum	
Helichrysum_argenteum	
Helichrysum_benguellense	
Helichrysum_brownei	Helichrysum_brownei
Helichrysum_brunioides	
Helichrysum_caespititium	
Helichrysum_callicomum	Helichrysum_callicomum
Helichrysum_chionoides	Helichrysum_chionoides
Helichrysum_chlorochrysum	
Syncarpha_dregeana_(DC.)_B.Nord.	Syncarpha_dregeana
Syncarpha_milleflora_(L.f.)_B.Nord.	Syncarpha_milleflora
Syncarpha_eximia_(L.)_B.Nord.	Syncarpha_eximia
Syncarpha_marlothii_(Schltr.)_B.Nord.	Syncarpha_marlothii
Syncarpha_aurea_B._Nord.	Syncarpha_aurea
Helichrysum_citrispinum	Helichrysum_citrispinum
Helichrysum_dasycephalum	Helichrysum_dasycephalum
Helichrysum_densiflorum	
Helichrysum_ericaefolium	
Helichrysum_excisum	Helichrysum_excisum
Helichrysum_fruticosum	
Helichrysum_gloria-dei	
Helichrysum_glumaceum	Helichrysum_glumaceum
Helichrysum_hamulosum	Helichrysum_hamulosum
Helichrysum_hebelepis	Helichrysum_hebelepis
Helichrysum_heliotropifolium	
Helichrysum_helothamnus	
Helichrysum_horridum	
Helichrysum_kraussii	
Helichrysum_lambertianum	Helichrysum_lambertianum
Helichrysum_longiramum	
Helichrysum_lucilioides	
Helichrysum_maritimum	Helichrysum_maritimum
Helichrysum_melanacme	Helichrysum_melanacme
Helichrysum_mucronatum	
Helichrysum_newii	
Helichrysum_niveum	Helichrysum_niveum
Helichrysum_obtusum	
Helichrysum_oxybelium	
Helichrysum_paniculatum	
Helichrysum_pentzoides	
Helichrysum_plebeium	
Helichrysum_praecinctum	
Helichrysum_proteoides	
Helichrysum_recurvatum	
Helichrysum_rugulosum	Helichrysum_rugulosum
Helichrysum_seineri	
Helichrysum_sordescens	
Helichrysum_spathulatum	
Helichrysum_striatum	
Helichrysum_stuhlmannii	Helichrysum_stuhlmannii
Helichrysum_teniuculum	
Helichrysum_tricostatum	Helichrysum_tricostatum
Helichrysum_trilineatum	Helichrysum_trilineatum
Helichrysum_uhligii	
Helichrysum_yuccifolium	Helichrysum_yuccifolium
Helichrysum_zeyheri	Helichrysum_zeyheri
Herodotia_haitiensis	Herodotia_haitiensis
Herreranthus_rivalis	Herreranthus_rivalis
Hirpicium_alienatum	Gorteria_alienata
Hirpicium_bechuanense	Hirpicium_bechuanense
Hirpicium_integrifolium	Gorteria_integrifolia
Hubertia_adenodonta	
Hubertia_alleizettei	
Hubertia_ambavilla	Hubertia_ambavilla
Hubertia_andringitrensis	
Hubertia_bathiaei	
Hubertia_beguei	
Hubertia_faujasioides	
Hubertia_foliatilis	
Hubertia_heimii	
Hubertia_humblotii	
Hubertia_hypargyrea	
Hubertia_lampsanaefolia	
Hubertia_leucanthothamnus	
Hubertia_multifoliosa	
Hubertia_myricifolia	Hubertia_myricifolia
Hubertia_myrtifolia	
Hubertia_neoheimii	
Hubertia_pleiantha	
Hubertia_riparia	Hubertia_riparia
Hubertia_tomentosa	
Hubertia_tsimihety	
Humbertacalia_amplexifolia	
Humbertacalia_coursii	
Humbertacalia_leucopappa	
Humbertacalia_neoalleizettii	
Humbertacalia_pyrifolia	
Humbertacalia_racemosa	
Humbertacalia_tomentosa	
Humbertacalia_voluta	
Hymenostephium_cordatum	Hymenostephium_cordatum
Hymenostephium_goebelii	Hymenostephium_goebelii
Hymenostephium_guatemalense	
Hymenostephium_quitensis	Hymenostephium_quitensis
Ichthyothere_cunabi	
Ichthyothere_mcdanielii	
Ichthyothere_pastazensis	
Ichthyothere_peruviana	
Ichthyothere_scandens	Ichthyothere_scandens
Iphionopsis_ilicifolia	Iphionopsis_ilicifolia
Iphionopsis_oblanceolata	Iphionopsis_oblanceolata
Iphionopsis_rotundifolia	Iphionopsis_rotundifolia
Jacmaia_incana	Jacmaia_incana
Jacmaia_laciniata	
Jurinea_kopetensis	Jurinea_kopetensis
Jurinea_perula-orientalis	
Jurinea_sharifiana	Jurinea_sharifiana
Klasea_leptoclada	Klasea_leptoclada
Kleinia_brevifolia	
Kleinia_curvata	
Kleinia_dolichocoma	
Kleinia_gracilis	
Kleinia_longiflora	
Kleinia_lunulata	
Kleinia_negrii	
Kleinia_neriifolia	Kleinia_neriifolia
Kleinia_nogalensis	
Kleinia_odora	Kleinia_odora
Kleinia_ogadensis	
Kleinia_sabulosa	
Kleinia_scottii	
Kleinia_scottioides	
Kleinia_squarrosa	Kleinia_squarrosa
Kleinia_tortuosa	
Kleinia_triantha	
Kleinia_tuberculata	
Lachanodes_arborea	Lachanodes_arborea
Launaea_acanthodes	
Launaea_arborea	
Launaea_arborescens	Launaea_arborescens
Launaea_benadirensis	
Launaea_bornmuelleri	
Launaea_cervicornis	
Launaea_hafunensis	
Launaea_lanifera	Launaea_lanifera
Launaea_oligocephala	
Launaea_picridioides	
Launaea_quercifolia	
Launaea_spinosa	Launaea_spinosa
Lecocarpus_darwinii	
Lecocarpus_lecocarpoides	Lecocarpus_lecocarpoides
Lecocarpus_pinnatifidus	
Leonis_trineura	Leonis_trineura
Lescaillea_equisetiformis	Lescaillea_equisetiformis
Leucophyta_brownii	Leucophyta_brownii
Libanothamnus_arboreus	Libanothamnus_arboreus
Libanothamnus_banksiaefolius	
Libanothamnus_divisoriensis	
Libanothamnus_griffinii	Libanothamnus_griffinii
Libanothamnus_liscanoanus	
Libanothamnus_lucidus	Libanothamnus_lucidus
Libanothamnus_neriifolius	Libanothamnus_neriifolius
Libanothamnus_occultus	Libanothamnus_occultus
Libanothamnus_parvulus	Libanothamnus_parvulus
Libanothamnus_spectabilis	
Libanothamnus_tamanus	Libanothamnus_tamanus
Libinhania_fontinalis	
Libinhania_nimmoana	
Libinhania_pendula	
Libinhania_rosulata	
Libinhania_suffruticosa	
Lordhowea_insularis	Lordhowea_insularis
Lundinia_plumbea	Lundinia_plumbea
Macraea_laricifolia	
Marshalljohnstonia_gypsophila	Marshalljohnstonia_gypsophila
Mattfeldia_triplinervis	Mattfeldia_triplinervis
Monarrhenus_pinnifolius	
Monarrhenus_salicifolius	Monarrhenus_salicifolius
Monticalia_abietina	Monticalia_abietina
Monticalia_aclidiphylla	
Monticalia_albiramea	
Monticalia_andicola	
Monticalia_angustifolia	
Monticalia_apiculata	
Monticalia_arbutifolia	Monticalia_arbutifolia
Monticalia_batallonensis	
Monticalia_befarioides	
Monticalia_cachacoensis	
Monticalia_carrikeri	
Monticalia_cleefii	
Monticalia_corymbosa	Monticalia_corymbosa
Monticalia_empetroides	
Monticalia_firmipes	
Monticalia_flocculidens	Monticalia_flocculidens
Monticalia_flosfragrans	
Monticalia_gelida	
Monticalia_greenmaniana	Monticalia_greenmaniana
Monticalia_guadelupe	
Monticalia_guicanensis	
Monticalia_imbricatifolia	
Monticalia_ledifolia	
Monticalia_leioclada	
Monticalia_libertatis	
Monticalia_lindenii	
Monticalia_magnicalyculata	
Monticalia_mamancanacana	
Monticalia_masonhalei	
Monticalia_microdon	
Monticalia_micropachyphylla	
Monticalia_mutisii	
Monticalia_myrsinites	Monticalia_myrsinites
Monticalia_nigrostagnosa	
Monticalia_nitida	
Monticalia_novolanata	
Monticalia_pachypus	
Monticalia_perijaensis	
Monticalia_peruviana	Monticalia_peruviana
Monticalia_polymera	
Monticalia_prunifolia	
Monticalia_pulchella	
Monticalia_quiroana	
Monticalia_ramentosa	
Monticalia_reissiana	
Monticalia_rex	
Monticalia_rigidifolia	
Monticalia_rosmarinifolia	
Monticalia_ruiteranii	
Monticalia_sclerosa	
Monticalia_stuebelii	
Monticalia_subarachnoidea	
Monticalia_teretifolia	
Monticalia_tolimensis	
Monticalia_trichopus	
Monticalia_tunamensis	
Monticalia_vaccinioides	Monticalia_vaccinioides
Monticalia_venezuelensis	
Monticalia_vernicifolia	
Monticalia_vernicosa	
Monticalia_verticillata	
Monticalia_viridialba	
Munzothamnus_blairii	Munzothamnus_blairii
Myopordon_hyrcanum	Myopordon_hyrcanum
Myopordon_persicum	Myopordon_persicum
Narvalina_antrorsa	
Narvalina_domingensis	Narvalina_domingensis
Nesampelos_alainii	
Nesampelos_hotteana	
Nesampelos_lucens	Nesampelos_lucens
Neurolaena_fulva	
Neurolaena_macrocephala	
Neurolaena_macrophylla	
Neurolaena_schippii	
Neurolaena_venturana	
Neurolaena_wendtii	
Ochrocephala_imatongensis	Ochrocephala_imatongensis
Odontocline_dolichantha	
Odontocline_fadyenii	
Odontocline_glabra	
Odontocline_hollickii	
Odontocline_laciniata	
Odontocline_tercentenariae	
Oldfeltia_polyphlebia	Oldfeltia_polyphlebia
Oparanthus_coriaceus	
Oparanthus_hivoanus	
Oparanthus_rapensis	
Oparanthus_teikiteetinii	Oparanthus_teikiteetinii
Oparanthus_tiva	
Oparanthus_woodii	
Oteiza_ruacophila	
Oteiza_scandens	Oteiza_scandens
Parafaujasia_fontinalis	Parafaujasia_fontinalis
Parafaujasia_mauritiana	
Paramiflos_glandulosus	Paramiflos_glandulosus
Pechuel-Loeschea_leubnitziae	Pechuel-loeschea_leubnitziae
Pegolettia_baccaridifolia	
Pegolettia_gariepina	Pegolettia_gariepina
Pegolettia_plumosa	Pegolettia_plumosa
Pegolettia_retrofracta	Pegolettia_retrofracta
Pegolettia_tenuifolia	
Pelucha_trifida	Pelucha_trifida
Pentacalia_albi-panquei	
Pentacalia_albotecta	
Pentacalia_americana	
Pentacalia_amplexicaulis	
Pentacalia_andrei	
Pentacalia_antioquiensis	
Pentacalia_arborea	Pentacalia_arborea
Pentacalia_aschersoniana	
Pentacalia_asplundii	
Pentacalia_bacopoides	
Pentacalia_badilloi	
Pentacalia_barbourii	
Pentacalia_beckii	
Pentacalia_breviligulata	
Pentacalia_brittoniana	
Pentacalia_cacaosinensis	
Pentacalia_cadiriensis	
Pentacalia_caliana	
Pentacalia_calyculata	
Pentacalia_campii	
Pentacalia_candelariae	
Pentacalia_caracasana	
Pentacalia_carchiensis	
Pentacalia_cardenasii	
Pentacalia_carmelana	
Pentacalia_carmelitana	
Pentacalia_carpishensis	
Pentacalia_cazaletii	
Pentacalia_chachapoyensis	
Pentacalia_chaquiroensis	
Pentacalia_cobrensis	
Pentacalia_colombiana	
Pentacalia_comarapensis	
Pentacalia_corazonensis	
Pentacalia_decomposita	
Pentacalia_diamantensis	
Pentacalia_dictyophlebia	
Pentacalia_disciphormis	
Pentacalia_divisoria	
Pentacalia_dorrii	
Pentacalia_elatoides	
Pentacalia_ellipticifolia	
Pentacalia_epidendra	Pentacalia_epidendra
Pentacalia_epiphytica	
Pentacalia_floccosa	
Pentacalia_freemannii	
Pentacalia_genuflexa	
Pentacalia_gibbiflora	
Pentacalia_guanentana	
Pentacalia_guerrerensis	
Pentacalia_hachana	
Pentacalia_harrietae	
Pentacalia_haticoensis	
Pentacalia_haughtii	
Pentacalia_herzogii	
Pentacalia_hillii	
Pentacalia_hitchcockii	
Pentacalia_horickii	
Pentacalia_huallagana	
Pentacalia_huamaliensis	
Pentacalia_huillensis	
Pentacalia_hurtadoi	
Pentacalia_inquisiviensis	
Pentacalia_involuta	
Pentacalia_jahnii	
Pentacalia_jalcana	
Pentacalia_jelskii	
Pentacalia_karstenii	
Pentacalia_kleinioides	
Pentacalia_lanceolifolia	
Pentacalia_lewisii	
Pentacalia_lophophilus	
Pentacalia_loretensis	
Pentacalia_lucidissima	
Pentacalia_luteynorum	
Pentacalia_magnusii	
Pentacalia_marinii	
Pentacalia_matagalpensis	
Pentacalia_medullosa	
Pentacalia_megaphlebia	
Pentacalia_miguelii	
Pentacalia_millei	
Pentacalia_morazensis	
Pentacalia_moronensis	
Pentacalia_napoensis	
Pentacalia_neblinensis	
Pentacalia_oronocensis	
Pentacalia_pailasensis	
Pentacalia_paipana	
Pentacalia_palaciosii	
Pentacalia_parasitica	
Pentacalia_phanerandra	
Pentacalia_phelpsiae	
Pentacalia_phorodendroides	Pentacalia_phorodendroides
Pentacalia_pomacochana	
Pentacalia_popayanensis	
Pentacalia_poyasensis	
Pentacalia_psidiifolia	
Pentacalia_ptariana	
Pentacalia_purpurivenosa	
Pentacalia_ricoensis	
Pentacalia_ruficaulis	
Pentacalia_rufohirsuta	
Pentacalia_rugosa	
Pentacalia_sailapatensis	
Pentacalia_scaphiformis	
Pentacalia_schultzei	
Pentacalia_scortifolia	
Pentacalia_sevillana	
Pentacalia_silvascandens	
Pentacalia_sonsonensis	
Pentacalia_streptothamna	
Pentacalia_subglomerosa	
Pentacalia_suboppositifolia	
Pentacalia_summacapis	
Pentacalia_supernitens	
Pentacalia_sylvicola	
Pentacalia_tablensis	
Pentacalia_taironae	
Pentacalia_tarapotensis	
Pentacalia_theaefolia	
Pentacalia_tomasiana	
Pentacalia_tonduzii	Pentacalia_tonduzii
Pentacalia_trianae	
Pentacalia_tropicalis	
Pentacalia_urbanii	
Pentacalia_urubambensis	
Pentacalia_vallecaucana	
Pentacalia_vallejiana	
Pentacalia_vicelliptica	
Pentacalia_vulpinaris	
Pentacalia_weinmannifolia	
Pentacalia_wilburii	
Pentacalia_wurdackii	
Pentacalia_yapacana	
Pentacalia_zakii	
Pentacalia_zamorana	
Pericallis_appendiculata	Pericallis_appendiculata_var._preauxiana
Pericallis_appendiculata	Pericallis_appendiculata_var._appendiculata
Pericallis_aurita	Pericallis_aurita
Perityle_aglossa	
Perityle_incana	Perityle_incana
Perityle_leptoglossa	
Perityle_socorrensis	
Petrobium_arboreum	Petrobium_arboreum
Peucephyllum_schottii	Peucephyllum_schottii
Phagnalon_bennettii	
Phagnalon_melanoleucum	Phagnalon_melanoleucum
Phagnalon_saxatile	Phagnalon_saxatile
Phaneroglossa_bolusii	Phaneroglossa_bolusii
Phonus_arborescens	Phonus_arborescens
Phonus_fruticosus	
Phonus_mareoticus	
Phonus_rhiphaeus	Phonus_rhiphaeus
Pladaroxylon_leucadendron	Pladaroxylon_leucadendron
Pleiacanthus_spinosus	Pleiacanthus_spinosus
Pluchea_absinthioides	Tessaria_absinthioides
Pluchea_arabica	Pluchea_arabica
Pluchea_arguta	Pluchea_arguta
Pluchea_baccharoides	
Pluchea_bojeri	Pluchea_bojeri
Pluchea_carolinensis	Pluchea_carolinensis
Pluchea_chingoyo	Pluchea_chingoyo
Pluchea_dioscoridis	Pluchea_dioscoridis
Pluchea_dodoneaefolia	
Pluchea_dunlopii	Pluchea_dunlopii
Pluchea_eupatorioides	
Pluchea_ferdinandi-muelleri	Pluchea_ferdinandi-muelleri
Pluchea_fiebrigii	
Pluchea_glutinosa	
Pluchea_grevei	Pluchea_grevei
Pluchea_heterophylla	
Pluchea_indica	Pluchea_indica
Pluchea_lanceolata	
Pluchea_littoralis	Pluchea_littoralis
Pluchea_lucens	Pluchea_lucens
Pluchea_lycioides	Pluchea_lycioides
Pluchea_microcephala	Pluchea_microcephala
Pluchea_oblongifolia	Pluchea_oblongifolia
Pluchea_obovata	Pluchea_obovata
Pluchea_ovalis	Pluchea_ovalis
Pluchea_pectinata	
Pluchea_pinnatifida	
Pluchea_rufescens	Pluchea_rufescens
Pluchea_sarcophylla	Pluchea_sarcophylla
Pluchea_sericea	Pluchea_sericea
Pluchea_somaliensis	Pluchea_somaliensis
Pluchea_sordida	Pluchea_sordida
Pluchea_succulenta	
Pluchea_tetranthera	Pluchea_tetranthera
Pluchea_wallichiana	
Pluchea_zamalloae	
Porophyllum_brachypodum	
Porophyllum_hasslerianum	
Porophyllum_maritimum	Porophyllum_maritimum
Porophyllum_nutans	
Porophyllum_pausodynum	Porophyllum_pausodynum
Porophyllum_porfyraeum	
Porophyllum_punctatum	Porophyllum_punctatum
Porophyllum_tridendatum	
Porophyllum_viridiflorum	Porophyllum_viridiflorum
Porophyllum_warnockii	
Pseudoclappia_arenaria	Pseudoclappia_arenaria
Pseudoclappia_watsonii	
Psiadia_agathaeoides	
Psiadia_alticola	Psiadia_alticola
Psiadia_altissima	Psiadia_altissima
Psiadia_amygdalina	Psiadia_amygdalina
Psiadia_anchusiflolia	
Psiadia_angustifolia	Psiadia_angustifolia
Psiadia_argentea	Psiadia_argentea
Psiadia_arguta	Psiadia_arguta
Psiadia_aspera	Psiadia_aspera
Psiadia_boivinii	Psiadia_boivinii
Psiadia_cacuminum	
Psiadia_callocephala	Psiadia_callocephala
Psiadia_canescens	Psiadia_canescens
Psiadia_cataractae	Psiadia_cataractae
Psiadia_ceylanica	
Psiadia_coarctata	Psiadia_coarctata
Psiadia_coursii	
Psiadia_decaryi	
Psiadia_dentata	Psiadia_dentata
Psiadia_depauperata	Psiadia_depauperata
Psiadia_dimorpha	Psiadia_dimorpha
Psiadia_flavocinerea	
Psiadia_glutinosa	Psiadia_glutinosa
Psiadia_godotiana	Psiadia_godotiana
Psiadia_hispida	
Psiadia_inaequidentata	Psiadia_inaequidentata
Psiadia_incana	
Psiadia_insignis	Psiadia_insignis
Psiadia_laurifolia	Psiadia_laurifolia
Psiadia_leucophylla	Psiadia_leucophylla
Psiadia_lithospermifolia	Psiadia_lithospermifolia
Psiadia_lucida	
Psiadia_marijejyensis	
Psiadia_mauritiana	
Psiadia_melastomatoides	Psiadia_melastomatoides
Psiadia_montana	Psiadia_montana
Psiadia_nigrescens	Psiadia_nigrescens
Psiadia_pascalii	Psiadia_pascalii
Psiadia_penninervia	Psiadia_penninervia
Psiadia_pollicina	Psiadia_pollicina
Psiadia_quartziticola	
Psiadia_retusa	Psiadia_retusa
Psiadia_rivalsii	Psiadia_rivalsii
Psiadia_rodriguesiana	Psiadia_rodriguesiana
Psiadia_rotundifolia	
Psiadia_salaziana	Psiadia_salaziana
Psiadia_salviaefolia	
Psiadia_sericea	Psiadia_sericea
Psiadia_serrata	Psiadia_serrata
Psiadia_tanala	
Psiadia_tardieuana	Psiadia_tardieuana
Psiadia_terebinthina	Psiadia_terebinthina
Psiadia_tsaratananensis	
Psiadia_vestita	Psiadia_vestita
Psiadia_viscosa	Psiadia_viscosa
Psiadia_volubilis	
Ptilostemon_chamaepeuce	Ptilostemon_chamaepeuce
Ptilostemon_gnaphaloides	Ptilostemon_gnaphaloides
Ruilopezia_bromelioides	
Ruilopezia_cardonae	Ruilopezia_cardonae
Ruilopezia_cuatrecasasii	
Ruilopezia_emmanuelis	Ruilopezia_emmanuelis
Ruilopezia_figueirasii	
Ruilopezia_grisea	
Ruilopezia_hanburiana	
Ruilopezia_jahnii	Ruilopezia_jahnii
Ruilopezia_josephensis	Ruilopezia_josephensis
Ruilopezia_leucactina	Ruilopezia_leucactina
Ruilopezia_lindenii	
Ruilopezia_lopez-palacii	Ruilopezia_lopez-palacii
Ruilopezia_marcescens	Ruilopezia_marcescens
Ruilopezia_margarita	
Ruilopezia_paltonioides	
Ruilopezia_ruizii	Ruilopezia_ruizii
Ruilopezia_usubillagae	
Ruilopezia_viridis	
Rumfordia_floribunda	Rumfordia_floribunda
Rumfordia_penninervis	Rumfordia_penninervis
Rumfordia_revealii	Rumfordia_revealii
Santolina_adscensionis	Santolina_adscensionis
Santolina_africana	Santolina_africana
Santolina_ageratifolia	Santolina_ageratifolia
Santolina_benthamiana	Santolina_benthamiana
Santolina_canescens	
Santolina_chamaecyparissus	Santolina_chamaecyparissus_var._teucrietorum
Santolina_corsica	Santolina_corsica
Santolina_decumbens	Santolina_decumbens
Santolina_elegans	Santolina_elegans
Santolina_etrusca	Santolina_etrusca
Santolina_impressa	Santolina_impressa
Santolina_insularis	Santolina_insularis
Santolina_ligustica	Santolina_ligustica
Santolina_magonica	Santolina_magonica_subsp._vedraensis
Santolina_melidenis	
Santolina_montiberica	
Santolina_neapolitana	Santolina_neapolitana
Santolina_oblongifolia	Santolina_oblongifolia
Santolina_orocarpetana	
Santolina_pectinata	Santolina_pectinata_subsp._subclausa
Santolina_pinnata	Santolina_pinnata
Santolina_rosmarinifolia	Santolina_rosmarinifolia
Santolina_semidentata	Santolina_semidentata
Santolina_vedranensis	
Santolina_villosa	Santolina_villosa
Santolina_virens	Santolina_virens
Santolina_viscosa	Santolina_viscosa
Schizotrichia_eupatorioides	
Schizotrichia_jelskii	Schizotrichia_jelskii
Scrobicaria_aquifolia	
Scrobicaria_ilicifolia	Scrobicaria_ilicifolia
Selleophytum_buchii	Selleophytum_buchii
Senecio_abadianus	
Senecio_acarinus	
Senecio_acetosifolius	
Senecio_acutifolius	
Senecio_adamsii	
Senecio_adenophylloides	
Senecio_adenophyllus	
Senecio_alaeagnifolius	
Senecio_alliariifolius	Dauresia_alliariifolia
Senecio_alniphilus	
Senecio_aloides	Senecio_aloides
Senecio_anethifolius	Senecio_anethifolius
Senecio_antaicochensis	
Senecio_antaisaka	
Senecio_apolobambensis	
Senecio_articulatus	Curio_articulatus
Senecio_attenuatus	
Senecio_axillifoliatus	
Senecio_barbertonicus	
Senecio_bennettii	
Senecio_berteroi	
Senecio_biacuminatus	
Senecio_bidwillii	
Senecio_bifistulosus	
Senecio_brachypodus	
Senecio_brittonianus	
Senecio_burchellii	Senecio_burchellii
Senecio_cajamarquillensis	
Senecio_calcensis	
Senecio_calcicola	
Senecio_campanelliferus	Senecio_campanelliferus
Senecio_canopurpureus	
Senecio_cassinoides	
Senecio_cerrateae	
Senecio_chachaniensis	
Senecio_chiquianensis	
Senecio_chrysolepis	
Senecio_cinerascens	
Senecio_clarioneifolius	
Senecio_clivicola	
Senecio_cochabambensis	
Senecio_cockaynei	
Senecio_coleopyllus	
