"","X","gbifID","decimalLatitude","decimalLongitude","acceptedScientificName"
"1",0,2292017606,10.27894,106.65596,"Artocarpus altilis (Parkinson) Fosberg"
"2",1,2291752779,4.966667,9.933333,"Artocarpus altilis (Parkinson) Fosberg"
"3",2,2291752445,5.333333,-4.116667,"Artocarpus altilis (Parkinson) Fosberg"
"8",7,2291646745,-0.95,100.35,"Artocarpus altilis (Parkinson) Fosberg"
"10",9,2291516793,-6.5897,106.7913,"Artocarpus altilis (Parkinson) Fosberg"
"17",16,2290264251,-3,138,"Artocarpus altilis (Parkinson) Fosberg"
"19",18,2289928107,11.4993,124.9586,"Artocarpus altilis (Parkinson) Fosberg"
"29",28,2288876458,-0.8474,133.1457,"Artocarpus altilis (Parkinson) Fosberg"
"30",29,2288696634,7.366667,-59.75,"Artocarpus altilis (Parkinson) Fosberg"
"31",30,2288531677,9.798722,118.605667,"Artocarpus altilis (Parkinson) Fosberg"
"38",37,2288005750,-2.18781,139.00992,"Artocarpus altilis (Parkinson) Fosberg"
"39",38,2288005625,-0.8786,133.833333,"Artocarpus altilis (Parkinson) Fosberg"
"41",40,2288005436,-2.74244,140.36098,"Artocarpus altilis (Parkinson) Fosberg"
"44",43,2288005167,-4.95,151.583333,"Artocarpus altilis (Parkinson) Fosberg"
"45",44,2288005124,-3.418889,139.117222,"Artocarpus altilis (Parkinson) Fosberg"
"48",47,2288004998,-0.415798,116.991332,"Artocarpus altilis (Parkinson) Fosberg"
"49",48,2288004901,0.666667,124.083333,"Artocarpus altilis (Parkinson) Fosberg"
"54",53,2288004672,11.616667,125.416667,"Artocarpus altilis (Parkinson) Fosberg"
"55",54,2288004655,-2.666667,121.066667,"Artocarpus altilis (Parkinson) Fosberg"
"57",56,2288004640,-1.257131,130.838132,"Artocarpus altilis (Parkinson) Fosberg"
"64",63,2288004345,-0.983333,133.906433,"Artocarpus altilis (Parkinson) Fosberg"
"66",65,2288004244,-1.98538,133.6322,"Artocarpus altilis (Parkinson) Fosberg"
"67",66,2288004232,-9.8333,160.8167,"Artocarpus altilis (Parkinson) Fosberg"
"70",69,2288004155,1.06667,127.45,"Artocarpus altilis (Parkinson) Fosberg"
"74",73,2288004048,-0.721791,133.578255,"Artocarpus altilis (Parkinson) Fosberg"
"80",79,2288003954,-7.166667,146.866667,"Artocarpus altilis (Parkinson) Fosberg"
"81",80,2288003930,-0.733333,133.75,"Artocarpus altilis (Parkinson) Fosberg"
"85",84,2288003880,-2.632456,140.773614,"Artocarpus altilis (Parkinson) Fosberg"
"86",85,2288003846,14.5864,121.1753,"Artocarpus altilis (Parkinson) Fosberg"
"100",99,2288003651,-6.912778,107.620556,"Artocarpus altilis (Parkinson) Fosberg"
"103",102,2288003598,16.916558,121.077942,"Artocarpus altilis (Parkinson) Fosberg"
"106",105,2288003471,8.533333,125.65,"Artocarpus altilis (Parkinson) Fosberg"
"107",106,2288003469,-6.1426,134.5262,"Artocarpus altilis (Parkinson) Fosberg"
"111",110,2288003301,14.52575,120.49336,"Artocarpus altilis (Parkinson) Fosberg"
"115",114,2288003200,-1.616667,101.666667,"Artocarpus altilis (Parkinson) Fosberg"
"127",126,2288003113,-0.9344,133.98548,"Artocarpus altilis (Parkinson) Fosberg"
"136",135,2288002990,8.777222,125.571944,"Artocarpus altilis (Parkinson) Fosberg"
"139",138,2288002952,-8.5832,120.2574,"Artocarpus altilis (Parkinson) Fosberg"
"144",143,2288002858,-4.616667,143.45,"Artocarpus altilis (Parkinson) Fosberg"
"145",144,2288002822,-8.316667,114.283333,"Artocarpus altilis (Parkinson) Fosberg"
"148",147,2288002791,-6.583333,146.416667,"Artocarpus altilis (Parkinson) Fosberg"
"151",150,2288002766,-1,117,"Artocarpus altilis (Parkinson) Fosberg"
"152",151,2288002748,-2.613024,133.765602,"Artocarpus altilis (Parkinson) Fosberg"
