"","X","gbifID","decimalLatitude","decimalLongitude","acceptedScientificName"
"1",0,2290306050,19.553417,98.193367,"Musa acuminata Colla"
"4",3,2289225223,3.95,96.816667,"Musa acuminata Colla"
"6",5,2289002342,18.583333,98.483333,"Musa acuminata Colla"
"7",6,2287894792,11.75,125.233333,"Musa acuminata subsp. errans (Blanco) R.V.Valmayor"
"8",7,2287893948,-2.1084,133.537,"Musa acuminata subsp. malaccensis (Ridl.) N.W.Simmonds"
"9",8,2287892733,1.066667,127.45,"Musa acuminata Colla"
"10",9,2287892484,0.85,127.666667,"Musa acuminata Colla"
"16",15,2287377522,-6.4247,106.5547,"Musa acuminata subsp. acuminata"
"17",16,2283103450,2.676695,98.853104,"Musa acuminata Colla"
"18",17,2283102983,2.674434,98.852844,"Musa acuminata Colla"
"19",18,2283077656,8.908508,98.534163,"Musa acuminata Colla"
"21",20,2283012050,3.036243,101.582738,"Musa acuminata Colla"
"22",21,2283011948,3.03742,101.580595,"Musa acuminata Colla"
"23",22,2283011581,3.134294,101.591925,"Musa acuminata Colla"
"24",23,2283004986,5.389964,100.279095,"Musa acuminata Colla"
"26",25,2244177920,16.194189,107.852966,"Musa acuminata Colla"
"28",27,2238997927,5.34511,100.283102,"Musa acuminata Colla"
"32",31,2236884845,23.277526,99.072159,"Musa acuminata Colla"
"33",32,2236834396,22.440165,101.01007,"Musa acuminata Colla"
"34",33,2236212309,21.977822,101.175891,"Musa acuminata Colla"
"35",34,2236203463,5.453323,100.286595,"Musa acuminata Colla"
"36",35,2235533958,21.027832,100.967392,"Musa acuminata Colla"
"37",36,2235532356,21.617279,101.584109,"Musa acuminata Colla"
"38",37,2235489317,21.149916,101.347926,"Musa acuminata Colla"
"39",38,2235479211,20.892016,101.357071,"Musa acuminata Colla"
"40",39,2234788716,21.606589,101.97861,"Musa acuminata Colla"
"41",40,2234779729,21.964097,102.326354,"Musa acuminata Colla"
"42",41,2234759611,20.583455,102.370476,"Musa acuminata Colla"
"43",42,2234746951,19.343194,102.164298,"Musa acuminata Colla"
"44",43,2234745555,19.112778,102.377762,"Musa acuminata Colla"
"46",45,2028512637,18.562406,102.360567,"Musa acuminata Colla"
"47",46,2028512614,18.778915,102.432642,"Musa acuminata Colla"
"48",47,2028512610,18.782108,102.512954,"Musa acuminata Colla"
"49",48,2013736883,2.711389,101.885002,"Musa acuminata Colla"
"50",49,2013690846,5.400951,100.285572,"Musa acuminata Colla"
"52",51,2012955298,5.465556,100.284194,"Musa acuminata Colla"
"53",52,2012953752,11.615493,103.737423,"Musa acuminata Colla"
"54",53,2006079582,5.388767,100.273262,"Musa acuminata Colla"
"55",54,2006057321,5.433333,100.266667,"Musa acuminata Colla"
"56",55,2006051982,5.424484,100.269554,"Musa acuminata Colla"
"57",56,2006050986,5.436683,100.292975,"Musa acuminata Colla"
"58",57,2006050739,5.29377,100.228945,"Musa acuminata Colla"
"59",58,2006050714,5.439755,100.285972,"Musa acuminata Colla"
"60",59,2006042678,2.702778,101.928886,"Musa acuminata Colla"
"61",60,2005313626,2.733056,101.889999,"Musa acuminata Colla"
"62",61,2005274031,2.699445,101.95417,"Musa acuminata Colla"
"63",62,2005271018,2.691944,101.924167,"Musa acuminata Colla"
"64",63,2005269776,2.7125,101.888054,"Musa acuminata Colla"
"65",64,2005268024,2.693333,101.931944,"Musa acuminata Colla"
"66",65,2005267078,2.678056,101.88472,"Musa acuminata Colla"
"67",66,2005266617,3.328508,101.57634,"Musa acuminata Colla"
"69",68,2005266371,3.015517,101.694762,"Musa acuminata Colla"
"70",69,2005265267,2.722222,101.901947,"Musa acuminata Colla"
"71",70,2005264964,2.698333,101.957779,"Musa acuminata Colla"
"72",71,1978469744,-0.434645,100.086576,"Musa acuminata Colla"
"73",72,1950002019,21.559053,104.631382,"Musa acuminata Colla"
"74",73,1949994925,21.199133,105.232108,"Musa acuminata Colla"
"75",74,1948773540,22.071832,102.616146,"Musa acuminata Colla"
"76",75,1948773539,22.034172,102.741062,"Musa acuminata Colla"
