maherali_name	family	has_am	has_ecm	has_nm	has_er	has_orm	has_nfix
Euphorbia_hypericifolia	Euphorbiaceae	1	0	0	0	0	
Euphorbia_illirica	Euphorbiaceae	1	0	0	0	0	
Euphorbia_lathyris	Euphorbiaceae	1	0	0	0	0	
Euphorbia_lomelii	Euphorbiaceae	1	0	0	0	0	
Euphorbia_parliramulosa	Euphorbiaceae	1	0	0	0	0	
Euphorbia_pilosa	Euphorbiaceae	1	0	0	0	0	
Euphorbia_prostrata	Euphorbiaceae	1	0	0	0	0	
Euphorbia_rapulum	Euphorbiaceae	1	0	0	0	0	
Euphorbia_royleana	Euphorbiaceae	1	0	0	0	0	
Euphorbia_sarawschanica	Euphorbiaceae	1	0	0	0	0	
Euphorbia_serpens	Euphorbiaceae	1	0	0	0	0	
Euphorbia_stricta	Euphorbiaceae	1	0	0	0	0	
Euphorbia_talaina	Euphorbiaceae	1	0	0	0	0	
Euphorbia_tannensis	Euphorbiaceae	1	0	0	0	0	
Euphorbia_thymifolia	Euphorbiaceae	1	0	0	0	0	
Euphorbia_turczaninowii	Euphorbiaceae	1	0	0	0	0	
Euphorbion_paralium	Euphorbiaceae	1	0	0	0	0	
Euphrasia_frigida	Orobanchaceae	1	0	0	0	0	
Eurybia_sibirica	Asteraceae	1	0	0	0	0	
Euterpe_edulis	Arecaceae	1	0	0	0	0	
Euterpe_oleracea	Arecaceae	1	0	0	0	0	
Eutrochium_maculatum	Asteraceae	1	0	0	0	0	
Eysenhardtia_polystachya	Fabaceae	1	0	0	0	0	
Fagonia_indica	Zygophyllaceae	1	0	0	0	0	
Fagopyrum_statice	Polygonaceae	1	0	0	0	0	
Fagopyrum_tataricum	Polygonaceae	1	0	0	0	0	
Faidherbia_albida	Fabaceae	1	0	0	0	0	
Falcataria_moluccana	Fabaceae	1	0	0	0	0	
Ferocactus_cylindraceus	Cactaceae	1	0	0	0	0	
Ferocactus_flavovirens	Cactaceae	1	0	0	0	0	
Ferocactus_latispinus	Cactaceae	1	0	0	0	0	
Ferocactus_peninsulae	Cactaceae	1	0	0	0	0	
Ferula_canescens	Apiaceae	1	0	0	0	0	
Ferula_caspica	Apiaceae	1	0	0	0	0	
Ferula_dubjanskyi	Apiaceae	1	0	0	0	0	
Ferula_foetida	Apiaceae	1	0	0	0	0	
Ferula_kokanica	Apiaceae	1	0	0	0	0	
Ferula_lehmannii	Apiaceae	1	0	0	0	0	
Ferula_nuda	Apiaceae	1	0	0	0	0	
Festuca_argentina	Poaceae	1	0	0	0	0	
Festuca_arundinacea	Poaceae	1	0	0	0	0	
Festuca_baffinensis	Poaceae	1	0	0	0	0	
Festuca_beckeri	Poaceae	1	0	0	0	0	
Festuca_brachyphylla	Poaceae	1	0	0	0	0	
Festuca_brigantina	Poaceae	1	0	0	0	0	
Festuca_caucasica	Poaceae	1	0	0	0	0	
Festuca_drymeja	Poaceae	1	0	0	0	0	
Festuca_glauca	Poaceae	1	0	0	0	0	
Festuca_heterophylla	Poaceae	1	0	0	0	0	
Festuca_idahoensis	Poaceae	1	0	0	0	0	
Festuca_juncifolia	Poaceae	1	0	0	0	0	
Festuca_lemanii	Poaceae	1	0	0	0	0	
Festuca_oreophila	Poaceae	1	0	0	0	0	
Festuca_pallens	Poaceae	1	0	0	0	0	
Festuca_pallescens	Poaceae	1	0	0	0	0	
Festuca_picta	Poaceae	1	0	0	0	0	
Festuca_sibirica	Poaceae	1	0	0	0	0	
Festuca_trachyphylla	Poaceae	1	0	0	0	0	
Festuca_varia	Poaceae	1	0	0	0	0	
Festuca_versicolor	Poaceae	1	0	0	0	0	
Festuca_vivipara	Poaceae	1	0	0	0	0	
Feuilleea_schimperiana	Fabaceae	1	0	0	0	0	
Ficinia_nodosa	Cyperaceae	1	0	0	0	0	
Ficus_citrifolia	Moraceae	1	0	0	0	0	
Ficus_elastica	Moraceae	1	0	0	0	0	
Ficus_hirta	Moraceae	1	0	0	0	0	
Ficus_langkokensis	Moraceae	1	0	0	0	0	
Ficus_pumila	Moraceae	1	0	0	0	0	
Filago_arvensis	Asteraceae	1	0	0	0	0	
Filipendula_vulgaris	Rosaceae	1	0	0	0	0	
Fimbristylis_eragrostis	Cyperaceae	1	0	0	0	0	
Fimbristylis_falcata	Cyperaceae	1	0	0	0	0	
Fimbristylis_miliacea	Cyperaceae	1	0	0	0	0	
Flindersia_australis	Rutaceae	1	0	0	0	0	
Flindersia_brayleana	Rutaceae	1	0	0	0	0	
Flindersia_brayleyana	Rutaceae	1	0	0	0	0	
Flindersia_maculosa	Rutaceae	1	0	0	0	0	
Flindersia_oxleyana	Rutaceae	1	0	0	0	0	
Florestina_tripteris	Asteraceae	1	0	0	0	0	
Flourensia_cernua	Asteraceae	1	0	0	0	0	
Foeniculum_vulgare	Apiaceae	1	0	0	0	0	
Forsythia_europaea	Oleaceae	1	0	0	0	0	
Forsythia_suspensa	Oleaceae	1	0	0	0	0	
Fouquieria_diguetii	Fouquieriaceae	1	0	0	0	0	
Fragaria_moschata	Rosaceae	1	0	0	0	0	
Fragaria_virginiana	Rosaceae	1	0	0	0	0	
Fragaria_viridis	Rosaceae	1	0	0	0	0	
Fragaria_x	Rosaceae	1	0	0	0	0	
Fragaria_xananassa	Rosaceae	1	0	0	0	0	
Frankenia_plicata	Frankeniaceae	1	0	0	0	0	
Fraxinus_americana	Oleaceae	1	0	0	0	0	
Fraxinus_angustifolia	Oleaceae	1	0	0	0	0	
Fraxinus_ornus	Oleaceae	1	0	0	0	0	
Fraxinus_rotundifolia	Oleaceae	1	0	0	0	0	
Fraxinus_uhdei	Oleaceae	1	0	0	0	0	
Freycinetia_arborea	Pandanaceae	1	0	0	0	0	
Fritillaria_collina	Liliaceae	1	0	0	0	0	
Fritillaria_karelinii	Liliaceae	1	0	0	0	0	
Fuchsia_magellanica	Onagraceae	1	0	0	0	0	
Fumana_thymifolia	Cistaceae	1	0	0	0	0	
Gagea_bergii	Liliaceae	1	0	0	0	0	
Gagea_bohemica	Liliaceae	1	0	0	0	0	
Gagea_divaricata	Liliaceae	1	0	0	0	0	
Gagea_glacialis	Liliaceae	1	0	0	0	0	
Gagea_liotardii	Liliaceae	1	0	0	0	0	
Gagea_reticulata	Liliaceae	1	0	0	0	0	
Gahnia_vitiensis	Cyperaceae	1	0	0	0	0	
Gaillardia_aestivalis	Asteraceae	1	0	0	0	0	
Galanthus_nivalis	Amaryllidaceae	1	0	0	0	0	
Galarhoeus_irgisensis	Euphorbiaceae	1	0	0	0	0	
Galatella_punctata	Asteraceae	1	0	0	0	0	
Galeobdolon_montanum	Lamiaceae	1	0	0	0	0	
Galeopsis_bifida	Lamiaceae	1	0	0	0	0	
Galeopsis_speciosa	Lamiaceae	1	0	0	0	0	
Galinsoga_parviflora	Asteraceae	1	0	0	0	0	
Galinsoga_quadriradiata	Asteraceae	1	0	0	0	0	
Galinsoga_supinum	Asteraceae	1	0	0	0	0	
Galinsoga_sylvaticum	Asteraceae	1	0	0	0	0	
Galinsoga_uliginosum	Asteraceae	1	0	0	0	0	
Galium_album	Rubiaceae	1	0	0	0	0	
Galium_antarcticum	Rubiaceae	1	0	0	0	0	
Galium_aureum	Rubiaceae	1	0	0	0	0	
Galium_boreale	Rubiaceae	1	0	0	0	0	
Galium_geniculatum	Rubiaceae	1	0	0	0	0	
Galium_hypocarpium	Rubiaceae	1	0	0	0	0	
Galium_lucidum	Rubiaceae	1	0	0	0	0	
Galium_ruthenicum	Rubiaceae	1	0	0	0	0	
Galium_saurense	Rubiaceae	1	0	0	0	0	
Galium_spurium	Rubiaceae	1	0	0	0	0	
Galium_tinctorium	Rubiaceae	1	0	0	0	0	
Gamochaeta_norvegica	Asteraceae	1	0	0	0	0	
Gamochaeta_sylvatica	Asteraceae	1	0	0	0	0	
Garcinia_kola	Clusiaceae	1	0	0	0	0	
Garcinia_lucida	Clusiaceae	1	0	0	0	0	
Garcinia_xanthochymus	Clusiaceae	1	0	0	0	0	
Gasteria_verrucosa	Xanthorrhoeaceae	1	0	0	0	0	
Gaudinia_fragilis	Poaceae	1	0	0	0	0	
Gazania_linearis	Asteraceae	1	0	0	0	0	
Genipa_americana	Rubiaceae	1	0	0	0	0	
Genista_hirsute	Fabaceae	1	0	0	0	0	
Genista_tinctoria	Fabaceae	1	0	0	0	0	
Gentiana_acaulis	Gentianaceae	1	0	0	0	0	
Gentiana_asclepiadea	Gentianaceae	1	0	0	0	0	
Gentiana_clusii	Gentianaceae	1	0	0	0	0	
Gentiana_cruciata	Gentianaceae	1	0	0	0	0	
Gentiana_olivieri	Gentianaceae	1	0	0	0	0	
Gentiana_pseudoaquatica	Gentianaceae	1	0	0	0	0	
Gentiana_septemfida	Gentianaceae	1	0	0	0	0	
Gentiana_verna	Gentianaceae	1	0	0	0	0	
Gentianella_amarella	Gentianaceae	1	0	0	0	0	
Gentianella_campestris	Gentianaceae	1	0	0	0	0	
Gentianella_detonsa	Gentianaceae	1	0	0	0	0	
Gentianella_germanica	Gentianaceae	1	0	0	0	0	
Gentianusa_lutea	Gentianaceae	1	0	0	0	0	
Gentianusa_punctata	Gentianaceae	1	0	0	0	0	
Geoffroea_decorticans	Fabaceae	1	0	0	0	0	
Geophila_herbacea	Rubiaceae	1	0	0	0	0	
Geraniospermum_bifolium	Geraniaceae	1	0	0	0	0	
Geranium_albanum	Geraniaceae	1	0	0	0	0	
Geranium_albiflorum	Geraniaceae	1	0	0	0	0	
Geranium_asphodeloides	Geraniaceae	1	0	0	0	0	
Geranium_carolinianum	Geraniaceae	1	0	0	0	0	
Geranium_dissectum	Geraniaceae	1	0	0	0	0	
Geranium_gymnocaulon	Geraniaceae	1	0	0	0	0	
Geranium_linearilobum	Geraniaceae	1	0	0	0	0	
Geranium_nodosum	Geraniaceae	1	0	0	0	0	
Geranium_pratense	Geraniaceae	1	0	0	0	0	
Geranium_purpureum	Geraniaceae	1	0	0	0	0	
Geranium_pusillum	Geraniaceae	1	0	0	0	0	
Geranium_pyrenaicum	Geraniaceae	1	0	0	0	0	
Geranium_rotundifolium	Geraniaceae	1	0	0	0	0	
Geranium_ruprechtii	Geraniaceae	1	0	0	0	0	
Geranium_saxatile	Geraniaceae	1	0	0	0	0	
Geranium_sessiliflorum	Geraniaceae	1	0	0	0	0	
Geranium_sibiricum	Geraniaceae	1	0	0	0	0	
Geranium_sinense	Geraniaceae	1	0	0	0	0	
Geranium_tataricum	Geraniaceae	1	0	0	0	0	
Geranium_tuberosum	Geraniaceae	1	0	0	0	0	
Geum_aleppicum	Rosaceae	1	0	0	0	0	
Geum_reptans	Rosaceae	1	0	0	0	0	
Geum_triflorum	Rosaceae	1	0	0	0	0	
Geum_urbanum	Rosaceae	1	0	0	0	0	
Geum_virginianum	Rosaceae	1	0	0	0	0	
Ginkgo_biloba	Ginkgoaceae	1	0	0	0	0	
Gladiolus_hybridus	Iridaceae	1	0	0	0	0	
Gladiolus_italicus	Iridaceae	1	0	0	0	0	
Gladiolus_palustris	Iridaceae	1	0	0	0	0	
Glaux_maritima	Primulaceae	1	0	0	0	0	
Glebionis_carinata	Asteraceae	1	0	0	0	0	
Gliricidia_sepium	Fabaceae	1	0	0	0	0	
Glyceria_striata	Poaceae	1	0	0	0	0	
Glycine_max	Fabaceae	1	0	0	0	0	
Glycyrrhiza_aspera	Fabaceae	1	0	0	0	0	
Glycyrrhiza_glabra	Fabaceae	1	0	0	0	0	
Glycyrrhiza_korshinskyi	Fabaceae	1	0	0	0	0	
Gnaphalium_uliginosum	Asteraceae	1	0	0	0	0	
Gnephosis_eriocarpa	Asteraceae	1	0	0	0	0	
Gnetum_gnemon	Gnetaceae	1	0	0	0	0	
Gomidesia_spectabilis	Myrtaceae	1	0	0	0	0	
Gompholobium_grandiflorum	Fabaceae	1	0	0	0	0	
Gomphostemma_microdon	Lamiaceae	1	0	0	0	0	
Gomphrena_globosa	Amaranthaceae	1	0	0	0	0	
Goniothalamus_griffithii	Annonaceae	1	0	0	0	0	
Gonystylus_bancanus	Thymelaeaceae	1	0	0	0	0	
Goodenia_cycloptera	Goodeniaceae	1	0	0	0	0	
Goodenia_lunata	Goodeniaceae	1	0	0	0	0	
Gossweilerodendron_balsamiferum	Fabaceae	1	0	0	0	0	
Gossypium_arboreum	Malvaceae	1	0	0	0	0	
Gossypium_hirsutum	Malvaceae	1	0	0	0	0	
Gossypium_tomentosum	Malvaceae	1	0	0	0	0	
Gratiola_officinalis	Plantaginaceae	1	0	0	0	0	
Grewia_biloba	Malvaceae	1	0	0	0	0	
Griselinia_littoralis	Griseliniaceae	1	0	0	0	0	
Guarea_kunthiana	Meliaceae	1	0	0	0	0	
Guazuma_ulmifolia	Malvaceae	1	0	0	0	0	
Guibourtia_tessmannii	Fabaceae	1	0	0	0	0	
Guizotia_abyssinica	Asteraceae	1	0	0	0	0	
Gunnera_petaloidea	Gunneraceae	1	0	0	0	0	
Gutierrezia_microcephala	Asteraceae	1	0	0	0	0	
Gutierrezia_sarothrae	Asteraceae	1	0	0	0	0	
Gymnopogon_brevifolius	Poaceae	1	0	0	0	0	
Gymnosperma_glutinosum	Asteraceae	1	0	0	0	0	
Gymnospermium_albertii	Berberidaceae	1	0	0	0	0	
Haemanthus_albiflos	Amaryllidaceae	1	0	0	0	0	
Hagenia_abyssinica	Rosaceae	1	0	0	0	0	
Hamamelis_virginiana	Hamamelidaceae	1	0	0	0	0	
Handroanthus_chrysotrichus	Bignoniaceae	1	0	0	0	0	
Handroanthus_serratifolius	Bignoniaceae	1	0	0	0	0	
Haplopappus_venetus	Asteraceae	1	0	0	0	0	
Hardwickia_mannii	Fabaceae	1	0	0	0	0	
Harpullia_ramiflora	Sapindaceae	1	0	0	0	0	
Havardia_albicans	Fabaceae	1	0	0	0	0	
Haworthia_fasciata	Xanthorrhoeaceae	1	0	0	0	0	
Haworthia_tortuosa	Xanthorrhoeaceae	1	0	0	0	0	
Hechtia_podantha	Bromeliaceae	1	0	0	0	0	
Hedera_colchica	Araliaceae	1	0	0	0	0	
Hedera_helix	Araliaceae	1	0	0	0	0	
Hedyotis_elatior	Rubiaceae	1	0	0	0	0	
Hedyotis_foggiana	Rubiaceae	1	0	0	0	0	
Hedyotis_terminalis	Rubiaceae	1	0	0	0	0	
Hedyotis_vestita	Rubiaceae	1	0	0	0	0	
Hedysarum_arcticum	Fabaceae	1	0	0	0	0	
Hedysarum_caucasicum	Fabaceae	1	0	0	0	0	
Hedysarum_confertum	Fabaceae	1	0	0	0	0	
Hedysarum_coronarium	Fabaceae	1	0	0	0	0	
Hedysarum_denticulatum	Fabaceae	1	0	0	0	0	
Hedysarum_grandiflorum	Fabaceae	1	0	0	0	0	
Hedysarum_spinosissimum	Fabaceae	1	0	0	0	0	
Helianthus_annuus	Asteraceae	1	0	0	0	0	
Helianthus_maximiliani	Asteraceae	1	0	0	0	0	
Helianthus_niveus	Asteraceae	1	0	0	0	0	
Helianthus_tuberosus	Asteraceae	1	0	0	0	0	
Helichrysum_arenarium	Asteraceae	1	0	0	0	0	
Helichrysum_bracteatum	Asteraceae	1	0	0	0	0	
Helichrysum_cephaloideum	Asteraceae	1	0	0	0	0	
Helichrysum_italicum	Asteraceae	1	0	0	0	0	
Helichrysum_stoechas	Asteraceae	1	0	0	0	0	
Heliconia_psittacorum	Heliconiaceae	1	0	0	0	0	
Helictotrichon_desertorum	Poaceae	1	0	0	0	0	
Helictotrichon_hookeri	Poaceae	1	0	0	0	0	
Helictotrichon_pratense	Poaceae	1	0	0	0	0	
Helictotrichon_pubescens	Poaceae	1	0	0	0	0	
Helictotrichon_versicolor	Poaceae	1	0	0	0	0	
Heliocarpus_americanus	Malvaceae	1	0	0	0	0	
Heliocarpus_appendiculatus	Malvaceae	1	0	0	0	0	
Heliocarpus_pallidus	Malvaceae	1	0	0	0	0	
Heliotropium_anomalum	Boraginaceae	1	0	0	0	0	
Heliotropium_curassavicum	Boraginaceae	1	0	0	0	0	
Helleborus_caucasicus	Ranunculaceae	1	0	0	0	0	
Helleborus_foetidus	Ranunculaceae	1	0	0	0	0	
Helleborus_niger	Ranunculaceae	1	0	0	0	0	
Hellenia_speciosa	Costaceae	1	0	0	0	0	
Hemarthria_compressa	Poaceae	1	0	0	0	0	
Hemerocallis_lilioasphodelus	Xanthorrhoeaceae	1	0	0	0	0	
Hepatica_nobilis	Ranunculaceae	1	0	0	0	0	
Heracleum_asperum	Apiaceae	1	0	0	0	0	
Heracleum_chorodanum	Apiaceae	1	0	0	0	0	
Heracleum_lehmannianum	Apiaceae	1	0	0	0	0	
Heracleum_mantegazzianum	Apiaceae	1	0	0	0	0	
Heracleum_pubescens	Apiaceae	1	0	0	0	0	
Heracleum_sibiricum	Apiaceae	1	0	0	0	0	
Hesperocyparis_arizonica	Cupressaceae	1	0	0	0	0	
Hesperocyparis_goveniana	Cupressaceae	1	0	0	0	0	
Heteropogon_contortus	Poaceae	1	0	0	0	0	
Hevea_brasiliensis	Euphorbiaceae	1	0	0	0	0	
Hexalobus_crispiflorus	Annonaceae	1	0	0	0	0	
Hibbertia_serpyllifolia	Dilleniaceae	1	0	0	0	0	
Hibiscus_asper	Malvaceae	1	0	0	0	0	
Hibiscus_rosa-sinensis	Malvaceae	1	0	0	0	0	
Hieracium_albiflorum	Asteraceae	1	0	0	0	0	
Hieracium_aurantiacum	Asteraceae	1	0	0	0	0	
Hieracium_bifidum	Asteraceae	1	0	0	0	0	
Hieracium_caesiifolium	Asteraceae	1	0	0	0	0	
Hieracium_caespitosum	Asteraceae	1	0	0	0	0	
Hieracium_echioides	Asteraceae	1	0	0	0	0	
Hieracium_hjeltii	Asteraceae	1	0	0	0	0	
Hieracium_hoppeanum	Asteraceae	1	0	0	0	0	
Hieracium_lachenalii	Asteraceae	1	0	0	0	0	
Hieracium_lactucella	Asteraceae	1	0	0	0	0	
Hieracium_longipilum	Asteraceae	1	0	0	0	0	
Hieracium_oistophyllum	Asteraceae	1	0	0	0	0	
Hieracium_pilosella	Asteraceae	1	0	0	0	0	
Hieracium_prenanthoides	Asteraceae	1	0	0	0	0	
Hieracium_subaundum	Asteraceae	1	0	0	0	0	
Hieracium_subpellucidum	Asteraceae	1	0	0	0	0	
Hieracium_umbellatum	Asteraceae	1	0	0	0	0	
Hieracium_umbrosum	Asteraceae	1	0	0	0	0	
Hieracium_villosum	Asteraceae	1	0	0	0	0	
Hieracium_virosum	Asteraceae	1	0	0	0	0	
Hieronyma_alchorneoides	Phyllanthaceae	1	0	0	0	0	
Hillebrandia_sandwicensis	Begoniaceae	1	0	0	0	0	
Hippocrepis_comosa	Fabaceae	1	0	0	0	0	
Hippocrepis_unisiliquosa	Fabaceae	1	0	0	0	0	
Hippophae_tibetana	Elaeagnaceae	1	0	0	0	0	
Holcus_mollis	Poaceae	1	0	0	0	0	
Holocalyx_balansae	Fabaceae	1	0	0	0	0	
Homogyne_alpina	Asteraceae	1	0	0	0	0	
Homolepis_aturensis	Poaceae	1	0	0	0	0	
Hordelymus_europaeus	Poaceae	1	0	0	0	0	
Hordeum_brachyantherum	Poaceae	1	0	0	0	0	
Hordeum_brevisubulatum	Poaceae	1	0	0	0	0	
Hordeum_bulbosum	Poaceae	1	0	0	0	0	
Hordeum_comosum	Poaceae	1	0	0	0	0	
Hordeum_distichon	Poaceae	1	0	0	0	0	
Hordeum_jubatum	Poaceae	1	0	0	0	0	
Hordeum_murinum	Poaceae	1	0	0	0	0	
Hordeum_pusillum	Poaceae	1	0	0	0	0	
Hordeum_sativum	Poaceae	1	0	0	0	0	
Hordeum_turkestanicum	Poaceae	1	0	0	0	0	
Hordeum_violaceum	Poaceae	1	0	0	0	0	
Horsfieldia_kingii	Myristicaceae	1	0	0	0	0	
Horsfieldia_prainii	Myristicaceae	1	0	0	0	0	
Hortia_regia	Rutaceae	1	0	0	0	0	
Hovenia_dulcis	Rhamnaceae	1	0	0	0	0	
Hoya_carnosa	Apocynaceae	1	0	0	0	0	
Hyacinthoides_non-scripta	Asparagaceae	1	0	0	0	0	
Hydrangea_hortensis	Hydrangeaceae	1	0	0	0	0	
Hydrocotyle_bonariensis	Araliaceae	1	0	0	0	0	
Hydrocotyle_novae-zeelandiae	Araliaceae	1	0	0	0	0	
Hydrosme_rivieri	Araceae	1	0	0	0	0	
Hymenachne_hemitomon	Poaceae	1	0	0	0	0	
Hyoscyamus_pusillus	Solanaceae	1	0	0	0	0	
Hypericum_elegans	Hypericaceae	1	0	0	0	0	
Hypericum_linarioides	Hypericaceae	1	0	0	0	0	
Hypericum_maculatum	Hypericaceae	1	0	0	0	0	
Hypericum_pulchrum	Hypericaceae	1	0	0	0	0	
Hypochaeris_glabra	Asteraceae	1	0	0	0	0	
Hypochaeris_maculata	Asteraceae	1	0	0	0	0	
Hypochaeris_radicata	Asteraceae	1	0	0	0	0	
Hypochoeris_achyrophorus	Asteraceae	1	0	0	0	0	
Hypogomphia_turkestana	Lamiaceae	1	0	0	0	0	
Hypolytrum_bullatum	Cyperaceae	1	0	0	0	0	
Hypolytrum_pulchrum	Cyperaceae	1	0	0	0	0	
Hyssopus_officinalis	Lamiaceae	1	0	0	0	0	
Ilex_aquifolium	Aquifoliaceae	1	0	0	0	0	
Ilex_cassine	Aquifoliaceae	1	0	0	0	0	
Ilex_colchica	Aquifoliaceae	1	0	0	0	0	
Ilex_opaca	Aquifoliaceae	1	0	0	0	0	
Ilex_paraguariensis	Aquifoliaceae	1	0	0	0	0	
Ilex_verticillata	Aquifoliaceae	1	0	0	0	0	
Illicium_floridanum	Schisandraceae	1	0	0	0	0	
Illicium_verum	Schisandraceae	1	0	0	0	0	
Impatiens_capensis	Balsaminaceae	1	0	0	0	0	
Impatiens_mathildae	Balsaminaceae	1	0	0	0	0	
Impatiens_walleriana	Balsaminaceae	1	0	0	0	0	
Imperata_cylindrica	Poaceae	1	0	0	0	0	
Incarvillea_arguta	Bignoniaceae	1	0	0	0	0	
Indigofera_brevidens	Fabaceae	1	0	0	0	0	
Indigofera_cordifolia	Fabaceae	1	0	0	0	0	
Indigofera_kirilowii	Fabaceae	1	0	0	0	0	
Indigofera_linifolia	Fabaceae	1	0	0	0	0	
Indigofera_sengalensis	Fabaceae	1	0	0	0	0	
Indigofera_stenophylha	Fabaceae	1	0	0	0	0	
Indigofera_tinctoria	Fabaceae	1	0	0	0	0	
Inga_leiocalycina	Fabaceae	1	0	0	0	0	
Inga_marginata	Fabaceae	1	0	0	0	0	
Inga_nobilis	Fabaceae	1	0	0	0	0	
Inga_pezizifera	Fabaceae	1	0	0	0	0	
Inga_sessilis	Fabaceae	1	0	0	0	0	
Inga_striata	Fabaceae	1	0	0	0	0	
Inga_thibaudiana	Fabaceae	1	0	0	0	0	
Inga_uruguensis	Fabaceae	1	0	0	0	0	
Inula_auriculata	Asteraceae	1	0	0	0	0	
Inula_britannica	Asteraceae	1	0	0	0	0	
Inula_conyza	Asteraceae	1	0	0	0	0	
Inula_conyzae	Asteraceae	1	0	0	0	0	
Inula_grandiflora	Asteraceae	1	0	0	0	0	
Inula_grandis	Asteraceae	1	0	0	0	0	
Inula_helenium	Asteraceae	1	0	0	0	0	
Inula_hirta	Asteraceae	1	0	0	0	0	
Inula_orientalis	Asteraceae	1	0	0	0	0	
Inula_rhizocephala	Asteraceae	1	0	0	0	0	
Inula_salicina	Asteraceae	1	0	0	0	0	
Ipomoea_arborescens	Convolvulaceae	1	0	0	0	0	
Ipomoea_batatas	Convolvulaceae	1	0	0	0	0	
Ipomoea_imperati	Convolvulaceae	1	0	0	0	0	
Ipomoea_pes-caprae	Convolvulaceae	1	0	0	0	0	
Iranecio_taraxacifolius	Asteraceae	1	0	0	0	0	
Iria_consanguinea	Cyperaceae	1	0	0	0	0	
Iris_germanica	Iridaceae	1	0	0	0	0	
Iris_hoogiana	Iridaceae	1	0	0	0	0	
Iris_korolkowi	Iridaceae	1	0	0	0	0	
Iris_lactea	Iridaceae	1	0	0	0	0	
Iris_pumila	Iridaceae	1	0	0	0	0	
Iris_ruthenica	Iridaceae	1	0	0	0	0	
Iris_sibirica	Iridaceae	1	0	0	0	0	
Iris_songarica	Iridaceae	1	0	0	0	0	
Iris_tenuifolia	Iridaceae	1	0	0	0	0	
Iris_versicolor	Iridaceae	1	0	0	0	0	
Irvingia_gabonensis	Irvingiaceae	1	0	0	0	0	
Ischaemum_anthephoroides	Poaceae	1	0	0	0	0	
Ischaemum_australe	Poaceae	1	0	0	0	0	
Ischaemum_byrone	Poaceae	1	0	0	0	0	
Ischaemum_muticum	Poaceae	1	0	0	0	0	
Ischnosiphon_gracilis	Marantaceae	1	0	0	0	0	
Jacaranda_mimosifolia	Bignoniaceae	1	0	0	0	0	
Jacaranda_puberula	Bignoniaceae	1	0	0	0	0	
Jacaratia_spinosa	Caricaceae	1	0	0	0	0	
Jacquemontia_ovalifolia	Convolvulaceae	1	0	0	0	0	
Jacquemontia_reclinata	Convolvulaceae	1	0	0	0	0	
Jasminum_laurifolium	Oleaceae	1	0	0	0	0	
Jasminum_sambac	Oleaceae	1	0	0	0	0	
Jasminum_subglandulosum	Oleaceae	1	0	0	0	0	
Jatropha_cinerea	Euphorbiaceae	1	0	0	0	0	
Jatropha_cuneata	Euphorbiaceae	1	0	0	0	0	
Jaumea_carnosa	Asteraceae	1	0	0	0	0	
Juglans_cinerea	Juglandaceae	1	0	0	0	0	
Juncus_nodosus	Juncaceae	1	0	0	0	0	
Juncus_planifolius	Juncaceae	1	0	0	0	0	
Juncus_roemerianus	Juncaceae	1	0	0	0	0	
Juncus_torreyi	Juncaceae	1	0	0	0	0	
Juniperus_chinensis	Cupressaceae	1	0	0	0	0	
Juniperus_communis	Cupressaceae	1	0	0	0	0	
Juniperus_conferta	Cupressaceae	1	0	0	0	0	
Juniperus_davurica	Cupressaceae	1	0	0	0	0	
Juniperus_deppeana	Cupressaceae	1	0	0	0	0	
Juniperus_excelsa	Cupressaceae	1	0	0	0	0	
Juniperus_formosana	Cupressaceae	1	0	0	0	0	
Juniperus_horizontalis	Cupressaceae	1	0	0	0	0	
Juniperus_indica	Cupressaceae	1	0	0	0	0	
Juniperus_monosperma	Cupressaceae	1	0	0	0	0	
Juniperus_occidentalis	Cupressaceae	1	0	0	0	0	
Juniperus_oxycedrus	Cupressaceae	1	0	0	0	0	
Juniperus_procumbens	Cupressaceae	1	0	0	0	0	
Juniperus_pseudosabina	Cupressaceae	1	0	0	0	0	
Juniperus_rigida	Cupressaceae	1	0	0	0	0	
Juniperus_sabina	Cupressaceae	1	0	0	0	0	
Juniperus_scopulorum	Cupressaceae	1	0	0	0	0	
Juniperus_semiglobosa	Cupressaceae	1	0	0	0	0	
Juniperus_squamata	Cupressaceae	1	0	0	0	0	
Juniperus_virginiana	Cupressaceae	1	0	0	0	0	
Juno_narbutii	Iridaceae	1	0	0	0	0	
Jurinea_moschus	Asteraceae	1	0	0	0	0	
Jurinea_multiloba	Asteraceae	1	0	0	0	0	
Justicia_procumbens	Acanthaceae	1	0	0	0	0	
Kalanchoe_daigremontiana	Crassulaceae	1	0	0	0	0	
Karelinia_caspia	Asteraceae	1	0	0	0	0	
Kemulariella_caucasica	Asteraceae	1	0	0	0	0	
Khaya_ivorensis	Meliaceae	1	0	0	0	0	
Kickxia_spuria	Plantaginaceae	1	0	0	0	0	
Klasea_marginata	Asteraceae	1	0	0	0	0	
Kleinia_pendula	Asteraceae	1	0	0	0	0	
Knautia_arvensis	Caprifoliaceae	1	0	0	0	0	
Knautia_kitaibelii	Caprifoliaceae	1	0	0	0	0	
Knautia_montana	Caprifoliaceae	1	0	0	0	0	
Koeleria_asiatica	Poaceae	1	0	0	0	0	
Koeleria_callieri	Poaceae	1	0	0	0	0	
Koeleria_vallesiana	Poaceae	1	0	0	0	0	
