steidinger_name	family	has_am	has_ecm	has_nm	has_er	has_orm	has_nfix
Cavanillesia_umbellata	Malvaceae	1	0	0	0	0	0
Cavendishia_antioquiensis	Ericaceae	0	0	0	1	0	0
Cavendishia_bracteata	Ericaceae	0	0	0	1	0	0
Cavendishia_callista	Ericaceae	0	0	0	1	0	0
Cavendishia_palustris	Ericaceae	0	0	0	1	0	0
Cavendishia_tarapotana	Ericaceae	0	0	0	1	0	0
Cayaponia_opthalmica	Cucurbitaceae	1	0	0	0	0	0
Cecropia_andina	Urticaceae	0	0	1	0	0	0
Cecropia_angulata	Urticaceae	0	0	1	0	0	0
Cecropia_angustifolia	Urticaceae	0	0	1	0	0	0
Cecropia_bicolor	Urticaceae	0	0	1	0	0	0
Cecropia_bullata	Urticaceae	0	0	1	0	0	0
Cecropia_concolor	Urticaceae	0	0	1	0	0	0
Cecropia_distachya	Urticaceae	0	0	1	0	0	0
Cecropia_engleriana	Urticaceae	0	0	1	0	0	0
Cecropia_eximia	Urticaceae	0	0	1	0	0	0
Cecropia_ficifolia	Urticaceae	0	0	1	0	0	0
Cecropia_glaziovi	Urticaceae	0	0	1	0	0	0
Cecropia_glaziovii	Urticaceae	0	0	1	0	0	0
Cecropia_herthae	Urticaceae	0	0	1	0	0	0
Cecropia_hololeuca	Urticaceae	0	0	1	0	0	0
Cecropia_insignis	Urticaceae	0	0	1	0	0	0
Cecropia_latiloba	Urticaceae	0	0	1	0	0	0
Cecropia_leucocoma	Urticaceae	0	0	1	0	0	0
Cecropia_marginalis	Urticaceae	0	0	1	0	0	0
Cecropia_membranacea	Urticaceae	0	0	1	0	0	0
Cecropia_monostachya	Urticaceae	0	0	1	0	0	0
Cecropia_multiflora	Urticaceae	0	0	1	0	0	0
Cecropia_obtusa	Urticaceae	0	0	1	0	0	0
Cecropia_obtusifolia	Urticaceae	0	0	1	0	0	0
Cecropia_pachystachya	Urticaceae	0	0	1	0	0	0
Cecropia_palmata	Urticaceae	0	0	1	0	0	0
Cecropia_pastasana	Urticaceae	0	0	1	0	0	0
Cecropia_peltata	Urticaceae	0	0	1	0	0	0
Cecropia_polyphlebia	Urticaceae	0	0	1	0	0	0
Cecropia_polystachya	Urticaceae	0	0	1	0	0	0
Cecropia_purpurascens	Urticaceae	0	0	1	0	0	0
Cecropia_putumayonis	Urticaceae	0	0	1	0	0	0
Cecropia_reticulata	Urticaceae	0	0	1	0	0	0
Cecropia_schreberiana	Urticaceae	0	0	1	0	0	0
Cecropia_sciadophylla	Urticaceae	0	0	1	0	0	0
Cecropia_soladophy	Urticaceae	0	0	1	0	0	0
Cecropia_tacuna	Urticaceae	0	0	1	0	0	0
Cecropia_tela_nievae	Urticaceae	0	0	1	0	0	0
Cecropia_telealba	Urticaceae	0	0	1	0	0	0
Cecropia_telenitida	Urticaceae	0	0	1	0	0	0
Cecropia_tessmannii	Urticaceae	0	0	1	0	0	0
Cedrela_fissilis	Meliaceae	1	0	0	0	0	0
Cedrela_lilloi	Meliaceae	1	0	0	0	0	0
Cedrela_mexicana	Meliaceae	1	0	0	0	0	0
Cedrela_montana	Meliaceae	1	0	0	0	0	0
Cedrela_odorata	Meliaceae	1	0	0	0	0	0
Cedrela_sinensis	Meliaceae	1	0	0	0	0	0
Cedrela_tonduzii	Meliaceae	1	0	0	0	0	0
Cedrelinga_cateniformis	Leguminosae	0	0	0	0	0	1
Cedrella_odorata	Meliaceae	1	0	0	0	0	0
Cedrelopsis_grevei	Meliaceae	1	0	0	0	0	0
Cedrus_atlantica	Pinaceae	0	1	0	0	0	0
Cedrus_deodara	Pinaceae	0	1	0	0	0	0
Cedrus_libani	Pinaceae	0	1	0	0	0	0
Ceiba_aesculifolia	Malvaceae	1	0	0	0	0	0
Ceiba_escuamifolia	Malvaceae	1	0	0	0	0	0
Ceiba_insignis	Malvaceae	1	0	0	0	0	0
Ceiba_pentandra	Malvaceae	1	0	0	0	0	0
Ceiba_samauma	Malvaceae	1	0	0	0	0	0
Ceiba_speciosa	Malvaceae	1	0	0	0	0	0
Ceiba_trichistandra	Malvaceae	1	0	0	0	0	0
Celastrus_hindsii	Celastraceae	1	0	0	0	0	0
Celastrus_kusanoi	Celastraceae	1	0	0	0	0	0
Celastrus_meridensis	Celastraceae	1	0	0	0	0	0
Celastrus_paniculatus	Celastraceae	1	0	0	0	0	0
Celticsafricana	Cannabaceae	1	0	0	0	0	0
Celtis_adolfi_friderici	Cannabaceae	1	0	0	0	0	0
Celtis_africana	Cannabaceae	1	0	0	0	0	0
Celtis_aristata	Cannabaceae	1	0	0	0	0	0
Celtis_aurantiaca	Cannabaceae	1	0	0	0	0	0
Celtis_australis	Cannabaceae	1	0	0	0	0	0
Celtis_biondii	Cannabaceae	1	0	0	0	0	0
Celtis_brieyi	Cannabaceae	1	0	0	0	0	0
Celtis_choseniana	Cannabaceae	1	0	0	0	0	0
Celtis_cinnamomea	Cannabaceae	1	0	0	0	0	0
Celtis_conferta	Cannabaceae	1	0	0	0	0	0
Celtis_durandii	Cannabaceae	1	0	0	0	0	0
Celtis_ehrenbergiana	Cannabaceae	1	0	0	0	0	0
Celtis_fluminensis	Cannabaceae	1	0	0	0	0	0
Celtis_harperi	Cannabaceae	1	0	0	0	0	0
Celtis_harveyi	Cannabaceae	1	0	0	0	0	0
Celtis_hildebrandii	Cannabaceae	1	0	0	0	0	0
Celtis_iguanaea	Cannabaceae	1	0	0	0	0	0
Celtis_iguanea	Cannabaceae	1	0	0	0	0	0
Celtis_jessoensis	Cannabaceae	1	0	0	0	0	0
Celtis_koraiensis	Cannabaceae	1	0	0	0	0	0
Celtis_laevigata	Cannabaceae	1	0	0	0	0	0
Celtis_luzonica	Cannabaceae	1	0	0	0	0	0
Celtis_mildbraedii	Cannabaceae	1	0	0	0	0	0
Celtis_occidentalis	Cannabaceae	1	0	0	0	0	0
Celtis_paniculata	Cannabaceae	1	0	0	0	0	0
Celtis_philippensis	Cannabaceae	1	0	0	0	0	0
Celtis_philippinensis	Cannabaceae	1	0	0	0	0	0
Celtis_prantlii	Cannabaceae	1	0	0	0	0	0
Celtis_pubescens	Cannabaceae	1	0	0	0	0	0
Celtis_reticulata	Cannabaceae	1	0	0	0	0	0
Celtis_rigescens	Cannabaceae	1	0	0	0	0	0
Celtis_schippii	Cannabaceae	1	0	0	0	0	0
Celtis_sinensis	Cannabaceae	1	0	0	0	0	0
Celtis_soyauxii	Cannabaceae	1	0	0	0	0	0
Celtis_tala	Cannabaceae	1	0	0	0	0	0
Celtis_tessmannii	Cannabaceae	1	0	0	0	0	0
Celtis_tetrandra	Cannabaceae	1	0	0	0	0	0
Celtis_timorensis	Cannabaceae	1	0	0	0	0	0
Celtis_trinervia	Cannabaceae	1	0	0	0	0	0
Celtis_vitiensis	Cannabaceae	1	0	0	0	0	0
Celtis_zenkeri	Cannabaceae	1	0	0	0	0	0
Centrolobium_microchaete	Leguminosae	0	0	0	0	0	1
Centrolobium_minus	Leguminosae	0	0	0	0	0	1
Centrolobium_ochroxylum	Leguminosae	0	0	0	0	0	1
Centrolobium_paraense	Leguminosae	0	0	0	0	0	1
Centrolobium_sclerophyllum	Leguminosae	0	0	0	0	0	1
Centrolobium_tomentosum	Leguminosae	0	0	0	0	0	1
Centronia_pulchra	Melastomataceae	1	0	0	0	0	0
Centroplacus_glaucinus	Centroplacaceae	1	0	0	0	0	0
Cephaelis_gentryi	Rubiaceae	1	0	0	0	0	0
Cephaelis_tomentosa	Rubiaceae	1	0	0	0	0	0
Cephalanthus_occidentalis	Rubiaceae	1	0	0	0	0	0
Cephalosphaera_usambarensis	Myristicaceae	1	0	0	0	0	0
Cephalostachyum_pergracile	Poaceae	1	0	0	0	0	0
Cephalostachyum_perrieri	Poaceae	1	0	0	0	0	0
Cephalostachyum_viguieri	Poaceae	1	0	0	0	0	0
Cephalotaxus_koreana	Taxaceae	1	0	0	0	0	0
Cerasus_avium	Rosaceae	1	0	0	0	0	0
Cerasus_mahaleb	Rosaceae	1	0	0	0	0	0
Cerasus_maximowiczii	Rosaceae	1	0	0	0	0	0
Cerasus_pseudocerasus	Rosaceae	1	0	0	0	0	0
Cerasus_tomentosa	Rosaceae	1	0	0	0	0	0
Ceratonia_silicua	Leguminosae	1	0	0	0	0	0
Ceratonia_siliqua	Leguminosae	1	0	0	0	0	0
Ceratopetalum_apetalum	Cunoniaceae	1	0	0	0	0	0
Ceratopetalum_succirubrum	Cunoniaceae	1	0	0	0	0	0
Cerbera_dilatata	Apocynaceae	1	0	0	0	0	0
Cerbera_floribunda	Apocynaceae	1	0	0	0	0	0
Cerbera_manghas	Apocynaceae	1	0	0	0	0	0
Cerberiopsis_candelabra	Apocynaceae	1	0	0	0	0	0
Cercestis_mirabile	Araceae	1	0	0	0	0	0
Cercidium_praecox	Leguminosae	1	0	0	0	0	0
Cercis_canadensis	Leguminosae	1	0	0	0	0	0
Cercis_siliquastrum	Leguminosae	1	0	0	0	0	0
Cercocarpus_ledifolius	Rosaceae	0	1	0	0	0	1
Cereus_hildmannianus	Cactaceae	1	0	0	0	0	0
Cereus_jamacaru	Cactaceae	1	0	0	0	0	0
Cereus_peruvianus	Cactaceae	1	0	0	0	0	0
Cereus_stenogonus	Cactaceae	1	0	0	0	0	0
Cereus_tacuaralensis	Cactaceae	1	0	0	0	0	0
Ceriops_tagal	Rhizophoraceae	0	0	1	0	0	0
Ceroxylon_schultzei	Arecaceae	1	0	0	0	0	0
Ceroxylon_vogelianum	Arecaceae	1	0	0	0	0	0
Cervantesia_tomentosa	Santalaceae	0	0	1	0	0	0
Cespedesia_macrophylla	Ochnaceae	1	0	0	0	0	0
Cespedesia_spathulata	Ochnaceae	1	0	0	0	0	0
Cestrum_arborescens	Solanaceae	1	0	0	0	0	0
Cestrum_bracteatum	Solanaceae	1	0	0	0	0	0
Cestrum_diurnum	Solanaceae	1	0	0	0	0	0
Cestrum_intermedium	Solanaceae	1	0	0	0	0	0
Cestrum_latifolium	Solanaceae	1	0	0	0	0	0
Cestrum_laurifolium	Solanaceae	1	0	0	0	0	0
Cestrum_megalophyllum	Solanaceae	1	0	0	0	0	0
Cestrum_microcalyx	Solanaceae	1	0	0	0	0	0
Cestrum_racemosum	Solanaceae	1	0	0	0	0	0
Cestrum_salzmannii	Solanaceae	1	0	0	0	0	0
Cestrum_schlechtendalii	Solanaceae	1	0	0	0	0	0
Cestrum_silvaticum	Solanaceae	1	0	0	0	0	0
Chadsia_grevei	Leguminosae	0	0	0	0	0	1
Chaenomeles_sinensis	Rosaceae	1	0	0	0	0	0
Chaetocarpus_africanus	Peraceae	1	0	0	0	0	0
Chaetocarpus_castanocarpus	Peraceae	1	0	0	0	0	0
Chaetocarpus_echinocarpus	Peraceae	1	0	0	0	0	0
Chaetocarpus_myrsinites	Peraceae	1	0	0	0	0	0
Chaetocarpus_schomburgkianus	Peraceae	1	0	0	0	0	0
Chamaecrista_adiantifolia	Leguminosae	0	0	0	0	0	1
Chamaecrista_apoucouita	Leguminosae	0	0	0	0	0	1
Chamaecrista_duartei	Leguminosae	0	0	0	0	0	1
Chamaecyparis_lawsoniana	Cupressaceae	1	0	0	0	0	0
Chamaecyparis_nootkatensis	Cupressaceae	1	0	0	0	0	0
Chamaecyparis_obtusa	Cupressaceae	1	0	0	0	0	0
Chamaecyparis_pisifera	Cupressaceae	1	0	0	0	0	0
Chamaecyparis_thyoides	Cupressaceae	1	0	0	0	0	0
Chamaedorea_allenii	Arecaceae	1	0	0	0	0	0
Chamaedorea_elatior	Arecaceae	1	0	0	0	0	0
Chamaedorea_fragrans	Arecaceae	1	0	0	0	0	0
Chamaedorea_linearis	Arecaceae	1	0	0	0	0	0
Chamaedorea_montana	Arecaceae	1	0	0	0	0	0
Chamaedorea_murriensis	Arecaceae	1	0	0	0	0	0
Chamaedorea_polyclada	Arecaceae	1	0	0	0	0	0
Chamaedorea_tepejilote	Arecaceae	1	0	0	0	0	0
Chamaedorea_wendlandiana	Arecaceae	1	0	0	0	0	0
Chamaerops_humilis	Arecaceae	1	0	0	0	0	0
Chambeyronia_macrocarpa	Arecaceae	1	0	0	0	0	0
Chamissoa_acuminata	Amaranthaceae	0	0	1	0	0	0
Chamissoa_altissima	Amaranthaceae	0	0	1	0	0	0
Champereia_manillana	Opiliaceae	0	0	1	0	0	0
Chassalia_curviflora	Rubiaceae	1	0	0	0	0	0
Chassalia_ternifolia	Rubiaceae	1	0	0	0	0	0
Chaunochiton_kappleri	Olacaceae	0	0	1	0	0	0
Cheiloclinium_anomalum	Celastraceae	1	0	0	0	0	0
Cheiloclinium_cognatum	Celastraceae	1	0	0	0	0	0
Cheiloclinium_hippocrateoides	Celastraceae	1	0	0	0	0	0
Cheiloclinium_klugii	Celastraceae	1	0	0	0	0	0
Cheiloclinium_lineolatum	Celastraceae	1	0	0	0	0	0
Cheirodendron_forbesii	Araliaceae	1	0	0	0	0	0
Cheirodendron_trigynum	Araliaceae	1	0	0	0	0	0
Chelonespermum_majus	Sapotaceae	1	0	0	0	0	0
Chelyocarpus_ulei	Arecaceae	1	0	0	0	0	0
Chenopodium_oahuense	Amaranthaceae	0	0	1	0	0	0
Chidlowia_sanguinea	Leguminosae	0	0	0	0	0	1
Chieniodendron_hainanense	Annonaceae	1	0	0	0	0	0
Chimarrhis_barbata	Rubiaceae	1	0	0	0	0	0
Chimarrhis_cymosa	Rubiaceae	1	0	0	0	0	0
Chimarrhis_duckeana	Rubiaceae	1	0	0	0	0	0
Chimarrhis_gentryana	Rubiaceae	1	0	0	0	0	0
Chimarrhis_glabriflora	Rubiaceae	1	0	0	0	0	0
Chimarrhis_hookeri	Rubiaceae	1	0	0	0	0	0
Chimarrhis_latifolia	Rubiaceae	1	0	0	0	0	0
Chimarrhis_parviflora	Rubiaceae	1	0	0	0	0	0
Chimarrhis_turbinata	Rubiaceae	1	0	0	0	0	0
Chimarrhis_williamsii	Rubiaceae	1	0	0	0	0	0
Chiococca_alba	Rubiaceae	1	0	0	0	0	0
Chionanthus_africanus	Oleaceae	1	0	0	0	0	0
Chionanthus_brachystachys	Oleaceae	1	0	0	0	0	0
Chionanthus_compactus	Oleaceae	1	0	0	0	0	0
Chionanthus_domingensis	Oleaceae	1	0	0	0	0	0
Chionanthus_dominguensis	Oleaceae	1	0	0	0	0	0
Chionanthus_elegans	Oleaceae	1	0	0	0	0	0
Chionanthus_filiformis	Oleaceae	1	0	0	0	0	0
Chionanthus_hahlii	Oleaceae	1	0	0	0	0	0
Chionanthus_hainanensis	Oleaceae	1	0	0	0	0	0
Chionanthus_henryanus	Oleaceae	1	0	0	0	0	0
Chionanthus_implicatus	Oleaceae	1	0	0	0	0	0
Chionanthus_lucens	Oleaceae	1	0	0	0	0	0
Chionanthus_macrocarpus	Oleaceae	1	0	0	0	0	0
Chionanthus_mandioccanus	Oleaceae	1	0	0	0	0	0
Chionanthus_mannii	Oleaceae	1	0	0	0	0	0
Chionanthus_micranthus	Oleaceae	1	0	0	0	0	0
Chionanthus_mildbraedii	Oleaceae	1	0	0	0	0	0
Chionanthus_obtusifolius	Oleaceae	1	0	0	0	0	0
Chionanthus_pedunculatus	Oleaceae	1	0	0	0	0	0
Chionanthus_ramiflorus	Oleaceae	1	0	0	0	0	0
Chionanthus_retusus	Oleaceae	1	0	0	0	0	0
Chionanthus_trichotomus	Oleaceae	1	0	0	0	0	0
Chionanthus_virginicus	Oleaceae	1	0	0	0	0	0
Chionanthus_vitiensis	Oleaceae	1	0	0	0	0	0
Chione_guatemalensis	Rubiaceae	1	0	0	0	0	0
Chione_sylvicola	Rubiaceae	1	0	0	0	0	0
Chione_venosa	Rubiaceae	1	0	0	0	0	0
Chiranthodendron_pentadactylon	Malvaceae	1	0	0	0	0	0
Chisocheton_ceramicus	Meliaceae	1	0	0	0	0	0
Chisocheton_divergens	Meliaceae	1	0	0	0	0	0
Chisocheton_erythrocarpus	Meliaceae	1	0	0	0	0	0
Chisocheton_guarea	Meliaceae	1	0	0	0	0	0
Chisocheton_macrophyllus	Meliaceae	1	0	0	0	0	0
Chisocheton_patens	Meliaceae	1	0	0	0	0	0
Chisocheton_tomentosus	Meliaceae	1	0	0	0	0	0
Chlorocardium_rodiei	Lauraceae	1	0	0	0	0	0
Chlorocardium_venenosum	Lauraceae	1	0	0	0	0	0
Chlorophora_excelsa	Moraceae	1	0	0	0	0	0
Chlorophora_regia	Moraceae	1	0	0	0	0	0
Chlorophora_tinctoria	Moraceae	1	0	0	0	0	0
Choerospondias_axillaris	Anacardiaceae	1	0	0	0	0	0
Chomelia_apodantha	Rubiaceae	1	0	0	0	0	0
Chomelia_barbellata	Rubiaceae	1	0	0	0	0	0
Chomelia_bella	Rubiaceae	1	0	0	0	0	0
Chomelia_microloba	Rubiaceae	1	0	0	0	0	0
Chomelia_obtusa	Rubiaceae	1	0	0	0	0	0
Chomelia_panamensis	Rubiaceae	1	0	0	0	0	0
Chomelia_paniculata	Rubiaceae	1	0	0	0	0	0
Chomelia_pedunculosa	Rubiaceae	1	0	0	0	0	0
Chomelia_pohliana	Rubiaceae	1	0	0	0	0	0
Chomelia_polyantha	Rubiaceae	1	0	0	0	0	0
Chomelia_spinosa	Rubiaceae	1	0	0	0	0	0
Chomelia_tenuiflora	Rubiaceae	1	0	0	0	0	0
Chondrodendron_microphyllum	Menispermaceae	1	0	0	0	0	0
Chondrodendron_tomentosum	Menispermaceae	1	0	0	0	0	0
Chondrostylis_kunstleri	Euphorbiaceae	1	0	0	0	0	0
Chorisia_insignis	Malvaceae	1	0	0	0	0	0
Chorisia_integrifolia	Malvaceae	1	0	0	0	0	0
Chorisia_speciosa	Malvaceae	1	0	0	0	0	0
Chosenia_arbutifolia	Salicaceae	1	0	0	0	0	0
Chouxia_sorindeioides	Sapindaceae	1	0	0	0	0	0
Christiana_africana	Malvaceae	1	0	0	0	0	0
Chromolucuma_congestifolia	Sapotaceae	1	0	0	0	0	0
Chrysobalanus_ellipticus	Chrysobalanaceae	1	0	0	0	0	0
Chrysobalanus_icaco	Chrysobalanaceae	1	0	0	0	0	0
Chrysobalanus_orbicularis	Chrysobalanaceae	1	0	0	0	0	0
Chrysochlamys_allenii	Clusiaceae	1	0	0	0	0	0
Chrysochlamys_colombiana	Clusiaceae	1	0	0	0	0	0
Chrysochlamys_dependens	Clusiaceae	1	0	0	0	0	0
Chrysochlamys_membranacea	Clusiaceae	1	0	0	0	0	0
Chrysochlamys_nicaraguensis	Clusiaceae	1	0	0	0	0	0
Chrysochlamys_silvicola	Clusiaceae	1	0	0	0	0	0
Chrysochlamys_ulei	Clusiaceae	1	0	0	0	0	0
Chrysochlamys_weberbaueri	Clusiaceae	1	0	0	0	0	0
Chrysolepis_chrysophylla	Fagaceae	0	1	0	0	0	0
Chrysophyllum__manaosense	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_africanum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_albidum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_amazonicum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_argenteum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_auratum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_beguei	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_bequaertii	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_boivinianum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_bombycinum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_boukokoense	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_boukokoensis	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_brenesii	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_cainito	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_caracasanum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_colombianum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_cuneifolium	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_cuspidatum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_delevoyi	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_delphinense	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_flexuosum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_giganteum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_glomeruliflorum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_gonocarpum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_gorungosanum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_guianense	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_hirsutum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_inornatum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_januariense	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_lacourtiana	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_lacourtianum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_lanceolatum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_lucentifolium	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_manaosense	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_marginatum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_mexicanum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_oliviforme	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_ovale	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_panamense	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_pauciflorum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_pentagonocarpum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_perpulchrum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_polystachyus	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_pomiferum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_prieurii	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_pruniforme	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_sanguinolentum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_sericeum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_sparsiflorum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_splendens	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_subnuda	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_subnudum	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_taiense	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_ubanguiense	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_ucuquirana_branca	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_venezuelanense	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_viride	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_wilsonii	Sapotaceae	1	0	0	0	0	0
Chukrasia_tabularis	Meliaceae	1	0	0	0	0	0
Chukrasia_velutina	Meliaceae	1	0	0	0	0	0
Chunia_bucklandioides	Hamamelidaceae	1	0	0	0	0	0
Chuniophoenix_hainanensis	Arecaceae	1	0	0	0	0	0
Chusquea_latifolia	Poaceae	1	0	0	0	0	0
Chusquea_maclurei	Poaceae	1	0	0	0	0	0
Chusquea_quila	Poaceae	1	0	0	0	0	0
Chusquea_scandens	Poaceae	1	0	0	0	0	0
Chydenanthus_excelsus	Lecythidaceae	1	0	0	0	0	0
Chytranthus_angustifolius	Sapindaceae	1	0	0	0	0	0
Chytranthus_artroviridis	Sapindaceae	1	0	0	0	0	0
Chytranthus_carneus	Sapindaceae	1	0	0	0	0	0
Chytranthus_ferrugineus	Sapindaceae	1	0	0	0	0	0
Chytranthus_gilletii	Sapindaceae	1	0	0	0	0	0
Chytranthus_macrobotrys	Sapindaceae	1	0	0	0	0	0
Chytranthus_setosus	Sapindaceae	1	0	0	0	0	0
Chytranthus_talbotii	Sapindaceae	1	0	0	0	0	0
Cibotium_chamissoi	Cibotiaceae	1	0	0	0	0	0
Cibotium_glaucum	Cibotiaceae	1	0	0	0	0	0
Cibotium_menziesii	Cibotiaceae	1	0	0	0	0	0
Ciconia_alba	NA	0	0	0	0	0	0.5
Cinchona_calisaya	Rubiaceae	1	0	0	0	0	0
Cinchona_hirsuta	Rubiaceae	1	0	0	0	0	0
Cinchona_macrocalyx	Rubiaceae	1	0	0	0	0	0
Cinchona_micrantha	Rubiaceae	1	0	0	0	0	0
Cinchona_officinalis	Rubiaceae	1	0	0	0	0	0
Cinchona_pubescens	Rubiaceae	1	0	0	0	0	0
Cinchonopsis_amazonica	Rubiaceae	1	0	0	0	0	0
Cinnadenia_malayana	Lauraceae	1	0	0	0	0	0
Cinnamodendron_dinisii	Canellaceae	1	0	0	0	0	0
Cinnamomum_affine	Lauraceae	1	0	0	0	0	0
Cinnamomum_amoenum	Lauraceae	1	0	0	0	0	0
Cinnamomum_austro_sinense	Lauraceae	1	0	0	0	0	0
Cinnamomum_balansae	Lauraceae	1	0	0	0	0	0
Cinnamomum_bejolghota	Lauraceae	1	0	0	0	0	0
Cinnamomum_bodinieri	Lauraceae	1	0	0	0	0	0
Cinnamomum_brenesii	Lauraceae	1	0	0	0	0	0
Cinnamomum_burmannii	Lauraceae	1	0	0	0	0	0
Cinnamomum_camphora	Lauraceae	1	0	0	0	0	0
Cinnamomum_carolinense	Lauraceae	1	0	0	0	0	0
Cinnamomum_cassia	Lauraceae	1	0	0	0	0	0
Cinnamomum_cebuense	Lauraceae	1	0	0	0	0	0
Cinnamomum_chavarrianum	Lauraceae	1	0	0	0	0	0
Cinnamomum_effusum	Lauraceae	1	0	0	0	0	0
Cinnamomum_elongatum	Lauraceae	1	0	0	0	0	0
Cinnamomum_eugeniflorum	Lauraceae	1	0	0	0	0	0
Cinnamomum_foveolatum	Lauraceae	1	0	0	0	0	0
Cinnamomum_glabrescens	Lauraceae	1	0	0	0	0	0
Cinnamomum_glanduliferum	Lauraceae	1	0	0	0	0	0
Cinnamomum_glaziovii	Lauraceae	1	0	0	0	0	0
Cinnamomum_hammelianum	Lauraceae	1	0	0	0	0	0
Cinnamomum_hatschbachii	Lauraceae	1	0	0	0	0	0
Cinnamomum_heyneanum	Lauraceae	1	0	0	0	0	0
Cinnamomum_iners	Lauraceae	1	0	0	0	0	0
Cinnamomum_japonicum	Lauraceae	1	0	0	0	0	0
Cinnamomum_javanicum	Lauraceae	1	0	0	0	0	0
Cinnamomum_leptopus	Lauraceae	1	0	0	0	0	0
Cinnamomum_liangii	Lauraceae	1	0	0	0	0	0
Cinnamomum_longepaniculatum	Lauraceae	1	0	0	0	0	0
Cinnamomum_mollissimum	Lauraceae	1	0	0	0	0	0
Cinnamomum_montanum	Lauraceae	1	0	0	0	0	0
Cinnamomum_napoense	Lauraceae	1	0	0	0	0	0
Cinnamomum_obtusifolium	Lauraceae	1	0	0	0	0	0
Cinnamomum_orocolum	Lauraceae	1	0	0	0	0	0
Cinnamomum_osmophloeum	Lauraceae	1	0	0	0	0	0
Cinnamomum_ovatum	Lauraceae	1	0	0	0	0	0
Cinnamomum_pachypodum	Lauraceae	1	0	0	0	0	0
Cinnamomum_parthenoxylon	Lauraceae	1	0	0	0	0	0
Cinnamomum_parthenoxylum	Lauraceae	1	0	0	0	0	0
Cinnamomum_pauciflorum	Lauraceae	1	0	0	0	0	0
Cinnamomum_platyphyllum	Lauraceae	1	0	0	0	0	0
Cinnamomum_porrectum	Lauraceae	1	0	0	0	0	0
Cinnamomum_pseudoglaziovii	Lauraceae	1	0	0	0	0	0
Cinnamomum_rigidissimum	Lauraceae	1	0	0	0	0	0
Cinnamomum_scalarinervium	Lauraceae	1	0	0	0	0	0
Cinnamomum_sellowianum	Lauraceae	1	0	0	0	0	0
Cinnamomum_sintoc	Lauraceae	1	0	0	0	0	0
Cinnamomum_subavenium	Lauraceae	1	0	0	0	0	0
