allmb_name	gbif_species_key	num_occurrences	myco_state
Astragalus_penduliflorus	5345013	3629	arbuscular
Astragalus_lehmannianus	5344381	35	neither
Astragalus_danicus	5342838	7820	neither
Astragalus_contortuplicatus	5344450	182	arbuscular
Astragalus_monspessulanus	5346583	23031	neither
Astragalus_arpilobus	5343755	277	arbuscular
Astragalus_bornmuellerianus	5342830	8	arbuscular
Astragalus_supinus	8185263	10	neither
Astragalus_brachypus	5346330	36	arbuscular
Astragalus_testiculatus	5343676	279	arbuscular
Astragalus_peduncularis	5346012	104	arbuscular
Astragalus_crassicarpus	5343637	2659	arbuscular
Astragalus_paucijugus	5343170	50	arbuscular
Astragalus_captiosus	5345916	64	arbuscular
Astragalus_flexus	5344970	73	arbuscular
Astragalus_villosissimus	5342818	18	arbuscular
Astragalus_applegatei	5342810	25	arbuscular
Astragalus_jagnobicus	5344713	3	arbuscular
Astragalus_lasiosemius	5345504	172	arbuscular
Astragalus_alatavicus	5345481	25	arbuscular
Onobrychis_arenaria_subsp._sibirica	2972841	3124	arbuscular
Onobrychis_biebersteinii	2972825	106	neither
Onobrychis_viciifolia	2972595	48607	arbuscular
Onobrychis_arenaria_subsp._tommasinii	2972841	3124	arbuscular
Onobrychis_grandis	2972737	45	arbuscular
Onobrychis_echidna	2972720	57	arbuscular
Hedysarum_hedysaroides	2960823	5344	arbuscular
Hedysarum_spinosissimum	2960982	3249	arbuscular
Hedysarum_grandiflorum	2947265	256	arbuscular
Hedysarum_denticulatum	2960796	21	arbuscular
Hedysarum_hedysaroides_subsp._arcticum	2960823	5344	arbuscular
Alhagi_maurorum	2945092	1862	arbuscular
Caragana_pygmaea	2943272	429	arbuscular
Wisteria_floribunda	2977323	3083	neither
Wisteria_sinensis	2977331	1964	arbuscular
Callerya_cinerea	2952284	1177	neither
Callerya_atropurpurea	2952274	304	neither
Glycyrrhiza_glabra	2965732	2142	arbuscular
Lotus_pedunculatus	5356854	251875	arbuscular
Hippocrepis_comosa	5353750	85511	arbuscular
Dorycnium_hirsutum	2959124	14317	neither
Tripodion_tetraphyllum	2947289	5360	arbuscular
Scorpiurus_muricatus	5358302	12178	arbuscular
Sesbania_sesban	2970648	4109	arbuscular
Robinia_neomexicana	5352212	1059	neither
Glycine_max	5359660	144773	arbuscular
Desmodium_incanum	2967060	8433	arbuscular
Lespedeza_cuneata	2955722	7687	arbuscular
Lespedeza_maximowiczii	2955735	309	neither
Lespedeza_capitata	2955772	3351	arbuscular
Kummerowia_striata	5352523	3944	arbuscular
Phaseolus_vulgaris	5350452	223125	arbuscular
Strongylodon_craveniae	2981517	227	neither
Erythrina_fusca	5349620	1729	neither
Cajanus_cajan	2960383	39764	arbuscular
Spatholobus_ferrugineus	2977044	351	neither
Mucuna_gigantea	2951381	1660	neither
Mucuna_pruriens	2951499	3356	arbuscular
Platycyamus_regnellii	5358188	492	arbuscular
Lonchocarpus_sericeus	2969156	4580	neither
Mundulea_sericea	2933885	1449	arbuscular
Millettia_pachyloba	5355890	298	neither
Lonchocarpus_guatemalensis	2969021	2036	neither
Lonchocarpus_constrictus	2969038	205	neither
Lonchocarpus_atropurpureus	2969234	307	neither
Lonchocarpus_domingensis	2969175	68	neither
Lonchocarpus_castilloi	2969068	425	neither
Lonchocarpus_macrophyllus	2969045	169	neither
Lonchocarpus_trifolius	2968980	12	neither
Lonchocarpus_hondurensis	2968981	572	neither
Lonchocarpus_fendleri	2969122	38	neither
Lonchocarpus_salvadorensis	2968989	290	neither
Lonchocarpus_spiciflorus	2969127	174	neither
Lonchocarpus_guillemineanus	2969083	415	neither
Lonchocarpus_margaritensis	2969227	43	neither
Lonchocarpus_ferrugineus	2969106	71	neither
Lonchocarpus_velutinus	2969008	99	neither
Lonchocarpus_glabrescens	2968977	47	neither
Lonchocarpus_crucisrubierae	2968999	8	neither
Lonchocarpus_cochleatus	2969109	129	neither
Lonchocarpus_cultratus	3908683	1075	neither
Leptoderris_aurantiaca	2954077	27	neither
Dioclea_reflexa	5359589	1407	neither
Canavalia_acuminata	2962165	113	neither
Canavalia_rosea	2962021	5275	arbuscular
Centrosema_pubescens	2964904	4855	arbuscular
Clitoria_fairchildiana	2946600	734	neither
Eminia_holubii	5349217	44	arbuscular
Aganope_lucida	2976760	260	neither
Indigofera_tinctoria	2972043	2473	arbuscular
Millettia_lasiantha	5355721	56	neither
Millettia_ferruginea	5355770	106	neither
Millettia_sanagana	5355875	225	neither
Millettia_comosa	5355876	199	neither
Millettia_elskensii	5355872	29	neither
Millettia_lane-poolei	5355747	142	neither
Millettia_barteri	5355814	846	neither
Millettia_laurentii	5355672	337	neither
Millettia_versicolor	5355900	423	neither
Millettia_sericea	7495261	156	neither
Millettia_impressa	5355758	55	neither
Millettia_macrophylla	5355729	99	neither
Millettia_puguensis	5355673	13	neither
Millettia_drastica	5355671	327	neither
Millettia_rhodantha	5355929	281	neither
Millettia_mannii	5355925	330	neither
Dewevrea_bilabiata	2941152	312	neither
Platysepalum_chevalieri	2962913	188	neither
Chadsia_grevei	2939931	474	neither
Bossiaea_obcordata	2968327	4000	arbuscular
Pultenaea_flexilis	2956263	2185	arbuscular
Pultenaea_daphnoides	2956339	9042	arbuscular
Pultenaea_elliptica	2956228	139	ecto
Dillwynia_retorta	5348693	7102	ecto
Jacksonia_scoparia	5359747	4542	ecto
Eutaxia_microphylla	5358152	6257	arbuscular
Phyllota_phylicoides	2977305	3193	arbuscular
Daviesia_corymbosa	2955992	1208	arbuscular
Dalea_purpurea	5353342	4280	arbuscular
Crotalaria_incana	2942375	5323	arbuscular
Lupinus_latifolius	2964478	3500	arbuscular
Lupinus_arcticus	2964200	2739	neither
Lupinus_mutabilis	2964711	1573	arbuscular
Lupinus_albus_subsp._albus	2964167	9294	neither
Lupinus_albus_subsp._graecus	2964167	9294	neither
Lupinus_perennis	2964435	3876	arbuscular
Genista_tinctoria	5347612	64862	arbuscular
Ulex_gallii	2951998	14902	neither
Ulex_minor	2951968	17610	neither
Ulex_parviflorus_subsp._parviflorus	2952000	89601	arbuscular
Cytisus_nigricans_subsp._atratus	2962932	5989	arbuscular
Chamaecytisus_austriacus	5354554	1218	arbuscular
Retama_sphaerocarpa	2965093	89116	arbuscular
Lembotropis_nigricans	2962932	5989	arbuscular
Laburnum_alpinum	5356343	5348	neither
Baptisia_bracteata	2976054	2934	arbuscular
Poecilanthe_effusa	2947787	506	neither
Dalbergia_armata	2968664	348	neither
Dalbergia_melanoxylon	2968897	1482	arbuscular
Dalbergia_hupeana	2968584	608	neither
Dalbergia_boehmii	2968787	605	neither
Dalbergia_retusa	2968539	443	neither
Dalbergia_monetaria	2968858	1460	neither
Dalbergia_miscolobium	2968927	1535	arbuscular
Machaerium_pittieri	5355155	754	neither
Machaerium_biovulatum	5355033	1057	neither
Machaerium_oblongifolium	5355122	463	neither
Machaerium_opacum	5355028	707	arbuscular
Machaerium_hirtum	5354969	3911	neither
Machaerium_nictitans	5355127	1392	neither
Machaerium_aculeatum	5354969	3911	neither
Machaerium_brasiliense	5355145	1090	neither
Machaerium_villosum	5354918	881	neither
Machaerium_scleroxylon	5355040	474	neither
Machaerium_acutifolium	5354997	2134	neither
Machaerium_arboreum	5355155	754	neither
Machaerium_floribundum	5354927	598	neither
Machaerium_hatschbachii	5354923	175	neither
Machaerium_latifolium	5354924	153	neither
Machaerium_humboldtianum	5354907	122	neither
Machaerium_ovalifolium	5355018	138	neither
Machaerium_macrophyllum	5354902	214	neither
Machaerium_mutisii	5354946	80	neither
Machaerium_castaneiflorum	5355108	39	neither
Machaerium_leiophyllum	5354986	726	neither
Machaerium_myrianthum	5354915	144	neither
Machaerium_salzmannii	5354911	232	neither
Machaerium_condensatum	5354965	162	neither
Machaerium_peruvianum	5355100	6	neither
Machaerium_latialatum	5354966	45	neither
Machaerium_caudatum	5355065	20	neither
Machaerium_multifoliolatum	5355023	184	neither
Machaerium_saraense	5355020	14	neither
Machaerium_fulvovenosum	5355056	107	neither
Machaerium_pilosum	5355095	103	neither
Machaerium_capote	5354954	816	neither
Machaerium_cuspidatum	5355114	239	neither
Machaerium_aristulatum	5355151	316	neither
Machaerium_moritzianum	5355008	65	neither
Machaerium_debile	5355042	68	neither
Machaerium_dubium	5355049	14	neither
Aeschynomene_indica	2949250	6078	arbuscular
Aeschynomene_amorphoides	2949403	242	neither
Diphysa_floribunda	5357270	408	neither
Pictetia_aculeata	5358205	178	arbuscular
Ormocarpum_trichocarpum	2954028	368	arbuscular
Pterocarpus_santalinoides	5349244	4247	neither
Arachis_hypogaea_var._vulgaris	5353770	48360	arbuscular
Fissicalyx_fendleri	2943740	148	neither
Geoffroea_decorticans	2966692	526	arbuscular
Geoffroea_spinosa	2966693	584	neither
Platymiscium_stipulare	2944751	219	neither
Nissolia_fruticosa	5355067	1571	arbuscular
Baphia_massaiensis	5352622	886	arbuscular
Baphia_laurifolia	5352590	850	neither
Baphia_leptobotrys	5352634	274	neither
Airyantha_schweinfurthii	2949420	525	neither
Baphia_puguensis	5352566	22	neither
Baphia_capparidifolia	5352606	833	neither
Baphia_dewevrei	5352541	220	neither
Baphia_buettneri	5352568	403	neither
Baphia_pubescens	5352626	702	neither
Sophora_microphylla	2959082	2053	neither
Ammodendron_bifolium	2971159	125	arbuscular
Pericopsis_elata	2940392	430	neither
Leptolobium_dasycarpum	2970516	3168	arbuscular
Diplotropis_martiusii	5355620	481	neither
Ormosia_macrocalyx	5355476	482	neither
Dussia_lehmannii	2968245	1652	neither
Myroxylon_balsamum	5357190	1054	arbuscular
Castanospermum_australe	2952129	1225	arbuscular
Sophora_japonica	2963569	2081	neither
Cladrastis_kentukea	2945513	1228	arbuscular
Sophora_secundiflora	2959000	1787	neither
Sophora_chathamica	3974585	500	neither
Sophora_tetraptera	2959059	525	neither
Clathrotropis_brachypetala	2939633	235	neither
Dalhousiea_africana	2970579	1118	neither
Myrospermum_frutescens	2976681	462	arbuscular
Vatairea_macrocarpa	2965132	703	arbuscular
Ateleia_glazioveana	5361709	263	arbuscular
Swartzia_simplex	5352047	2909	neither
Bocoa_prouacensis	2941182	169	arbuscular
Bobgunnia_madagascariensis	2981738	1496	arbuscular
Bobgunnia_fistuloides	2981740	386	neither
Amburana_cearensis	2945821	948	arbuscular
Holocalyx_balansae	2943127	835	arbuscular
Aldina_latifolia	5360758	262	ecto
Andira_fraxinifolia	2952186	2505	neither
Andira_inermis	2952214	3289	neither
Andira_multistipula	2952159	121	neither
Andira_aubletii	2940383	450	arbuscular
Andira_coriacea	2952174	109	neither
Hymenolobium_petraeum	2951896	209	neither
Platymiscium_pinnatum	2944742	951	neither
Pterocarpus_lucens_subsp._lucens	5349254	1262	neither
Pterocarpus_angolensis	5349240	1615	arbuscular
Dalbergia_foliolosa	2968420	486	neither
Dalbergia_brasiliensis	2968571	804	neither
Dalbergia_nigra	2968672	919	neither
Dalbergia_brownei	2968600	620	neither
Dalbergia_negrensis	2968770	9	neither
Dalbergia_bariensis	2968505	15	neither
Dalbergia_hainanensis	2968435	102	neither
Dalbergia_funera	2968778	3	neither
Dalbergia_saxatilis	2968529	1187	neither
Dalbergia_baronii	2968511	300	neither
Dalbergia_bignonae	2968455	105	neither
Dalbergia_granadillo	2968450	145	neither
Dalbergia_confertiflora	2968442	20	neither
Dalbergia_obtusifolia	2968541	53	arbuscular
Dalbergia_riparia	2968619	439	neither
Dalbergia_frutescens_var._tomentosa	2968824	4153	neither
Pterocarpus_hayesii	5349322	2811	neither
Pterocarpus_violaceus	5349296	411	neither
Pterocarpus_floribundus	5349322	2811	neither
Stylosanthes_guianensis_subsp._dissitiflora	2975693	9834	arbuscular
Platymiscium_floribundum_var._floribundum	2944754	1182	neither
Platymiscium_trinitatis_var._nigrum	2944725	364	neither
Platymiscium_fragrans	2944720	38	neither
Indigofera_linifolia_var._linifolia	2971525	3744	arbuscular
Indigofera_brevidens	2971901	482	arbuscular
Pterodon_emarginatus	5342608	2289	arbuscular
Acacia_leiocalyx	2979974	3332	ecto
Acacia_disparrima_subsp._calidestris	7302727	1757	ecto
Acacia_dimidiata	2980626	1338	arbuscular
Acacia_holosericea	2978751	2937	ecto
Acacia_obtusifolia	2980237	4115	both
Acacia_sparsiflora	2981156	438	ecto
Acacia_confusa	2978466	1132	ecto
Acacia_tenuissima	2979227	1247	ecto
Acacia_eriopoda	2980796	319	arbuscular
Acacia_oswaldii	2980319	7064	arbuscular
Acacia_floribunda	2979745	4442	arbuscular
Acacia_maidenii	2980396	3867	ecto
Acacia_crassicarpa	2979506	1160	ecto
Acacia_melanoxylon	2979000	40413	ecto
Acacia_mearnsii	2979775	17908	ecto
Acacia_platycarpa	2981312	1670	ecto
Acacia_ampliceps	2978547	416	arbuscular
Acacia_hylonoma	2979401	131	ecto
Senegalia_tenuifolia	2979126	2421	ecto
Acacia_furcatispina	3796132	337	arbuscular
Senegalia_glomerosa	2980360	5045	ecto
Vachellia_seyal	3974722	3983	ecto
Vachellia_nilotica	3974744	4183	arbuscular
Vachellia_cornigera	3795572	752	ecto
Vachellia_campechiana	7266124	1021	arbuscular
Vachellia_macracantha	3795445	1793	ecto
Acacia_anegadensis			neither
Vachellia_constricta	3795576	1184	arbuscular
Senegalia_senegal	3977346	3425	ecto
Senegalia_catechu	3796190	398	arbuscular
Inga_ruiziana	5357975	6859	neither
Zygia_racemosa	5580471	535	arbuscular
Zygia_longifolia	5347452	1295	neither
Zygia_inaequalis	5347357	937	neither
Leucochloron_incuriale	2944288	576	neither
Albizia_glaberrima	2973105	870	neither
Albizia_myriophylla	2973009	164	neither
Albizia_corniculata	2972934	505	arbuscular
Albizia_lucidior	2973299	237	neither
Albizia_procera	2973167	1159	neither
Archidendron_lucidum	2941456	810	neither
Archidendron_turgidum	2941467	106	arbuscular
Archidendron_glabrum	2941437	94	arbuscular
Archidendron_ellipticum	8638856	457	arbuscular
Archidendron_globosum	2941218	64	arbuscular
Archidendron_balansae	2941396	45	arbuscular
Archidendron_bubalinum	2941202	130	arbuscular
Albizia_polycephala	2973294	1288	neither
Pithecellobium_clypearia	2941309	2140	arbuscular
Hydrochorea_corymbosa	2977475	1310	neither
Balizia_pedicellaris	2973147	1348	arbuscular
Abarema_mataybifolia	2962894	138	neither
Abarema_macradenia	2977897	145	neither
Abarema_acreana	2977901	30	neither
Abarema_microcalyx	2977939	136	neither
Abarema_cochleata	2977929	407	neither
Abarema_barbouriana	2977814	381	neither
Abarema_racemiflora	2977909	72	neither
Abarema_idiopoda	2977874	239	neither
Abarema_commutata	2977842	15	neither
Abarema_filamentosa	2977959	832	neither
Abarema_turbinata	2977829	119	neither
Abarema_auriculata	2977863	196	neither
Abarema_curvicarpa	2977925	64	neither
Abarema_laeta	3794973	480	neither
Albizia_tomentosa	2972943	667	neither
Albizia_adianthifolia	2972915	3247	neither
Samanea_tubulosa	2971228	619	neither
Havardia_albicans	2933859	641	arbuscular
Pithecellobium_unguis-cati	2962854	1904	neither
Ebenopsis_ebano	2976481	684	neither
Lysiloma_divaricatum	2965789	1780	neither
Pithecellobium_excelsum	2962781	245	neither
Pithecellobium_lanceolatum	2962824	2767	neither
Pithecellobium_latifolium	8133324	32	neither
Pithecellobium_rufescens	8412246	24	neither
Pithecellobium_laetum	2962762	45	neither
Viguieranthus_longiracemosus	2967957	12	arbuscular
Cojoba_arborea	2981383	1603	neither
Faidherbia_albida	5360150	2058	arbuscular
Acaciella_angustissima	2981071	6414	ecto
Calliandra_laxa	2982019	243	neither
Calliandra_brevipes	2981785	913	arbuscular
Calliandra_bella	2981924	277	neither
Calliandra_surinamensis	2982188	1039	neither
Calliandra_foliolosa	2981801	930	neither
Calliandra_trinervia	2982031	1120	neither
Calliandra_parvifolia	2981824	699	ecto
Calliandra_guildingii	2981857	124	neither
Calliandra_carbonaria	2982031	1120	neither
Calliandra_eriophylla	2982181	1674	arbuscular
Calliandra_paniculata	2981818	1	neither
Senegalia_visco	9657641	327	arbuscular
Mariosousa_dolichostachya	3794908	456	ecto
Albizia_zygia	2973160	4802	neither
Albizia_saponaria	2973156	377	neither
Albizia_berteroana	3796475	9	neither
Albizia_edwallii	2973079	293	neither
Albizia_aurisparsa	2973264	139	neither
Albizia_inundata	2973063	972	arbuscular
Albizia_tulearensis	2973245	200	neither
Albizia_commiphoroides	2973185	54	neither
Albizia_bernieri	2973237	283	neither
Albizia_carbonaria	2973135	420	neither
Albizia_dubia	2973116	11	neither
Albizia_duckeana	3796445	24	neither
Senegalia_loretensis	3796032	774	neither
Senegalia_altiscandens	3796215	192	ecto
Senegalia_pentagona	8099637	634	ecto
Senegalia_alemquerensis	3796216	34	ecto
Senegalia_recurva	3795890	252	neither
Hesperalbizia_occidentalis	2975859	566	neither
Archidendropsis_basaltica	2975537	238	neither
Mimosa_caesalpiniifolia	2970230	976	neither
Stryphnodendron_adstringens	2951737	1476	arbuscular
Parapiptadenia_pterosperma	2941639	397	neither
Stryphnodendron_racemiferum	2951710	98	neither
Stryphnodendron_porcatum	2951713	70	neither
Pityrocarpa_obliqua	7266127	93	neither
Parkia_ulei	5348860	373	arbuscular
Pseudopiptadenia_psilostachya	2952915	797	neither
Pseudopiptadenia_suaveolens	2952915	797	neither
Pseudopiptadenia_contorta	2952922	1134	neither
Mimosa_guatemalensis	2969903	163	neither
Mimosa_polyantha	2969577	668	arbuscular
Mimosa_luisana	2969435	304	arbuscular
Mimosa_aculeaticarpa_var._biuncifera	2969973	2373	arbuscular
Mimosa_pudica	2969284	8634	arbuscular
Mimosa_texana_var._texana	2969442	825	arbuscular
Mimosa_arenosa_var._leiocarpa	2969765	178	neither
Mimosa_adenantheroides	2969242	280	arbuscular
Mimosa_grandidieri	2969775	104	neither
Mimosa_lacerata	2970112	311	arbuscular
Mimosa_quadrivalvis_var._quadrivalvis	2969669	5241	arbuscular
Mimosa_purpusii	2969816	59	arbuscular
Mimosa_calcicola	2970276	105	arbuscular
Piptadenia_viridiflora	2951811	948	neither
Piptadenia_paniculata	2951754	649	neither
Piptadenia_killipii	2951780	51	neither
Parkia_multijuga	5348884	452	arbuscular
Parkia_velutina	5348846	299	arbuscular
Parkia_nitida	5348833	906	arbuscular
Parkia_decussata	5348872	146	arbuscular
Parkia_panurensis	5348877	337	arbuscular
Parkia_biglobosa	5348812	3121	arbuscular
Parkia_filicoidea	5348822	579	arbuscular
Parkia_balslevii	5348841	93	arbuscular
Parkia_bahiae	5348849	61	arbuscular
Parkia_pendula	5348857	1010	arbuscular
Parkia_gigantocarpa	5348873	127	arbuscular
Parkia_bicolor	5348818	951	arbuscular
Parkia_igneiflora	5348829	313	arbuscular
Parkia_sumatrana	5348844	104	arbuscular
Prosopis_juliflora	5358460	4453	arbuscular
Prosopis_velutina	5358538	1375	neither
Prosopis_pallida	5358525	615	neither
Prosopis_nigra	5358478	428	arbuscular
Prosopis_articulata	5358550	179	arbuscular
Prosopis_cineraria	5358521	132	arbuscular
Prosopis_pubescens	5358508	640	neither
Prosopis_africana	5358514	3239	neither
Leucaena_retusa	2970404	297	arbuscular
Leucaena_lanceolata	2970346	940	neither
Acacia_torulosa	2980904	1721	ecto
Acacia_rhodoxylon	2980003	167	ecto
Acacia_argyrodendron	2980595	130	ecto
Acacia_rothii	2978812	310	ecto
Acacia_excelsa	2980114	1356	ecto
Acacia_koaia	2980853	192	ecto
Acacia_flavescens	2981249	923	ecto
Acacia_flexuosa	8405528	2	ecto
Desmanthus_illinoensis	5360112	3150	arbuscular
Cylicodiscus_gabunensis	2977092	281	arbuscular
Fillaeopsis_discophora	2981414	364	arbuscular
Entada_polystachya	2976206	1487	neither
Elephantorrhiza_elephantina	2933010	705	arbuscular
Pentaclethra_eetveldeana	2943555	517	neither
Xylia_evansii	2943690	259	neither
Calpocalyx_dinklagei	2932964	632	arbuscular
Adenanthera_microsperma	2951851	423	neither
Adenanthera_pavonina	2951846	1902	arbuscular
Adenanthera_malayana	2951860	44	arbuscular
Amblygonocarpus_andongensis	2975852	417	arbuscular
Tetrapleura_tetraptera	5347354	1265	neither
Chidlowia_sanguinea	2972895	307	neither
Erythrophleum_chlorostachys	2971187	9224	neither
Pachyelasma_tessmannii	2944797	170	arbuscular
Diptychandra_aurantiaca	2958140	884	neither
Burkea_africana	5348890	5546	arbuscular
Parkinsonia_aculeata	5357217	7009	arbuscular
Tachigali_peruviana	2952587	1818	neither
Caesalpinia_pulcherrima	2958715	5018	arbuscular
Chamaecrista_mimosoides	2949769	9981	arbuscular
Chamaecrista_chamaecristoides	2950140	398	arbuscular
Chamaecrista_adiantifolia	2950290	456	neither
Chamaecrista_duartei	2949970	210	neither
Senna_bacillaris	2957751	1779	arbuscular
Senna_fruticosa	2957323	1317	arbuscular
Senna_multijuga_var._multijuga	2957158	5727	arbuscular
Senna_macranthera_var._nervosa	2957977	4201	arbuscular
Senna_silvestris_var._guaranitica	2958026	4148	arbuscular
Senna_loretensis	2957146	76	arbuscular
Senna_mandonii	2957926	73	arbuscular
Senna_ruiziana	2957621	478	arbuscular
Cassia_fistula	5357108	2375	arbuscular
Melanoxylon_brauna	2945499	607	neither
Batesia_floribunda	5357360	410	arbuscular
Vouacapoua_pallidior	2940385	119	arbuscular
Haematoxylum_campechianum	2950903	2372	arbuscular
Ceratonia_siliqua	5356354	35327	arbuscular
Gymnocladus_assamicus	2944213	2	arbuscular
Campsiandra_angustifolia	2933026	510	neither
Dimorphandra_parviflora	2974283	177	neither
Arapatiella_psilophylla	2977717	338	arbuscular
Dialium_guianense	2971008	3483	arbuscular
Cercis_canadensis	5353583	10420	arbuscular
Bauhinia_pinheiroi	2953217	21	arbuscular
Bauhinia_acuminata	2953747	406	arbuscular
Bauhinia_brachycalyx	2953223	142	arbuscular
Bauhinia_beguinotii	2953899	131	arbuscular
Bauhinia_tarapotensis	2953235	475	arbuscular
Bauhinia_angulosa	2953652	186	arbuscular
Bauhinia_divaricata	2953439	3755	arbuscular
Bauhinia_multinervia	2953377	100	arbuscular
Bauhinia_longifolia	2953146	1403	arbuscular
Bauhinia_smilacina	2953384	141	arbuscular
Bauhinia_macrostachya	7565904	94	arbuscular
Bauhinia_ovata	2953003	103	arbuscular
Aphanocalyx_microphyllus_subsp._compactus	2954240	608	ecto
Brachystegia_spiciformis	2952670	5318	both
Brachystegia_boehmii	2952673	1840	ecto
Brachystegia_zenkeri	2952647	52	ecto
Brachystegia_laurentii	2952661	214	ecto
Brachystegia_eurycoma	2952652	165	ecto
Brachystegia_cynometroides	2952651	93	ecto
Julbernardia_brieyi	2981744	334	ecto
Aphanocalyx_pteridophyllus	2954234	62	ecto
Julbernardia_seretii	2981753	447	ecto
Microberlinia_brazzavillensis	2941147	137	ecto
Oddoniodendron_normandii	2959962	35	ecto
Peltogyne_paniculata_subsp._pubescens	2952728	815	arbuscular
Isoberlinia_doka	2976331	4171	ecto
Anthonotha_triplisomeris	2976610	61	ecto
Anthonotha_ferruginea	2976649	82	ecto
Anthonotha_gilletii	2976665	94	ecto
Anthonotha_lamprophylla	2976664	218	ecto
Anthonotha_cladantha	2976658	49	ecto
Anthonotha_vignei	2976638	261	ecto
Anthonotha_sassandraensis	2976663	19	ecto
Gilbertiodendron_ogoouense	2941685	338	ecto
Didelotia_letouzeyi	2965877	136	ecto
Plagiosiphon_emarginatus	2961132	313	arbuscular
Librevillea_klainei	2941198	473	ecto
Brownea_grandiceps	2970463	623	arbuscular
Dicymbe_uaiparuensis	2965715	87	ecto
Tamarindus_indica	2975768	7297	arbuscular
Afzelia_africana	5358300	4802	ecto
Paramacrolobium_coeruleum	2962899	501	ecto
Cynometra_retusa	2966937	332	arbuscular
Hymenostegia_pellegrinii	2963364	266	arbuscular
Cynometra_megalophylla	2966854	451	arbuscular
Cynometra_ramiflora	2966890	876	arbuscular
Cynometra_bauhiniifolia	2966847	367	arbuscular
Cynometra_sessiliflora	2966944	324	arbuscular
Cynometra_ananta	2966844	190	arbuscular
Cynometra_malaccensis	2966930	66	arbuscular
Cynometra_inaequifolia	2966868	98	arbuscular
Cynometra_leonensis	2966875	46	arbuscular
Cynometra_insularis	2966886	58	arbuscular
Cynometra_alexandri	2966811	272	arbuscular
Cynometra_lyallii	2966859	53	arbuscular
Cynometra_sanagaensis	2966808	73	arbuscular
Cynometra_hankei	2966923	268	arbuscular
Cynometra_oaxacana	2966898	138	arbuscular
Cynometra_spruceana	2966830	439	arbuscular
Cynometra_martiana	2966877	31	arbuscular
Daniellia_oliveri	2948733	4960	arbuscular
Macrolobium_acaciifolium	2948882	1865	arbuscular
Macrolobium_gracile	2948817	588	arbuscular
Macrolobium_archeri	2948900	84	arbuscular
Macrolobium_rigidum	2948849	218	arbuscular
Macrolobium_urupaense	2948757	12	arbuscular
Macrolobium_suaveolens	2948857	286	arbuscular
Macrolobium_angustifolium	2948867	1075	arbuscular
Macrolobium_costaricense	2948910	129	arbuscular
Macrolobium_arenarium	2948912	116	arbuscular
Macrolobium_brevense	2948796	69	arbuscular
Macrolobium_extensum	2948776	16	arbuscular
Macrolobium_stenocladum	2948810	44	arbuscular
Macrolobium_latifolium	2948811	508	arbuscular
Macrolobium_microcalyx	2948803	305	arbuscular
Macrolobium_hartshornii	2948876	71	arbuscular
Macrolobium_colombianum	2948831	4233	arbuscular
Macrolobium_stenosiphon	2948814	64	arbuscular
Detarium_microcarpum	2961176	6085	arbuscular
Peltogyne_pauciflora	2952724	517	arbuscular
Peltogyne_venosa	2952706	762	arbuscular
Peltogyne_subsessilis	2952700	36	arbuscular
Peltogyne_purpurea	2952734	170	arbuscular
Peltogyne_campestris	2952719	98	arbuscular
Peltogyne_catingae	2952703	159	arbuscular
Peltogyne_excelsa	2952723	28	arbuscular
Peltogyne_heterophylla	2952735	56	arbuscular
Saraca_declinata	5359533	806	arbuscular
Heterostemon_mimosoides_var._pacimoniensis	2943916	618	arbuscular
Intsia_bijuga	2963211	2083	ecto
Schotia_brachypetala	2959242	824	arbuscular
Cryptosepalum_tetraphyllum	2956480	205	ecto
Polygala_amara	4051803	5353	neither
Polygala_comosa	7293616	26653	arbuscular
Polygala_calcarea	8169088	19060	arbuscular
Polygala_penaea	4050594	370	arbuscular
Securidaca_diversifolia	5421445	2401	arbuscular
Bredemeyera_laurifolia	7293385	396	arbuscular
Polygala_serpyllifolia	3191414	43035	arbuscular
Polygala_rupestris	4049728	10113	arbuscular
Polygala_jamaicensis	4050491	162	arbuscular
Polygala_nicaeensis_subsp._carniolica	4049583	141	arbuscular
Carpolobia_alba	4049539	1290	arbuscular
Moutabea_guianensis	4051471	624	arbuscular
Xanthophyllum_flavescens	7580773	1073	arbuscular
Diclidanthera_penduliflora	7293509	214	arbuscular
Recchia_mexicana	7898222	98	arbuscular
Aubrevillea_platycarpa	2950901	321	neither
Marmaroxylon_basijugum	2978202	377	neither
Viscainoa_geniculata	7285858	445	arbuscular
Tribulus_cistoides	5421117	3712	neither
Balanites_aegyptiacus	5421115	6203	arbuscular
Balanites_wilsoniana	7309916	248	neither
Tribulus_terrestris	5421116	17464	arbuscular
Guaiacum_sanctum	3189908	2147	neither
Larrea_tridentata	5421118	21622	arbuscular
Bulnesia_arborea	3189905	383	neither
Zygophyllum_pinnatum	3987150	93	neither
Fagonia_cretica	6384851	3425	arbuscular
Krameria_paucifolia	5687589	61	arbuscular
Krameria_erecta	5421448	1883	neither
Pringlea_antiscorbutica	4928091	62	neither
Sisymbrium_irio	3046851	19095	arbuscular
Sisymbrium_altissimum	3046736	24438	neither
Sisymbrium_erucastrifolium	3046827	22	neither
Brassica_rapa	7903057	49984	neither
Isatis_minima	5374193	125	neither
Eutrema_edwardsii	5375237	1539	neither
Thlaspi_montanum	9170718	109	arbuscular
Thlaspi_perfoliatum	3050631	36583	neither
Alliaria_petiolata	5376075	208120	neither
Goldbachia_laevigata	5376058	588	neither
