werner_name	family	has_am	has_ecm	has_nm	has_er	has_orm	has_nfix
Boechera_lemmonii	Brassicaceae	0	0	1	0	0	0
Boehmeria_zollingeriana	Urticaceae	1	0	0	0	0	0
Boerhavia_repens	Nyctaginaceae	0	0	1	0	0	0
Bolboschoenus_fluviatilis	Cyperaceae	1	0	0	0	0	0
Bolboschoenus_maritimus	Cyperaceae	1	0	1	0	0	0
Bombax_ceiba	Malvaceae	1	0	0	0	0	0
Bonellia_macrocarpa	Primulaceae	1	0	0	0	0	0
Borago_officinalis	Boraginaceae	1	0	1	0	0	0
Boscia_angustifolia	Capparaceae	1	0	0	0	0	0
Bothriochloa_ischaemum	Poaceae	1	0	0	0	0	0
Bothriochloa_pertusa	Poaceae	1	0	0	0	0	0
Bougainvillea_spectabilis	Nyctaginaceae	0	0	1	0	0	0
Bowdichia_virgilioides	Fabaceae	1	0	0	0	0	1
Brachiaria_deflexa	Poaceae	1	0	0	0	0	0
Brachiaria_mutica	Poaceae	1	0	0	0	0	0
Brachiaria_plantaginea	Poaceae	1	0	0	0	0	0
Brachychiton_populneus	Malvaceae	1	0	0	0	0	0
Brachyloma_daphnoides	Ericaceae	1	0	0	1	0	0
Brachypodium_distachyon	Poaceae	1	0	0	0	0	0
Brachypodium_pinnatum	Poaceae	1	0	1	0	0	0
Brachypodium_sylvaticum	Poaceae	1	0	0	0	0	0
Brachystegia_boehmii	Fabaceae	0	1	0	0	0	0
Brachystegia_laurentii	Fabaceae	0	1	0	0	0	0
Brachystegia_leonensis	Fabaceae	0	1	0	0	0	0
Brachystegia_longifolia	Fabaceae	1	1	0	0	0	0
Brachystegia_spiciformis	Fabaceae	1	1	0	0	0	0
Brachystegia_zenkeri	Fabaceae	0	1	0	0	0	0
Brasiliopuntia_brasiliensis	Cactaceae	1	0	1	0	0	0
Brassica_juncea	Brassicaceae	0	0	1	0	0	0
Brassica_napus	Brassicaceae	1	0	1	0	0	0
Brassica_nigra	Brassicaceae	0	0	1	0	0	0
Brassica_oleracea	Brassicaceae	1	0	1	0	0	0
Brassica_rapa	Brassicaceae	0	0	1	0	0	0
Brassica_tournefortii	Brassicaceae	0	0	1	0	0	0
Breynia_disticha	Phyllanthaceae	0	0	1	0	0	0
Breynia_fruticosa	Phyllanthaceae	1	0	0	0	0	0
Brighamia_insignis	Campanulaceae	1	0	0	0	0	0
Briza_maxima	Poaceae	1	0	0	0	0	0
Briza_media	Poaceae	1	0	1	0	0	0
Briza_minor	Poaceae	1	0	0	0	0	0
Briza_subaristata	Poaceae	1	0	0	0	0	0
Bromus_anomalus	Poaceae	1	0	0	0	0	0
Bromus_arvensis	Poaceae	1	0	0	0	0	0
Bromus_briziformis	Poaceae	1	0	0	0	0	0
Bromus_carinatus	Poaceae	1	0	0	0	0	0
Bromus_catharticus	Poaceae	1	0	0	0	0	0
Bromus_danthoniae	Poaceae	1	0	0	0	0	0
Bromus_erectus	Poaceae	1	0	0	0	0	0
Bromus_hordeaceus	Poaceae	1	0	1	0	0	0
Bromus_inermis	Poaceae	1	0	1	0	0	0
Bromus_japonicus	Poaceae	1	0	0	0	0	0
Bromus_madritensis	Poaceae	1	0	0	0	0	0
Bromus_pumpellianus	Poaceae	1	0	0	0	0	0
Bromus_remotiflorus	Poaceae	1	0	0	0	0	0
Bromus_riparius	Poaceae	1	0	0	0	0	0
Bromus_scoparius	Poaceae	1	0	0	0	0	0
Bromus_secalinus	Poaceae	1	0	0	0	0	0
Bromus_squarrosus	Poaceae	1	0	0	0	0	0
Bromus_sterilis	Poaceae	1	0	1	0	0	0
Bromus_tectorum	Poaceae	1	0	1	0	0	0
Brosimum_alicastrum	Moraceae	1	0	0	0	0	0
Brosimum_guianense	Moraceae	1	0	0	0	0	0
Brosimum_lactescens	Moraceae	1	0	0	0	0	0
Brosimum_rubescens	Moraceae	1	0	0	0	0	0
Brosimum_utile	Moraceae	1	0	0	0	0	0
Broussonetia_papyrifera	Moraceae	1	0	0	0	0	0
Brunia_albiflora	Bruniaceae	1	0	0	0	0	0
Bryonia_cretica	Cucurbitaceae	1	0	0	0	0	0
Buddleja_asiatica	Scrophulariaceae	1	0	0	0	0	0
Buddleja_davidii	Scrophulariaceae	1	0	1	0	0	0
Buglossoides_arvensis	Boraginaceae	1	0	1	0	0	0
Buglossoides_purpurocaerulea	Boraginaceae	1	0	0	0	0	0
Bulbostylis_barbata	Cyperaceae	1	0	1	0	0	0
Bulbostylis_densa	Cyperaceae	1	0	0	0	0	0
Bunias_orientalis	Brassicaceae	1	0	1	0	0	0
Bupleurum_baldense	Apiaceae	1	0	0	0	0	0
Bupleurum_falcatum	Apiaceae	1	0	1	0	0	0
Bupleurum_lancifolium	Apiaceae	1	0	0	0	0	0
Bupleurum_longifolium	Apiaceae	1	0	0	0	0	0
Burkea_africana	Fabaceae	1	0	0	0	0	0
Bursera_fagaroides	Burseraceae	1	0	1	0	0	0
Bursera_hindsiana	Burseraceae	1	0	0	0	0	0
Bursera_microphylla	Burseraceae	1	0	0	0	0	0
Bursera_simaruba	Burseraceae	1	0	0	0	0	0
Butomus_umbellatus	Butomaceae	0	0	1	0	0	0
Buxus_sempervirens	Buxaceae	1	1	0	0	0	0
Byrsonima_coccolobifolia	Malpighiaceae	1	0	0	0	0	0
Cabralea_canjerana	Meliaceae	1	0	0	0	0	0
Caesalpinia_eriostachys	Fabaceae	1	0	0	0	0	0
Caesalpinia_pannosa	Fabaceae	1	0	0	0	0	0
Caesalpinia_pluviosa	Fabaceae	1	0	0	0	0	0
Cajanus_cajan	Fabaceae	1	0	0	0	0	1
Cakile_maritima	Brassicaceae	1	0	1	0	0	0
Caladium_bicolor	Araceae	1	0	0	0	0	0
Calamagrostis_arundinacea	Poaceae	1	0	0	0	0	0
Calamagrostis_canadensis	Poaceae	1	0	0	0	0	0
Calamagrostis_epigeios	Poaceae	1	0	0	0	0	0
Calamagrostis_lapponica	Poaceae	1	0	1	0	0	0
Calamagrostis_pseudophragmites	Poaceae	1	0	0	0	0	0
Calamagrostis_purpurea	Poaceae	0	0	1	0	0	0
Calamagrostis_stricta	Poaceae	1	0	1	0	0	0
Calamagrostis_villosa	Poaceae	1	0	0	0	0	0
Calamovilfa_longifolia	Poaceae	1	0	0	0	0	0
Calceolaria_crenatiflora	Calceolariaceae	1	0	0	0	0	0
Calceolaria_polyrrhiza	Calceolariaceae	1	0	0	0	0	0
Calendula_officinalis	Asteraceae	1	0	1	0	0	0
Calla_palustris	Araceae	0	0	1	0	0	0
Calliandra_eriophylla	Fabaceae	1	0	0	0	0	1
Callistephus_chinensis	Asteraceae	1	0	1	0	0	0
Callitriche_cophocarpa	Plantaginaceae	0	0	1	0	0	0
Callitriche_hamulata	Plantaginaceae	1	0	1	0	0	0
Callitriche_palustris	Plantaginaceae	0	0	1	0	0	0
Callitriche_stagnalis	Plantaginaceae	0	0	1	0	0	0
Callitris_endlicheri	Cupressaceae	1	0	0	0	0	0
Callitris_rhomboidea	Cupressaceae	1	0	0	0	0	0
Calluna_vulgaris	Ericaceae	0	0	0	1	0	0
Calocedrus_decurrens	Cupressaceae	1	0	0	0	0	0
Calophyllum_brasiliense	Calophyllaceae	1	0	0	0	0	0
Calophyllum_longifolium	Calophyllaceae	1	0	0	0	0	0
Calophyllum_soulattri	Calophyllaceae	1	0	0	0	0	0
Calopogonium_caeruleum	Fabaceae	1	0	0	0	0	1
Calopogonium_mucunoides	Fabaceae	1	0	0	0	0	1
Calotropis_gigantea	Apocynaceae	1	0	0	0	0	0
Caltha_palustris	Ranunculaceae	1	0	1	0	0	0
Calycophyllum_candidissimum	Rubiaceae	1	0	0	0	0	0
Calypso_bulbosa	Orchidaceae	0	0	0	0	1	0
Calystegia_sepium	Convolvulaceae	1	0	0	0	0	0
Calystegia_soldanella	Convolvulaceae	0	0	1	0	0	0
Camelina_microcarpa	Brassicaceae	1	0	1	0	0	0
Campanula_alliariifolia	Campanulaceae	1	0	0	0	0	0
Campanula_alpina	Campanulaceae	1	0	0	0	0	0
Campanula_bellidifolia	Campanulaceae	1	0	0	0	0	0
Campanula_collina	Campanulaceae	1	0	1	0	0	0
Campanula_glomerata	Campanulaceae	1	0	1	0	0	0
Campanula_lasiocarpa	Campanulaceae	1	0	0	0	0	0
Campanula_latifolia	Campanulaceae	1	0	0	0	0	0
Campanula_patula	Campanulaceae	1	0	0	0	0	0
Campanula_persicifolia	Campanulaceae	1	0	1	0	0	0
Campanula_punctata	Campanulaceae	1	0	0	0	0	0
Campanula_rapunculoides	Campanulaceae	1	0	0	0	0	0
Campanula_rotundifolia	Campanulaceae	1	0	1	0	0	0
Campanula_saxifraga	NA	1	0	1	0	0	0
Campanula_scheuchzeri	Campanulaceae	1	1	0	0	0	0
Campanula_sibirica	Campanulaceae	1	0	1	0	0	0
Campanula_thyrsoides	Campanulaceae	1	0	0	0	0	0
Campanula_trachelium	Campanulaceae	1	0	1	0	0	0
Campanula_tridentata	Campanulaceae	1	0	0	0	0	0
Canarium_schweinfurthii	Burseraceae	1	0	0	0	0	0
Canavalia_rosea	Fabaceae	1	0	0	0	0	1
Canna_indica	Cannaceae	1	0	1	0	0	0
Cannabis_sativa	Cannabaceae	1	0	0	0	0	0
Capparis_flexuosa	Capparaceae	0	0	1	0	0	0
Capparis_mariana	Capparaceae	0	0	1	0	0	0
Capsicum_annuum	Solanaceae	1	0	0	0	0	0
Caragana_arborescens	Fabaceae	1	0	1	0	0	1
Caragana_pygmaea	Fabaceae	1	0	0	0	0	1
Carapa_guianensis	Meliaceae	1	0	0	0	0	0
Cardamine_amara	Brassicaceae	0	0	1	0	0	0
Cardamine_bellidifolia	Brassicaceae	0	0	1	0	0	0
Cardamine_bulbifera	Brassicaceae	1	0	1	0	0	0
Cardamine_concatenata	Brassicaceae	0	0	1	0	0	0
Cardamine_corymbosa	Brassicaceae	0	0	1	0	0	0
Cardamine_flexuosa	Brassicaceae	1	0	1	0	0	0
Cardamine_hirsuta	Brassicaceae	1	0	1	0	0	0
Cardamine_impatiens	Brassicaceae	0	0	1	0	0	0
Cardamine_pratensis	Brassicaceae	0	0	1	0	0	0
Cardamine_trifolia	Brassicaceae	0	0	1	0	0	0
Cardamine_uliginosa	Brassicaceae	0	0	1	0	0	0
Carduus_acanthoides	Asteraceae	1	0	0	0	0	0
Carduus_nutans	Asteraceae	1	0	0	0	0	0
Carex_acuta	Cyperaceae	0	0	1	0	0	0
Carex_acutiformis	Cyperaceae	0	0	1	0	0	0
Carex_alba	Cyperaceae	0	0	1	0	0	0
Carex_amphibola	Cyperaceae	0	0	1	0	0	0
Carex_annectens	Cyperaceae	1	0	0	0	0	0
Carex_aphylla	Cyperaceae	0	0	1	0	0	0
Carex_aquatilis	Cyperaceae	0	0	1	0	0	0
Carex_arenaria	Cyperaceae	1	0	1	0	0	0
Carex_atrata	Cyperaceae	0	0	1	0	0	0
Carex_baccans	Cyperaceae	1	0	0	0	0	0
Carex_bicknellii	Cyperaceae	1	0	0	0	0	0
Carex_bigelowii	Cyperaceae	0	0	1	0	0	0
Carex_blanda	Cyperaceae	1	0	0	0	0	0
Carex_brevior	Cyperaceae	1	0	0	0	0	0
Carex_brizoides	Cyperaceae	0	0	1	0	0	0
Carex_brunnescens	Cyperaceae	1	0	1	0	0	0
Carex_buxbaumii	Cyperaceae	1	0	1	0	0	0
Carex_canescens	Cyperaceae	0	0	1	0	0	0
Carex_capillaris	Cyperaceae	0	0	1	0	0	0
Carex_capitata	Cyperaceae	0	0	1	0	0	0
Carex_caryophyllea	Cyperaceae	0	0	1	0	0	0
Carex_cephalophora	Cyperaceae	1	0	0	0	0	0
Carex_cespitosa	Cyperaceae	0	0	1	0	0	0
Carex_chordorrhiza	Cyperaceae	0	0	1	0	0	0
Carex_cristatella	Cyperaceae	1	0	0	0	0	0
Carex_cuprina	Cyperaceae	0	0	1	0	0	0
Carex_davalliana	Cyperaceae	1	0	0	0	0	0
Carex_diandra	Cyperaceae	0	0	1	0	0	0
Carex_digitata	Cyperaceae	0	0	1	0	0	0
Carex_diluta	Cyperaceae	0	0	1	0	0	0
Carex_dioica	Cyperaceae	0	0	1	0	0	0
Carex_distans	Cyperaceae	0	0	1	0	0	0
Carex_disticha	Cyperaceae	1	0	1	0	0	0
Carex_divulsa	Cyperaceae	1	0	0	0	0	0
Carex_ebenea	Cyperaceae	0	0	1	0	0	0
Carex_echinata	Cyperaceae	0	0	1	0	0	0
Carex_elongata	Cyperaceae	0	0	1	0	0	0
Carex_enervis	Cyperaceae	0	0	1	0	0	0
Carex_ericetorum	Cyperaceae	0	0	1	0	0	0
Carex_filifolia	Cyperaceae	0	0	1	0	0	0
Carex_firma	Cyperaceae	0	0	1	0	0	0
Carex_flacca	Cyperaceae	1	0	1	0	0	0
Carex_flava	Cyperaceae	1	0	1	0	0	0
Carex_fuliginosa	Cyperaceae	0	0	1	0	0	0
Carex_fuscula	Cyperaceae	1	0	0	0	0	0
Carex_gayana	Cyperaceae	0	0	1	0	0	0
Carex_globularis	Cyperaceae	0	0	1	0	0	0
Carex_granularis	Cyperaceae	1	0	0	0	0	0
Carex_gravida	Cyperaceae	1	0	0	0	0	0
Carex_halleriana	Cyperaceae	0	0	1	0	0	0
Carex_heleonastes	Cyperaceae	0	0	1	0	0	0
Carex_hirta	Cyperaceae	1	0	1	0	0	0
Carex_hostiana	Cyperaceae	0	0	1	0	0	0
Carex_humilis	Cyperaceae	0	0	1	0	0	0
Carex_hystericina	Cyperaceae	0	0	1	0	0	0
Carex_interior	Cyperaceae	0	0	1	0	0	0
Carex_lachenalii	Cyperaceae	0	0	1	0	0	0
Carex_lasiocarpa	Cyperaceae	1	0	1	0	0	0
Carex_leporina	Cyperaceae	1	0	1	0	0	0
Carex_limosa	Cyperaceae	0	0	1	0	0	0
Carex_lupulina	Cyperaceae	0	0	1	0	0	0
Carex_lurida	Cyperaceae	1	0	0	0	0	0
Carex_maritima	Cyperaceae	0	0	1	0	0	0
Carex_membranacea	Cyperaceae	0	0	1	0	0	0
Carex_mertensii	Cyperaceae	0	0	1	0	0	0
Carex_microchaeta	Cyperaceae	0	0	1	0	0	0
Carex_montana	Cyperaceae	0	0	1	0	0	0
Carex_muricata	Cyperaceae	1	0	1	0	0	0
Carex_nardina	Cyperaceae	0	0	1	0	0	0
Carex_nigra	Cyperaceae	1	0	1	0	0	0
Carex_obtusata	Cyperaceae	0	0	1	0	0	0
Carex_orbicularis	Cyperaceae	0	0	1	0	0	0
Carex_oxyandra	Cyperaceae	0	0	1	0	0	0
Carex_pallescens	Cyperaceae	1	0	1	0	0	0
Carex_panicea	Cyperaceae	1	0	1	0	0	0
Carex_paniculata	Cyperaceae	0	0	1	0	0	0
Carex_pauciflora	Cyperaceae	0	0	1	0	0	0
Carex_pendula	Cyperaceae	0	0	1	0	0	0
Carex_pensylvanica	Cyperaceae	1	0	0	0	0	0
Carex_physodes	Cyperaceae	1	0	1	0	0	0
Carex_pilosa	Cyperaceae	0	0	1	0	0	0
Carex_pilulifera	Cyperaceae	0	0	1	0	0	0
Carex_podocarpa	Cyperaceae	0	0	1	0	0	0
Carex_praecox	Cyperaceae	0	0	1	0	0	0
Carex_pseudocyperus	Cyperaceae	0	0	1	0	0	0
Carex_pulicaris	Cyperaceae	0	0	1	0	0	0
Carex_pyrenaica	Cyperaceae	0	0	1	0	0	0
Carex_remota	Cyperaceae	1	0	1	0	0	0
Carex_riparia	Cyperaceae	0	0	1	0	0	0
Carex_rosea	Cyperaceae	1	0	0	0	0	0
Carex_rostrata	Cyperaceae	0	0	1	0	0	0
Carex_rupestris	Cyperaceae	0	0	1	0	0	0
Carex_scirpoidea	Cyperaceae	0	0	1	0	0	0
Carex_sempervirens	Cyperaceae	1	0	1	0	0	0
Carex_spicata	Cyperaceae	0	0	1	0	0	0
Carex_stenophylla	Cyperaceae	0	0	1	0	0	0
Carex_sterilis	Cyperaceae	0	0	1	0	0	0
Carex_stipata	Cyperaceae	1	0	0	0	0	0
Carex_stricta	Cyperaceae	1	0	1	0	0	0
Carex_supina	Cyperaceae	0	0	1	0	0	0
Carex_sylvatica	Cyperaceae	0	0	1	0	0	0
Carex_tenuiflora	Cyperaceae	0	0	1	0	0	0
Carex_tribuloides	Cyperaceae	1	0	0	0	0	0
Carex_trichocarpa	Cyperaceae	1	0	0	0	0	0
Carex_trifida	Cyperaceae	0	0	1	0	0	0
Carex_umbrosa	Cyperaceae	0	0	1	0	0	0
Carex_vaginata	Cyperaceae	0	0	1	0	0	0
Carex_vesicaria	Cyperaceae	1	0	1	0	0	0
Carex_viridula	Cyperaceae	0	0	1	0	0	0
Carex_vulpina	Cyperaceae	0	0	1	0	0	0
Carex_vulpinoidea	Cyperaceae	1	0	0	0	0	0
Carica_papaya	Caricaceae	1	0	0	0	0	0
Cariniana_estrellensis	Lecythidaceae	1	0	0	0	0	0
Carissa_spinarum	Apocynaceae	1	0	0	0	0	0
Carlemannia_tetragona	Carlemanniaceae	1	0	0	0	0	0
Carlina_biebersteinii	Asteraceae	1	0	0	0	0	0
Carlina_vulgaris	Asteraceae	1	0	0	0	0	0
Carlowrightia_arizonica	Acanthaceae	1	0	0	0	0	0
Carpinus_betulus	Betulaceae	0	1	0	0	0	0
Carpinus_cordata	Betulaceae	0	1	0	0	0	0
Carpinus_orientalis	Betulaceae	0	1	0	0	0	0
Carthamus_tinctorius	Asteraceae	1	0	0	0	0	0
Carum_carvi	Apiaceae	1	0	1	0	0	0
Carya_illinoinensis	Juglandaceae	0	1	0	0	0	0
Caryocar_glabrum	Caryocaraceae	1	0	0	0	0	0
Caryota_monostachya	Arecaceae	1	0	0	0	0	0
Cascabela_thevetia	Apocynaceae	1	0	0	0	0	0
Casearia_grandiflora	Salicaceae	1	0	0	0	0	0
Casearia_sylvestris	Salicaceae	1	0	0	0	0	0
Cassia_fistula	Fabaceae	1	0	0	0	0	0
Cassia_grandis	Fabaceae	1	0	0	0	0	0
Cassiope_mertensiana	Ericaceae	0	0	0	1	0	0
Cassiope_tetragona	Ericaceae	0	0	0	1	0	0
Cassipourea_guianensis	Rhizophoraceae	1	0	0	0	0	0
Castanea_sativa	Fagaceae	1	1	0	0	0	0
Castanopsis_indica	Fagaceae	1	0	1	0	0	0
Castanospermum_australe	Fabaceae	1	0	0	0	0	0
Castilla_ulei	Moraceae	1	0	0	0	0	0
Castilleja_scorzonerifolia	Orobanchaceae	0	0	1	0	0	0
Casuarina_cunninghamiana	Casuarinaceae	1	1	0	0	0	1
Casuarina_equisetifolia	Casuarinaceae	1	1	0	0	0	1
Catabrosa_aquatica	Poaceae	0	0	1	0	0	0
Catalpa_bungei	Bignoniaceae	1	0	0	0	0	0
Catharanthus_roseus	Apocynaceae	1	0	0	0	0	0
Catolobus_pendulus	Brassicaceae	0	0	1	0	0	0
Catostemma_fragrans	Malvaceae	1	0	0	0	0	0
Caustis_dioica	Cyperaceae	0	0	1	0	0	0
Cavendishia_capitulata	Ericaceae	0	0	0	1	0	0
Cayratia_japonica	Vitaceae	1	0	0	0	0	0
Ceanothus_americanus	Rhamnaceae	1	0	0	0	0	1
Ceanothus_thyrsiflorus	Rhamnaceae	0	1	0	0	0	1
Cedrela_fissilis	Meliaceae	1	0	0	0	0	0
Cedrus_atlantica	Pinaceae	0	1	0	0	0	0
Cedrus_deodara	Pinaceae	0	1	0	0	0	0
Cedrus_libani	Pinaceae	0	1	0	0	0	0
Ceiba_pentandra	Malvaceae	1	0	0	0	0	0
Ceiba_speciosa	Malvaceae	1	0	0	0	0	0
Celosia_argentea	Amaranthaceae	1	0	1	0	0	0
Celtis_australis	Cannabaceae	1	0	0	0	0	0
Celtis_philippensis	Cannabaceae	1	0	0	0	0	0
Cenchrus_ciliaris	Poaceae	1	0	0	0	0	0
Cenchrus_incertus	Poaceae	1	0	0	0	0	0
Cenchrus_setiger	Poaceae	1	0	0	0	0	0
Centaurea_diffusa	Asteraceae	1	0	0	0	0	0
Centaurea_jacea	Asteraceae	1	0	0	0	0	0
Centaurea_nigra	Asteraceae	1	0	0	0	0	0
Centaurea_phrygia	Asteraceae	1	0	1	0	0	0
Centaurea_scabiosa	Asteraceae	1	0	0	0	0	0
Centaurea_solstitialis	Asteraceae	1	0	0	0	0	0
Centaurium_erythraea	Gentianaceae	1	0	0	0	0	0
Centaurium_littorale	Gentianaceae	1	0	0	0	0	0
Centaurium_pulchellum	Gentianaceae	1	1	0	0	0	0
Centranthus_ruber	Caprifoliaceae	0	0	1	0	0	0
Centrolobium_tomentosum	Fabaceae	1	0	0	0	0	1
Centropodia_glauca	Poaceae	1	0	0	0	0	0
Cephalanthera_damasonium	Orchidaceae	0	1	0	0	1	0
Cephalanthera_longifolia	Orchidaceae	0	0	0	0	1	0
Cephalanthera_rubra	Orchidaceae	1	1	0	0	1	0
Cephalanthus_occidentalis	Rubiaceae	1	0	0	0	0	0
Cephalotaxus_fortunei	Taxaceae	1	0	0	0	0	0
Cerastium_alpinum	Caryophyllaceae	0	0	1	0	0	0
Cerastium_arcticum	Caryophyllaceae	0	0	1	0	0	0
Cerastium_argenteum	Caryophyllaceae	0	0	1	0	0	0
Cerastium_arvense	Caryophyllaceae	1	0	1	0	0	0
Cerastium_cerastoides	Caryophyllaceae	0	0	1	0	0	0
Cerastium_fontanum	Caryophyllaceae	1	0	1	0	0	0
Cerastium_glomeratum	Caryophyllaceae	1	0	1	0	0	0
Cerastium_kasbek	Caryophyllaceae	0	0	1	0	0	0
Cerastium_multiflorum	Caryophyllaceae	0	0	1	0	0	0
Cerastium_pumilum	Caryophyllaceae	1	0	1	0	0	0
Cerastium_purpurascens	Caryophyllaceae	0	0	1	0	0	0
Cerastium_semidecandrum	Caryophyllaceae	0	0	1	0	0	0
Cerastium_uniflorum	Caryophyllaceae	1	0	1	0	0	0
Ceratocarpus_arenarius	Chenopodiaceae	0	0	1	0	0	0
Ceratocephala_testiculata	Ranunculaceae	1	0	1	0	0	0
Ceratonia_siliqua	Fabaceae	1	0	0	0	0	0
Ceratopetalum_apetalum	Cunoniaceae	1	1	0	0	0	0
Ceratophyllum_demersum	Ceratophyllaceae	0	0	1	0	0	0
Ceratozamia_mexicana	Zamiaceae	1	0	0	0	0	0
Ceropegia_woodii	NA	1	0	0	0	0	0
Cespedesia_spathulata	Ochnaceae	1	0	0	0	0	0
Cestrum_parqui	Solanaceae	1	0	0	0	0	0
Chaenomeles_speciosa	Rosaceae	1	0	0	0	0	0
Chaenorhinum_minus	Plantaginaceae	0	0	1	0	0	0
Chaerophyllum_aureum	Apiaceae	1	0	0	0	0	0
Chaerophyllum_roseum	Apiaceae	1	0	0	0	0	0
Chaerophyllum_temulum	Apiaceae	1	0	1	0	0	0
Chamaecyparis_formosensis	Cupressaceae	1	0	0	0	0	0
Chamaecyparis_lawsoniana	Cupressaceae	1	0	0	0	0	0
Chamaecyparis_obtusa	Cupressaceae	1	0	0	0	0	0
Chamaecyparis_pisifera	Cupressaceae	1	0	0	0	0	0
Chamaecyparis_thyoides	Cupressaceae	1	0	0	0	0	0
Chamaedaphne_calyculata	Ericaceae	0	0	0	1	0	0
Chamaerops_humilis	Arecaceae	1	0	1	0	0	0
Chamaesciadium_acaule	Apiaceae	1	0	0	0	0	0
Cheilocostus_speciosus	Costaceae	1	0	0	0	0	0
Cheirodendron_trigynum	Araliaceae	1	0	0	0	0	0
Chelidonium_majus	Papaveraceae	0	0	1	0	0	0
Chenopodium_album	Chenopodiaceae	1	0	1	0	0	0
Chenopodium_foliosum	Chenopodiaceae	0	0	1	0	0	0
Chenopodium_murale	Chenopodiaceae	0	0	1	0	0	0
Chenopodium_rubrum	Chenopodiaceae	0	0	1	0	0	0
Chimarrhis_turbinata	Rubiaceae	1	0	0	0	0	0
Chionochloa_crassiuscula	Poaceae	1	0	0	0	0	0
Chionochloa_rigida	Poaceae	1	0	0	0	0	0
Chionochloa_rubra	Poaceae	1	0	0	0	0	0
Chionochloa_teretifolia	Poaceae	1	0	0	0	0	0
Chisocheton_cumingianus	Meliaceae	1	0	1	0	0	0
Chloraea_piquichen	Orchidaceae	0	0	0	0	1	0
Chloris_gayana	Poaceae	1	0	0	0	0	0
Chloris_virgata	Poaceae	1	0	0	0	0	0
Chlorophytum_comosum	Asparagaceae	1	0	0	0	0	0
Choerospondias_axillaris	Anacardiaceae	1	0	0	0	0	0
Chondrilla_juncea	Asteraceae	1	0	0	0	0	0
Chorispora_macropoda	Brassicaceae	0	0	1	0	0	0
Chromolaena_odorata	Asteraceae	1	0	0	0	0	0
Chrysophyllum_cainito	Sapotaceae	1	0	0	0	0	0
Chrysophyllum_sanguinolentum	Sapotaceae	1	0	0	0	0	0
Chrysopogon_aciculatus	Poaceae	1	0	0	0	0	0
Chrysopogon_benthamianus	Poaceae	1	0	0	0	0	0
Chrysosplenium_alternifolium	Saxifragaceae	1	0	1	0	0	0
Cicendia_filiformis	Gentianaceae	1	0	0	0	0	0
Cicer_arietinum	Fabaceae	1	0	0	0	0	1
Cichorium_endivia	Asteraceae	1	0	0	0	0	0
Cichorium_intybus	Asteraceae	1	0	1	0	0	0
Cicuta_virosa	Apiaceae	1	0	1	0	0	0
Cinna_arundinacea	Poaceae	1	0	0	0	0	0
Cinnamomum_burmannii	Lauraceae	1	0	0	0	0	0
Cionura_erecta	Apocynaceae	0	0	1	0	0	0
Circaea_alpina	Onagraceae	1	0	0	0	0	0
Circaea_lutetiana	Onagraceae	1	0	0	0	0	0
Cirsium_arvense	Asteraceae	1	0	0	0	0	0
Cirsium_helenioides	Asteraceae	1	0	0	0	0	0
Cirsium_heterophyllum	Asteraceae	1	0	0	0	0	0
Cirsium_oleraceum	Asteraceae	1	0	1	0	0	0
Cirsium_palustre	Asteraceae	1	0	1	0	0	0
Cirsium_setosum	Asteraceae	1	0	0	0	0	0
Cirsium_vulgare	Asteraceae	1	0	1	0	0	0
Cistus_creticus	Cistaceae	0	1	0	0	0	0
Cistus_ladanifer	Cistaceae	0	1	0	0	0	0
Cistus_monspeliensis	Cistaceae	1	1	0	0	0	0
Citrullus_lanatus	Cucurbitaceae	1	0	0	0	0	0
Citrus_aurantium	Rutaceae	1	0	0	0	0	0
Citrus_jambhiri	Rutaceae	1	0	0	0	0	0
Citrus_limon	Rutaceae	1	0	0	0	0	0
Citrus_reticulata	Rutaceae	1	0	0	0	0	0
Citrus_sinensis	Rutaceae	1	0	0	0	0	0
Citrus_trifoliata	Rutaceae	1	0	0	0	0	0
Cladium_mariscus	Cyperaceae	1	0	1	0	0	0
Clarisia_ilicifolia	Moraceae	1	0	0	0	0	0
Clarkia_unguiculata	Onagraceae	0	0	1	0	0	0
Claytonia_perfoliata	Montiaceae	0	0	1	0	0	0
Claytonia_sibirica	Montiaceae	1	0	0	0	0	0
Cleistanthus_sumatranus	Phyllanthaceae	1	0	1	0	0	0
Cleistogenes_songorica	Poaceae	1	0	0	0	0	0
Cleistogenes_squarrosa	Poaceae	0	0	1	0	0	0
Clematis_alpina	Ranunculaceae	1	0	0	0	0	0
Clematis_orientalis	Ranunculaceae	1	0	0	0	0	0
Clematis_recta	Ranunculaceae	1	0	0	0	0	0
Clematis_stans	Ranunculaceae	1	0	0	0	0	0
Clematis_terniflora	Ranunculaceae	1	0	0	0	0	0
Clematis_vitalba	Ranunculaceae	1	1	0	0	0	0
Cleome_aculeata	Cleomaceae	0	0	1	0	0	0
Clermontia_fauriei	Campanulaceae	1	0	0	0	0	0
Clethra_barbinervis	Clethraceae	1	0	0	0	0	0
Clidemia_hirta	Melastomataceae	1	0	0	0	0	0
Climacoptera_crassa	Chenopodiaceae	0	0	1	0	0	0
Clinopodium_nepeta	Lamiaceae	1	0	0	0	0	0
Clinopodium_vulgare	Lamiaceae	1	0	1	0	0	0
