try_acc_species_id	try_acc_species_name	plant_growth_form	succulent	climber	parasitic	aquatic	epiphyte	crop	palmoid	woodiness
32323	Lapeirousia teretifolia	herb								non-woody
32324	Lapeirousia zambeziaca	herb								non-woody
69000	Lapidaria margaretae	shrub	succulent							woody
32325	Laplacea amboinensis									woody
63227	Laplacea fruticosa									woody
32326	Laplacea haematoxylon	tree								woody
32327	Laplacea portoricensis	tree								woody
32328	Laplacea semiserrata									woody
32329	Laplacea subintegerrima									woody
32330	Laportea aestuans	herb								non-woody
32331	Laportea alatipes	herb								non-woody
32332	Laportea bulbifera	herb								non-woody
32333	Laportea canadensis	herb								non-woody
32334	Laportea crenulata	herb								non-woody
32336	Laportea interrupta	herb								non-woody
32338	Laportea macrostachya	herb								non-woody
32339	Laportea mooreana	herb								non-woody
32340	Laportea ovalifolia	herb								non-woody
32341	Laportea peduncularis	herb		climber						non-woody
32342	Laportea peltata	herb								non-woody
32343	Laportea pterostigma	tree								woody
32344	Lappula americana	herb								non-woody
32345	Lappula barbata	herb								non-woody
32346	Lappula consanguinea	herb								non-woody
32347	Lappula deflexa	herb								non-woody
32348	Lappula echinata	herb								non-woody
32349	Lappula heteracantha	herb								non-woody
32350	Lappula myosotis	herb								non-woody
32352	Lappula redowskii	herb								non-woody
32353	Lappula semiglabra	herb								non-woody
32355	Lappula squarrosa	herb								non-woody
32356	Lappula virginiana	herb								non-woody
32357	Lapsana communis	herb								non-woody
32358	Lapsana grandiflora	herb								non-woody
32360	Larentia linearis	herb								non-woody
69002	Laretia acaulis	herb								non-woody
32361	Larix chinensis	tree								woody
32362	Larix czekanowskii	tree								woody
32363	Larix dahurica	tree								woody
32364	Larix decidua	tree								woody
32365	Larix eurolepis	tree								woody
61470	Larix farreri									woody
61471	Larix glauca	tree								woody
32366	Larix gmelini	tree								woody
32367	Larix gmelinii	tree								woody
32368	Larix griffithiana	tree								woody
32369	Larix griffithii									woody
32370	Larix himalaica									woody
32371	Larix kaempferi	tree								woody
32372	Larix laricina	tree								woody
32373	Larix leptolepis	tree								woody
32374	Larix lyallii	tree								woody
61472	Larix marschlinsii									woody
32375	Larix mastersiana	tree								woody
61482	Larix nobilis	tree								woody
32376	Larix occidentalis	tree								woody
32377	Larix olgensis	tree								woody
32378	Larix potaninii	tree								woody
32379	Larix russica									woody
32380	Larix sibirica	tree								woody
32382	Larix speciosa	tree								woody
32383	Larix sukaczewii	tree								woody
32384	Larrea cuneifolia	shrub							palmoid	woody
32385	Larrea divaricata	shrub							palmoid	woody
32386	Larrea nitida	shrub							palmoid	woody
32387	Larrea tridentata	shrub							palmoid	woody
32388	Laser trilobum	herb								non-woody
32389	Laserpitium halleri	herb								non-woody
32390	Laserpitium hispidum	herb								non-woody
32391	Laserpitium latifolium	herb								non-woody
32392	Laserpitium nitidum	herb								non-woody
32393	Laserpitium prutenicum	herb								non-woody
32394	Laserpitium siler	herb								non-woody
32395	Lasiacis anomala	graminoid								non-woody
32396	Lasiacis divaricata	graminoid								non-woody
32397	Lasiacis grisebachii	graminoid								non-woody
61466	Lasiacis hirsutus	graminoid								non-woody
32398	Lasiacis ligulata	graminoid								non-woody
32399	Lasiacis linearis	graminoid								non-woody
32400	Lasiacis nigra	graminoid								non-woody
32401	Lasiacis oaxacensis	graminoid								non-woody
32402	Lasiacis procerrima	graminoid								non-woody
32403	Lasiacis rhizophora	graminoid								non-woody
32404	Lasiacis rugelii	graminoid								non-woody
32405	Lasiacis ruscifolia	graminoid								non-woody
32406	Lasiacis scabrior	graminoid								non-woody
32407	Lasiacis sloanei	graminoid								non-woody
32408	Lasiacis sorghoidea	graminoid								non-woody
32409	Lasiacis standleyi	graminoid								non-woody
32414	Lasianthus appressus	shrub								woody
32415	Lasianthus attenuatus	shrub								woody
32419	Lasianthus constrictus	shrub								woody
32421	Lasianthus densifolius	shrub								woody
64590	Lasianthus inodorus	shrub								woody
32422	Lasianthus iteophyllus	shrub								woody
32423	Lasianthus japonicus	shrub								woody
32424	Lasianthus kilimandscharicus	shrub/tree								woody
63230	Lasianthus laxiflorus	shrub								woody
64591	Lasianthus rhinocerotis	shrub								woody
32426	Lasianthus satsumensis	shrub								woody
32427	Lasianthus scabridus	shrub								woody
32429	Lasianthus stercorarius	shrub								woody
32430	Lasianthus strigosus	shrub								woody
32431	Lasiochloa longifolia	graminoid								non-woody
32432	Lasiochloa obtusifolia	graminoid								non-woody
32433	Lasiococca comberi	tree								woody
32434	Lasiodiscus mannii	tree								woody
32435	Lasiodiscus mildbraedii	shrub/tree								woody
32437	Lasiodiscus usambarensis	tree								woody
69006	Lasiopetalum baueri									woody
32438	Lasiopetalum behrii	shrub								woody
69007	Lasiopetalum discolor									woody
32439	Lasiopetalum ferrugineum	shrub								woody
32440	Lasiopetalum macrophyllum									woody
32441	Lasiopetalum membraniflorum									woody
69008	Lasiopetalum micranthum									woody
32442	Lasiopetalum monticola									woody
69009	Lasiopetalum rufum									woody
69010	Lasiopetalum schulzenii									woody
32446	Lasiosiphon decaryi	shrub								woody
69012	Lasiosiphon madagascariensis	shrub/tree								woody
32448	Lasiurus hirsutus	graminoid								non-woody
32449	Lasiurus scindicus	graminoid								non-woody
32450	Lasiurus sindicus	graminoid								non-woody
32451	Lasthenia californica	herb								non-woody
32452	Lasthenia glaberrima	herb								non-woody
32453	Lasthenia glabrata	herb								non-woody
32455	Lastrea limbosperma	fern								
32456	Lastrea miqueliana	fern								
32457	Lastreopsis acuminata	fern								
32458	Lastreopsis decomposita	fern								non-woody
32459	Lastreopsis hispida	fern								non-woody
32460	Lateropora ovata									woody
32461	Lathraea clandestina	herb			parasitic					non-woody
32462	Lathraea squamaria	herb			parasitic					non-woody
32463	Lathyrus annuus									non-woody
32464	Lathyrus aphaca	herb		climber						non-woody
32466	Lathyrus bauhini	herb								non-woody
32467	Lathyrus bauhinii	herb								non-woody
32468	Lathyrus cicera	herb								non-woody
32469	Lathyrus clymenum	herb								non-woody
32475	Lathyrus heterophyllus	herb		climber						non-woody
32477	Lathyrus hirsutus	herb		climber						non-woody
32478	Lathyrus hygrophilus	herb		climber						non-woody
32479	Lathyrus inconspicuus									non-woody
32481	Lathyrus japonicus	herb		climber						non-woody
32482	Lathyrus laevigatus	herb								non-woody
32483	Lathyrus lanszwertii	herb								non-woody
32484	Lathyrus latifolius	herb		climber						non-woody
32485	Lathyrus linifolius	herb								non-woody
64592	Lathyrus littoralis	herb		climber						non-woody
32486	Lathyrus maritimus	herb								non-woody
32487	Lathyrus montanus	herb								non-woody
32489	Lathyrus niger	herb								non-woody
32490	Lathyrus nissolia	herb								non-woody
32491	Lathyrus ochroleucus	herb								non-woody
32493	Lathyrus odoratus	herb								non-woody
32496	Lathyrus palustris	herb		climber						non-woody
32497	Lathyrus pannonicus	herb								non-woody
64593	Lathyrus polyphyllus	herb		climber						non-woody
32499	Lathyrus pratensis	herb		climber						non-woody
32501	Lathyrus quinquenervius	herb								non-woody
32503	Lathyrus sativus	herb		climber						non-woody
32504	Lathyrus saxatilis	herb								non-woody
32505	Lathyrus setifolius	herb								non-woody
32508	Lathyrus subandinus	herb								non-woody
32509	Lathyrus sylvestris	herb		climber						non-woody
32510	Lathyrus tingitanus	herb								non-woody
32511	Lathyrus tuberosus	herb		climber						non-woody
32512	Lathyrus ugoensis	herb								non-woody
32513	Lathyrus venetus									non-woody
32514	Lathyrus venosus	herb								non-woody
32515	Lathyrus vernus	herb								non-woody
32517	Latipes senegalensis	graminoid								non-woody
32519	Launaea arborescens	shrub								woody
32520	Launaea cornuta	herb								non-woody
32521	Launaea intybacea	herb								non-woody
32522	Launaea lanifera	herb								non-woody
32523	Launaea nana	herb								non-woody
32525	Launaea pumila	herb								non-woody
32526	Launaea rarifolia	herb								non-woody
32527	Launaea rogersii	herb								non-woody
32528	Launaea sarmentosa	herb								non-woody
32529	Launaea violacea	herb								non-woody
32530	Launea arborescens	shrub	succulent							woody
61458	Lauracea sixtonia	tree								woody
61456	Lauraceae sixtonia	tree								woody
32531	Laurelia novae-zelandiae	shrub								woody
32532	Laurelia philippiana	tree								woody
32533	Laurelia sempervirens	tree								woody
32534	Laurelia serrata	tree								woody
32536	Laureliopsis philippiana	tree								woody
32537	Laurembergia tetrandra	herb/shrub								non-woody/woody
32538	Laurentia carnosula	herb	stem-succulent							non-woody
32539	Laurentia hypocrateriformis	herb								non-woody
32540	Laurophyllus capensis									woody
32541	Laurus azorica	tree								woody
32542	Laurus canariensis									woody
32543	Laurus nobilis	tree								woody
32544	Laurus novocanariensis									woody
32545	Laurus salsafraz									woody
32547	Lavandula angustifolia	shrub								woody
32549	Lavandula dentata	shrub								woody
32550	Lavandula lanata	shrub								woody
32551	Lavandula latifolia	shrub								woody
32552	Lavandula multifida	shrub								woody
32556	Lavandula stoechas	shrub								woody
32560	Lavandula viridis	shrub								woody
32561	Lavatera arborea	shrub								woody
32562	Lavatera assurgentiflora	shrub								woody
32563	Lavatera cretica	herb								non-woody
32569	Lavatera thuringiaca	herb								non-woody
32571	Lavatera trimestris	herb								non-woody
32572	Lavigeria macrocarpa	shrub/tree		climber						woody
32575	Lawsonia inermis	shrub/tree								woody
32577	Laxmannia gracilis	herb								non-woody
32578	Laxmannia orientalis	herb								non-woody
32580	Laxoplumeria tessmannii	tree								woody
32581	Layia chrysanthemoides	herb								non-woody
32582	Layia fremonti	herb								non-woody
32583	Layia glandulosa	herb								non-woody
32584	Layia heterotricha	herb								non-woody
32585	Layia platyglossa	herb								non-woody
32587	Leandra dichotoma	herb/shrub								non-woody/woody
32590	Leandra longicoma	shrub								woody
32591	Leandra rufescens	tree								woody
32592	Leandra secunda	herb								non-woody
32596	Lebeckia linearifolia	shrub								woody
69026	Lebetanthus americanus	shrub								woody
32601	Lecaniodiscus cupanioides	tree								woody
32602	Lecaniodiscus fraxinifolius	shrub/tree								woody
32603	Lecanthus peduncularis	herb								non-woody
32604	Lechea stricta	herb								non-woody
32605	Lechea tenuifolia	herb								non-woody
32606	Lechea villosa	herb								non-woody
32608	Lecointea amazonica	tree								woody
32609	Lecointea peruviana	tree								woody
69029	Lecokia cretica	herb								non-woody
32610	Lecomtedoxa klaineana									woody
32611	Lecomtella madagascariensis	graminoid								non-woody
32612	Lecythis ampla	tree								woody
32613	Lecythis chartacea	tree								woody
32614	Lecythis confertiflora	tree								woody
32615	Lecythis corrugata	tree								woody
32616	Lecythis davisii	tree								woody
61455	Lecythis eschilera	tree								woody
32617	Lecythis gracieana	tree								woody
32619	Lecythis holcogyne	tree								woody
32620	Lecythis idatimon	tree								woody
32621	Lecythis jarana	tree								woody
32622	Lecythis lanceolata	tree								woody
61449	Lecythis latifolium									woody
32623	Lecythis lurida	tree								woody
32625	Lecythis ollaria	tree								woody
32626	Lecythis parvifructa	tree								woody
32627	Lecythis persistens	tree								woody
32628	Lecythis pisonis	tree								woody
32629	Lecythis poiteaui	tree								woody
32630	Lecythis prancei	tree								woody
32632	Lecythis tuyrana	tree								woody
32633	Lecythis usitata	tree								woody
32634	Lecythis zabucajo	tree								woody
69030	Ledebouria revoluta	herb								non-woody
32635	Ledermanniella tenax	herb								non-woody
32636	Ledermanniella torrei	herb								non-woody
32637	Ledum decumbens	shrub								woody
32638	Ledum glandulosum	shrub								woody
32639	Ledum groenlandicum	shrub								woody
32640	Ledum palustre	shrub								woody
32641	Leea aculeata	shrub/tree								woody
32642	Leea acuminata	herb								non-woody
32643	Leea aequata	shrub/tree								woody
32644	Leea coccinea	shrub								woody
61462	Leea coccinia	shrub								woody
32645	Leea compactiflora	shrub								woody
32646	Leea crispa	shrub								woody
32647	Leea gigantea	shrub								woody
32648	Leea guineense	shrub								woody
32649	Leea guineensis	shrub/tree								woody
32650	Leea indica	shrub/tree								woody
32651	Leea rubra	shrub								woody
32653	Leea trifoliata	shrub/tree								woody
32654	Leea umbraculifera	shrub/tree								woody
32655	Leersia angustifolia	graminoid								non-woody
32656	Leersia denudata	graminoid								non-woody
32657	Leersia drepanothrix	graminoid								non-woody
32658	Leersia friesii	graminoid								non-woody
32659	Leersia hexandra	graminoid								non-woody
32660	Leersia japonica	graminoid								non-woody
32661	Leersia lenticularis	graminoid								non-woody
32662	Leersia ligularis	graminoid								non-woody
32663	Leersia monandra	graminoid								non-woody
32664	Leersia nematostachya	graminoid								non-woody
32665	Leersia oncothrix	graminoid								non-woody
32666	Leersia oryzoides	graminoid								non-woody
32667	Leersia perrieri	graminoid								non-woody
32668	Leersia sayanuka	graminoid								non-woody
32669	Leersia stipitata	graminoid								non-woody
32670	Leersia tisserantii	graminoid								non-woody
32671	Leersia triandra	graminoid								non-woody
32672	Leersia virginica	graminoid								non-woody
32673	Lefebvrea brevipes	herb								non-woody
69031	Lefebvrea longipedicellata	herb								non-woody
32674	Lefebvrea stuhlmannii	herb								non-woody
32675	Legenere limosa	herb								non-woody
32676	Legnephora moorei			climber						woody
32677	Legousia falcata	herb								non-woody
32678	Legousia hybrida	herb								non-woody
32679	Legousia speculum-veneris	herb								non-woody
32680	Leichardtia australis	herb		climber						non-woody
