allmb_name	gbif_species_key	num_occurrences	woody_state
Nierembergia_rigida	3798339	241	ancestral
Cestrum_parqui	2928792	3619	ancestral
Humbertia_madagascariensis	5549091	126	ancestral
Erycibe_tomentosa	3679257	175	ancestral
Dichondra_repens	2928667	38053	non-woody
Evolvulus_alsinoides	2928673	14586	non-woody
Bonamia_spectabilis	5549340	339	ancestral
Maripa_panamensis	5549221	336	non-woody
Cuscuta_epithymum	2927518	33425	non-woody
Aniseia_martinicensis	2928410	2049	non-woody
Xenostegia_tridentata	2928381	5092	non-woody
Calystegia_silvatica	2928446	9958	non-woody
Calystegia_macrostegia	2928443	1724	ancestral
Calystegia_soldanella	7646357	12971	non-woody
Calystegia_pulchra	3678949	3118	non-woody
Calystegia_hederacea	2928449	1596	non-woody
Calystegia_purpurata	2928433	568	non-woody
Calystegia_occidentalis_subsp._fulcrata	2928432	472	non-woody
Calystegia_sepium	2928441	339589	non-woody
Convolvulus_arvensis	2928390	232524	non-woody
Convolvulus_tricolor	7162908	1603	non-woody
Convolvulus_canariensis	3681333	244	derived
Convolvulus_siculus	3678083	2100	non-woody
Convolvulus_floridus	7943397	526	derived
Convolvulus_lanuginosus	7532470	5784	ancestral
Convolvulus_cantabricus	3681277	12382	non-woody
Convolvulus_lineatus	3677112	5372	non-woody
Convolvulus_althaeoides	2928400	14645	non-woody
Convolvulus_oxyphyllus	3680734	68	derived
Convolvulus_leiocalycinus	7323973	90	derived
Convolvulus_dorycnium	7815993	1166	derived
Convolvulus_microphyllus	8339877	820	non-woody
Convolvulus_palaestinus	3680726	48	non-woody
Convolvulus_tragacanthoides	3676943	49	ancestral
Convolvulus_euphraticus	3679640	10	derived
Convolvulus_pentapetaloides	3680364	515	non-woody
Convolvulus_fruticosus	3679194	139	derived
Convolvulus_argyracanthus	3677098	9	derived
Convolvulus_ammannii	3677390	242	non-woody
Convolvulus_hystrix	3678056	132	derived
Convolvulus_coelesyriacus	3680731	124	non-woody
Convolvulus_ocellatus	3680978	157	non-woody
Convolvulus_demissus	7324341	38	non-woody
Astripomoea_malvacea	3677684	500	non-woody
Stictocardia_tiliifolia	3677765	960	derived
Lepistemon_owariensis	7873674	277	non-woody
Lepistemon_urceolatum	8025247	249	derived
Turbina_corymbosa	5341706	2255	derived
Turbina_oenotheroides	7532105	279	derived
Turbina_oblongata	5548802	314	non-woody
Turbina_cordata	5548817	514	derived
Turbina_holubii	3677323	125	derived
Turbina_abutiloides	5548826	176	derived
Turbina_amazonica	5548821	24	derived
Turbina_bracteata	5548818	123	derived
Turbina_perbella	5548797	5	derived
Turbina_pyramidalis	5548795	3	derived
Turbina_stenosiphon	5548780	133	derived
Paralepistemon_shirensis	3681698	76	non-woody
Argyreia_nervosa	2928692	586	derived
Ipomoea_eriocarpa	2928545	4210	non-woody
Ipomoea_imperati	2928596	2818	non-woody
Ipomoea_aquatica	2928525	3681	non-woody
Ipomoea_amnicola	2928606	490	non-woody
Ipomoea_arborescens	7324166	570	derived
Ipomoea_setosa			derived
Ipomoea_carnea_subsp._fistulosa	2928590	3549	derived
Ipomoea_batatas	2928551	31110	non-woody
Ipomoea_indica	2928598	10355	non-woody
Ipomoea_triloba	2928547	4810	non-woody
Ipomoea_gracilis	3681537	1364	non-woody
Ipomoea_costata	3680877	454	non-woody
Ipomoea_ancisa	8125492	149	derived
Ipomoea_parasitica	4927124	458	non-woody
Ipomoea_pandurata			non-woody
Ipomoea_hochstetteri	3677368	206	non-woody
Ipomoea_horsfalliae	2928587	168	derived
Ipomoea_sinensis	4927127	860	non-woody
Ipomoea_crepidiformis	5829163	71	non-woody
Ipomoea_asarifolia	2928595	2340	non-woody
Ipomoea_stans	4927190	606	derived
Ipomoea_seducta	7523244	152	derived
Ipomoea_sescossiana	8125492	149	derived
Ipomoea_neei	8075060	446	derived
Ipomoea_rubens	4927157	967	derived
Ipomoea_polymorpha	5829169	2011	non-woody
Ipomoea_sumatrana	5829164	93	derived
Ipomoea_jaegeri	3676745	36	derived
Ipomoea_kituiensis	3681864	91	derived
Ipomoea_tricolor	2928589	744	non-woody
Ipomoea_spathulata	8185368	35	derived
Ipomoea_wightii	8175980	455	non-woody
Ipomoea_dumosa	8411301	421	derived
Ipomoea_muricata	8227635	558	non-woody
Ipomoea_pes-caprae_subsp._brasiliensis	8945747	8547	non-woody
Ipomoea_urbinei	7760475	47	derived
Ipomoea_mairetii	7740723	182	derived
Ipomoea_pauciflora	4927175	586	derived
Ipomoea_expansa	3679436	8	derived
Ipomoea_graminea	3678323	874	non-woody
Ipomoea_ternifolia	2928513	846	non-woody
Ipomoea_staphylina	5549147	1520	derived
Ipomoea_dichroa	3680235	521	non-woody
Ipomoea_violacea	2928516	2523	derived
Ipomoea_marginata	6708886	442	non-woody
Ipomoea_mauritiana	4927144	2751	derived
Ipomoea_philomega	7926928	1427	derived
Ipomoea_setifera	2928636	937	non-woody
Ipomoea_squamosa	4927163	941	non-woody
Ipomoea_verbascoidea	4927162	341	derived
Ipomoea_malvaeoides	4927181	290	derived
Ipomoea_marmorata	4927143	39	derived
Ipomoea_trichosperma	4927147	90	derived
Ipomoea_wolcottiana	4927180	314	derived
Ipomoea_peruviana	4927182	33	derived
Ipomoea_murucoides	4927177	847	derived
Ipomoea_simplex	4927171	140	derived
Ipomoea_pulcherrima	5792746	10	derived
Ipomoea_involucrata	7323903	1969	non-woody
Ipomoea_bracteata	7997741	906	derived
Ipomoea_batatoides	7324062	688	derived
Ipomoea_populina	8096980	143	derived
Ipomoea_chenopodiifolia	7990349	155	derived
Ipomoea_adenioides	7324238	252	derived
Ipomoea_aculeata	7414441	197	derived
Ipomoea_digitata	8249252	298	derived
Ipomoea_cicatricosa	3681494	60	derived
Ipomoea_donaldsonii	3680004	30	derived
Ipomoea_intrapilosa	4927175	586	derived
Ipomoea_pileata	7829065	548	non-woody
Ipomoea_albivenia	3679360	282	derived
Ipomoea_androyensis	3679125	18	derived
Ipomoea_angustisepala	3678963	20	derived
Ipomoea_bakeri	3678181	12	derived
Ipomoea_chilopsidis	3681676	36	derived
Ipomoea_consimilis	3681111	18	derived
Ipomoea_elongata	3679753	142	derived
Ipomoea_ficifolia	3679316	237	non-woody
Ipomoea_fiebrigii	8127245	36	derived
Ipomoea_flavivillosa	3679104	8	derived
Ipomoea_gesnerioides	3678674	18	derived
Ipomoea_grantii	3678207	18	derived
Ipomoea_jacalana	3676759	3	derived
Ipomoea_lapidosa	3681470	6	derived
Ipomoea_longituba	3680896	102	derived
Ipomoea_macrantha			derived
Ipomoea_macrosepala	8403238	39	derived
Ipomoea_macrosiphon	8380640	13	derived
Ipomoea_malpighipila	8129897	77	derived
Ipomoea_mirandina	8410351	47	derived
Ipomoea_morongii	8182768	13	derived
Ipomoea_oblongifolia	8009697	20	derived
Ipomoea_oenotherae	7842225	78	non-woody
Ipomoea_paludosa	7788916	175	derived
Ipomoea_paolii	8333687	11	derived
Ipomoea_paraguariensis	7755033	42	derived
Ipomoea_pearceana	7683945	5	derived
Ipomoea_perpartita	7505216	10	derived
Ipomoea_praecana	7887413	137	derived
Ipomoea_pruinosa	7880594	5	derived
Ipomoea_pseudoracemosa	7811582	19	derived
Ipomoea_puncticulata	8121234	19	derived
Ipomoea_shirambensis	7356499	84	derived
Ipomoea_shupangensis	7931130	70	derived
Ipomoea_squamisepala	7826525	257	derived
Ipomoea_suffulta	8342979	194	derived
Ipomoea_tastensis	7441400	6	derived
Ipomoea_temascaltepecensis	8188025	3	derived
Ipomoea_teotitlanica	7852252	17	derived
Ipomoea_triflora	7370134	14	derived
Ipomoea_urbaniana	7591492	19	derived
Ipomoea_verbasciformis	7828025	43	derived
Ipomoea_vernalis	8031664	56	derived
Ipomoea_virgata	7938891	84	derived
Ipomoea_zanzibarica	8326542	10	derived
Vahlia_capensis	7299120	762	non-woody
Calatola_costaricensis	3597030	5191	ancestral
Eupatorium_cannabinum	5402943	248717	non-woody
Heterocondylus_vitalbae	3142668	1155	non-woody
Trichogonia_hirtiflora	5387739	503	derived
Ageratum_conyzoides	5401673	15390	non-woody
Adenostemma_lavenia	3132228	2274	non-woody
Chromolaena_odorata	3087725	14707	non-woody
Brickellia_tomentella	5388336	923	derived
Brickellia_scoparia	5388397	240	ancestral
Brickellia_eupatorioides	5388438	4114	non-woody
Brickellia_nutanticeps	5388387	127	derived
Brickellia_arguta	5388308	478	ancestral
Brickellia_californica	5388317	2221	non-woody
Brickellia_laciniata	5388401	389	ancestral
Brickellia_desertorum	5388403	162	ancestral
Mikania_micrantha	5398421	8342	non-woody
Mikania_cordifolia	5398689	4656	ancestral
Mikania_hirsutissima	7472036	1315	ancestral
Mikania_guaco	5398809	927	ancestral
Mikania_fragilis	5398509	105	ancestral
Ageratina_riparia	5400790	1930	ancestral
Ageratina_adenophora	5400613	5916	non-woody
Ageratina_altissima	5400552	14760	non-woody
Stevia_serrata	3125749	1918	non-woody
Conoclinium_coelestinum	3090343	4357	non-woody
Symphyopappus_compressus	3142713	866	ancestral
Acanthostyles_buniifolius	3142611	595	ancestral
Ayapanopsis_oblongifolia	3104452	90	derived
Kaunia_saltensis	3140614	155	ancestral
Perityle_emoryi	3146426	2605	non-woody
Perityle_incana	3146381	89	derived
Deinandra_clementina	3106607	172	derived
Holocarpha_virgata	3091313	437	non-woody
Hemizonia_congesta_subsp._luzulifolia	3145377	2112	non-woody
Layia_glandulosa	5392986	2026	non-woody
Adenothamnus_validus	3098996	66	derived
Dubautia_ciliolata_subsp._glutinosa	3134942	333	ancestral
Dubautia_ciliolata_subsp._ciliolata	3134942	333	derived
Dubautia_menziesii	5392027	398	derived
Dubautia_reticulata	3134911	71	derived
Dubautia_latifolia	3134897	124	derived
Dubautia_knudsenii_subsp._knudsenii	3134875	183	derived
Dubautia_laxa	3134895	574	derived
Argyroxiphium_sandwicense	3118115	308	derived
Madia_sativa	3140910	1583	non-woody
Anisocarpus_madioides	3130715	935	non-woody
Arnica_montana	5405976	67987	non-woody
Venegasia_carpesioides	3139622	760	non-woody
Lasthenia_californica	8532832	2806	non-woody
Amblyopappus_pusillus	3140179	934	non-woody
Baeriopsis_guadalupensis	3143049	41	derived
Eriophyllum_staechadifolium	6443404	1132	derived
Eriophyllum_lanatum	3130472	5224	non-woody
Syntrichopappus_fremontii	3132215	223	non-woody
Constancea_nevinii	3103322	233	derived
Monolopia_major	3099311	223	non-woody
Hulsea_algida	3149948	403	non-woody
Palafoxia_arida	3121712	1556	non-woody
Apostates_rapae	5399546	10	derived
Bahia_ambrosioides	3095499	160	ancestral
Schkuhria_pinnata	8346536	4679	non-woody
Peucephyllum_schottii	3151869	966	derived
Hymenopappus_artemisiifolius	3110171	435	non-woody
Chaenactis_douglasii	3114810	3262	non-woody
Gaillardia_pulchella	5387821	7307	non-woody
Psathyrotes_ramosissima	3100729	458	non-woody
Pelucha_trifida	3148216	43	derived
Neurolaena_lobata	7545076	3636	non-woody
Calea_jamaicensis	3147667	919	derived
Calea_montana	3147679	69	derived
Calea_ternifolia	8388990	1738	non-woody
Pectis_papposa	5405480	1392	non-woody
Porophyllum_ruderale	3103948	4582	non-woody
Porophyllum_lanceolatum	3103995	616	ancestral
Porophyllum_punctatum	3104036	1238	derived
Porophyllum_viridiflorum	3103958	456	derived
Porophyllum_maritimum	3103965	39	derived
Porophyllum_gracile	3104005	1405	ancestral
Porophyllum_pausodynum	3104016	64	derived
Chrysactinia_mexicana	3151386	1039	derived
Tagetes_minuta	3088481	5708	non-woody
Tagetes_patula	3088488	5689	non-woody
Tagetes_lucida	3088537	2893	non-woody
Tagetes_filifolia	3088506	2541	non-woody
Tagetes_subulata	3088551	639	non-woody
Tagetes_dianthiflora	4235615	8	derived
Bajacalia_tridentata	3140123	79	derived
Thymophylla_pentachaeta	3144444	2940	non-woody
Adenophyllum_porophyllum	3132238	436	non-woody
Adenophyllum_cooperi	3132223	290	derived
Dyssodia_papposa	5405417	2897	non-woody
Schizotrichia_jelskii	5399434	9	derived
Pseudoclappia_arenaria	3096639	89	derived
Flaveria_vaginata	3086871	20	derived
Flaveria_bidentis	3086861	1235	non-woody
Flaveria_trinervia	3086845	2487	non-woody
Flaveria_robusta	3086844	49	non-woody
Flaveria_pringlei	3086832	152	non-woody
Flaveria_cronquistii	3086855	68	derived
Jaumea_carnosa	5386708	701	non-woody
Varilla_mexicana	3118742	135	derived
Harnackia_bisecta	3088735	6	derived
Lescaillea_equisetiformis	3101582	21	derived
Espeletia_grandiflora	3105059	3454	derived
Sigesbeckia_orientalis	3125901	10502	non-woody
Rumfordia_floribunda	3112522	545	derived
Galinsoga_quadriradiata	8298495	61010	non-woody
Melampodium_perfoliatum	3138953	1449	non-woody
Acanthospermum_hispidum	3100375	4248	non-woody
Lecocarpus_lecocarpoides	3091146	16	derived
Guizotia_abyssinica	8584304	2848	non-woody
Guizotia_arborescens	8196158	21	derived
Desmanthodium_fruticosum	3109868	265	derived
Oteiza_scandens	3105620	18	derived
Bebbia_juncea	3109181	2204	derived
Dyscritothamnus_mirandae	3149853	96	derived
Polymnia_canadensis	5385137	1588	ancestral
Viguiera_excelsa	9614371	337	non-woody
Viguiera_dentata	5389737	3717	non-woody
Viguiera_stenoloba	9292233	945	ancestral
Viguiera_decurrens	8897104	68	non-woody
Aldama_santacatarinensis	8290546	40	derived
Tithonia_tubaeformis	7605110	266	ancestral
Tithonia_thurberi	5396543	106	non-woody
Simsia_foetida	5402134	580	non-woody
Simsia_calva	5402144	420	ancestral
Simsia_amplexicaulis	5402166	1061	non-woody
Helianthus_annuus	9206251	44229	non-woody
Helianthus_winteri	7771885	27	derived
Iostephane_heterophylla	3094872	750	non-woody
Ambrosia_artemisiifolia	8002952	27542	non-woody
Ambrosia_deltoidea	3110610	753	ancestral
Ambrosia_tenuifolia	3110580	1156	non-woody
Xanthium_sibiricum	3089154	13169	non-woody
Parthenium_hysterophorus	3086784	9443	non-woody
Parthenium_argentatum	3086811	563	ancestral
Parthenium_integrifolium	3086802	1932	non-woody
Encelia_hispida	3118773	19	derived
Encelia_canescens	8035320	326	ancestral
Encelia_halimifolia	3118770	122	ancestral
Encelia_palmeri	3118769	157	ancestral
Encelia_conspersa	7601494	40	derived
Encelia_farinosa	3118746	4608	ancestral
Encelia_californica	3118771	2557	ancestral
Encelia_frutescens	3118762	667	ancestral
Helianthella_uniflora	5400892	983	non-woody
Geraea_canescens	3091936	1746	non-woody
Echinacea_purpurea	3150935	2866	non-woody
Balsamorhiza_sagittata	3137220	2299	non-woody
Borrichia_frutescens	3087136	1800	ancestral
Engelmannia_peristenia	5386402	2862	non-woody
Wedelia_prostrata	9219145	138	non-woody
Clibadium_erosum	3104824	269	ancestral
Eclipta_prostrata			non-woody
Synedrella_nodiflora	5404991	6036	non-woody
Rudbeckia_hirta_var._pulcherrima	3114225	14829	non-woody
Heliopsis_helianthoides_var._scabra	9617707	2469	non-woody
Sclerocarpus_africanus	7596704	275	non-woody
Hymenostephium_cordatum	3100271	1551	derived
Zinnia_peruviana	9193953	4854	non-woody
Verbesina_myriocephala	3147847	206	ancestral
Verbesina_glabrata	3148205	736	non-woody
Ratibida_columnifera	3087173	6161	non-woody
Sanvitalia_procumbens	3104106	2264	non-woody
Podachaenium_eminens	3149837	897	ancestral
Silphium_perfoliatum	3092576	2479	non-woody
Heliomeris_multiflora	3099317	1760	non-woody
Iva_frutescens	5402625	1193	non-woody
Bidens_menziesii_subsp._menziesii	5392027	398	derived
Bidens_pilosa	5391845	35758	non-woody
Bidens_andicola	7338058	1155	non-woody
Bidens_squarrosa			non-woody
Bidens_segetum	5391954	978	derived
Bidens_bipinnata	5389402	5275	non-woody
Bidens_cordylocarpa	5392179	61	derived
Bidens_tripartita	5391862	107296	non-woody
Bidens_subalternans	5391882	5303	non-woody
Bidens_connata	5392083	9687	non-woody
Bidens_radiata	5392145	7682	non-woody
Bidens_aoraiensis	5392005	10	derived
Coreopsis_fasciculata	3134008	144	derived
Coreopsis_tinctoria	3133950	4803	non-woody
Coreopsis_mutica_var._carnosifolia	8872556	958	derived
Coreopsis_lopez-mirandae	9566809	0	derived
Coreopsis_rudis	3134021	63	derived
Thelesperma_megapotamicum	8209518	971	non-woody
Cosmos_bipinnatus	3098912	4797	non-woody
Coreocarpus_dissectus	3122462	110	derived
Narvalina_domingensis	8324858	132	derived
Leptosyne_gigantea	3134001	621	derived
Leptosyne_calliopsidea	3133974	262	non-woody
Leptosyne_douglasii	3133972	203	non-woody
Leptosyne_bigelovii	9525084	585	non-woody
Leptosyne_californica	3134033	286	non-woody
Leptosyne_maritima	3133980	380	non-woody
Dahlia_pinnata	5387142	2109	non-woody
Centipeda_cunninghamii	5391287	5882	non-woody
Helichrysum_patulum	3131832	364	non-woody
Helichrysum_melanacme	3131968	347	derived
Helichrysum_excisum	3131640	87	derived
Helichrysum_arenarium	3131809	16063	non-woody
Helichrysum_stoechas	7518700	45018	ancestral
Helichrysum_zeyheri	3131741	819	derived
Helichrysum_foetidum	7438716	1508	non-woody
Helichrysum_trilineatum	3131483	575	derived
Helichrysum_niveum	7926500	208	derived
Helichrysum_filicaule	3131313	895	non-woody
Helichrysum_glumaceum	3131195	468	derived
Helichrysum_citrispinum	3131876	182	derived
Helichrysum_callicomum	3131224	339	derived
Helichrysum_stuhlmannii	3131434	147	derived
Helichrysum_chionoides	3132009	61	derived
Helichrysum_brownei	3131150	80	derived
Helichrysum_lambertianum	3131752	93	derived
Helichrysum_rugulosum	3132033	908	derived
Helichrysum_tricostatum	3131886	76	derived
Helichrysum_hebelepis	3132038	205	derived
Helichrysum_maritimum			derived
Helichrysum_yuccifolium	9536026	48	derived
Pseudognaphalium_luteoalbum	3131229	37570	non-woody
Edmondia_sesamoides	5405586	1007	non-woody
Syncarpha_milleflora	3131924	708	derived
Syncarpha_vestita	3149783	907	non-woody
Anaphalioides_bellidioides	3096972	3512	non-woody
Stuartina_muelleri	3125765	3278	non-woody
Cassinia_aculeata	5390402	16860	ancestral
Ammobium_alatum	3133446	707	non-woody
Chrysocephalum_apiculatum	3150895	21442	non-woody
Actinobole_uliginosum	3130497	4947	non-woody
Facelis_retusa	3110293	1679	non-woody
Loricaria_ilinissae	5389939	160	ancestral
Chevreulia_sarmentosa	5405828	335	non-woody
Gamochaeta_americana	3103209	10951	non-woody
Antennaria_dioica	5385604	99808	non-woody
Omalotheca_sylvatica	3103192	58015	non-woody
Leontopodium_ochroleucum	3140712	1294	non-woody
Gnaphalium_uliginosum	5390848	142673	non-woody
Plecostachys_serpyllifolia	3139679	534	non-woody
Amphiglossa_tomentosa	3149406	176	non-woody
Phaenocoma_prolifera	3104261	607	ancestral
Ifloga_spicata	9197688	2005	non-woody
Phagnalon_saxatile	3150065	15185	derived
Phagnalon_rupestre	3150037	11558	ancestral
Oedera_genistifolia	5385205	671	non-woody
Cratystylis_conocephala	3098621	1345	derived
Waitzia_suaveolens_var._suaveolens	5396212	446	non-woody
Leucophyta_brownii	5406261	1725	derived
Pegolettia_retrofracta	3139183	656	derived
Pterocaulon_sphacelatum	5392227	3128	non-woody
Pechuel-loeschea_leubnitziae	3091992	454	derived
Iphionopsis_rotundifolia	3087166	14	derived
Pluchea_oblongifolia	3132628	377	derived
Pluchea_carolinensis	3132710	2285	derived
Pluchea_odorata	3132617	4188	non-woody
Pluchea_indica	3132728	1201	derived
Pluchea_dioscoridis	3132635	1003	derived
Pluchea_foetida	3132645	1206	non-woody
Pluchea_dentex	3132656	818	non-woody
Pluchea_dunlopii	3132615	511	derived
Pluchea_sericea	3132675	1307	derived
Pluchea_sordida	3132726	86	derived
Streptoglossa_odora	3127351	980	non-woody
Streptoglossa_decurrens	3127352	871	derived
Allopterigeron_filifolius	3114110	242	non-woody
Tessaria_integrifolia	3114910	1301	derived
Karelinia_caspia	3130922	159	non-woody
Laggera_crispata	3098694	1518	non-woody
Cylindrocline_commersonii	3144488	24	derived
Rutidosis_helichrysoides	3140888	1867	non-woody
Monarrhenus_salicifolius	3114377	172	derived
Pulicaria_dysenterica	3095609	104696	non-woody
Chiliadenus_iphionoides	3089836	1888	derived
Dittrichia_viscosa	3101184	23606	non-woody
Pallenis_spinosa	5385215	21624	non-woody
Limbarda_crithmoides	3088761	5061	non-woody
Buphthalmum_salicifolium	5391074	24182	non-woody
Inula_conyza	8241874	55228	non-woody
Varthemia_persica	3148613	134	derived
Telekia_speciosa	5389173	3925	non-woody
Blumea_saxatilis	5395865	1369	non-woody
Blumea_lacera	5395639	1782	non-woody
Blumea_balsamifera	5395786	1153	ancestral
Duhaldea_cappa	8661547	1158	non-woody
Xerolekia_speciosissima	7413691	132	non-woody
Asteriscus_aquaticus	5393689	4163	non-woody
Jasonia_tuberosa	3150720	3634	non-woody
Grindelia_hirsutula	3146233	4770	non-woody
Grindelia_chiloensis	3146198	307	ancestral
Grindelia_pulchella	8264311	455	non-woody
Grindelia_stricta_var._platyphylla	3146233	4770	non-woody
Corethrogyne_filaginifolia	3118138	2390	non-woody
Pyrrocoma_apargioides	3134383	268	non-woody
Hazardia_squarrosa	5389275	843	derived
Haplopappus_glutinosus	3100503	197	derived
Isocoma_acradenia_var._eremophila	3099243	990	non-woody
Dieteria_canescens	3117073	3429	non-woody
Xylorhiza_orcuttii	5396052	2484	derived
Eurybia_divaricata	3139628	10606	non-woody
Herrickia_glauca	5386445	553	non-woody
Symphyotrichum_novi-belgii	3151558	18553	non-woody
Boltonia_asteroides	5393593	1497	non-woody
Heterotheca_villosa	5401977	5380	non-woody
Noticastrum_marginatum	3110254	759	derived
Pityopsis_graminifolia	3094306	3080	non-woody
Townsendia_exscapa	5401936	782	non-woody
Solidago_virgaurea	6446462	237003	non-woody
Acamptopappus_shockleyi	3113876	255	non-woody
Acamptopappus_sphaerocephalus	3113874	694	ancestral
Chrysothamnus_viscidiflorus	3148638	3464	ancestral
Gutierrezia_sarothrae	5385067	4436	non-woody
Gymnosperma_glutinosum	3114850	2084	ancestral
Euthamia_graminifolia	3092782	6447	non-woody
Chaetopappa_ericoides	3140948	2475	non-woody
Ericameria_nauseosa	3103017	7773	ancestral
Rigiopappus_leptocladus	3116900	724	non-woody
Erigeron_acris	3147080	56271	non-woody
Erigeron_speciosus	3147146	2944	non-woody
Erigeron_socorrensis	3146997	40	derived
Erigeron_annuus	3117449	27879	non-woody
Erigeron_pulchellus	7820446	2745	non-woody
Erigeron_fasciculatus	3147343	76	derived
Erigeron_ecuadoriensis	3146961	250	non-woody
Erigeron_philadelphicus	3119285	8510	non-woody
Erigeron_sumatrensis	3146683	35697	non-woody
Erigeron_othonnaefolius	4214180	0	derived
Erigeron_poncinsii	4215911	31	non-woody
Darwiniothamnus_tenuifolius	3089315	72	derived
Hysterionica_jasionoides	3089598	397	ancestral
Conyza_bonariensis	3146717	35923	non-woody
Doellingeria_umbellata	3148260	4562	non-woody
Amphipappus_fremontii_var._fremontii	3104557	317	ancestral
Hinterhubera_ericoides	3134192	31	ancestral
Laennecia_sophiifolia	3126178	825	non-woody
Baccharis_salicifolia	3129643	8273	ancestral
Brachyscome_ciliaris	3144591	7284	non-woody
Roebuckiella_ciliocarpa	9434129	310	non-woody
Pembertonia_latisquamea	5385662	170	ancestral
Lagenophora_stipitata	3142124	18134	non-woody
Calotis_hispidula	3098176	7914	non-woody
Tripolium_pannonicum	3098616	60945	non-woody
Callistephus_chinensis	3092946	2600	non-woody
Tetramolopium_macrum	3122311	133	ancestral
Aster_alpinus	5387396	15807	non-woody
Aster_argyropholis	5387391	13	derived
Aster_bellidiastrum	5385837	10200	non-woody
Aster_nitidus	5387390	9	derived
Aster_indicus_var._pinnatifidus	8390976	430	non-woody
Aster_albescens_var._albescens	5387533	1230	derived
Aster_polius	5929387	1	derived
Bellis_perennis	3117424	368165	non-woody
Psiadia_viscosa	3129643	8273	derived
Felicia_heterophylla	5401165	220	non-woody
Felicia_aethiopica	8272714	351	ancestral
Felicia_amelloides	7668873	297	non-woody
Chrysocoma_coma-aurea	7945325	428	ancestral
Chiliotrichum_diffusum	3099022	633	ancestral
Olearia_argophylla	8254052	9130	ancestral
Celmisia_gracilenta	5390992	2013	non-woody
Cicerbita_macrophylla_subsp._uralensis	3140450	6042	non-woody
Artemisia_campestris_subsp._caudata	3121461	69488	non-woody
Artemisia_monosperma	3121634	1189	ancestral
Artemisia_japonica	3121058	2805	non-woody
Artemisia_dracunculus	3121581	5499	non-woody
Artemisia_laciniata	3120923	717	non-woody
Artemisia_armeniaca	8366310	288	ancestral
Artemisia_arctica	7461679	711	ancestral
Artemisia_tournefortiana	3121226	4159	ancestral
Artemisia_biennis	3121226	4159	non-woody
Artemisia_maritima	7879222	6617	ancestral
Artemisia_lessingiana	7907061	44	non-woody
Artemisia_annua	8373355	5986	non-woody
Artemisia_pontica	8195160	1287	ancestral
Artemisia_gmelinii	3121593	1439	non-woody
Artemisia_sacrorum	8382575	135	non-woody
Artemisia_abrotanum	8042568	1534	ancestral
Artemisia_vulgaris	3120946	313262	non-woody
Artemisia_ludoviciana	3120950	9616	non-woody
Artemisia_douglasiana	3121695	3009	ancestral
Artemisia_tilesii	3121080	2083	non-woody
Artemisia_desertorum	8323280	399	non-woody
Artemisia_frigida	3121436	3744	ancestral
Artemisia_absinthium	3121319	32852	non-woody
Artemisia_tridentata	3121335	5049	ancestral
Artemisia_spinescens	3100915	550	ancestral
Artemisia_furcata	3120736	578	non-woody
Artemisia_californica	3120755	4819	ancestral
Artemisia_rutifolia	3121238	382	non-woody
Artemisia_austriaca	3121668	1596	ancestral
Artemisia_sibirica	3143098	399	non-woody
Artemisia_barrelieri	3120788	2199	ancestral
Artemisia_igniaria	3121054	39	non-woody
Artemisia_norvegica_var._villosula	3121461	69488	non-woody
Artemisia_splendens	3121200	138	ancestral
Artemisia_umbelliformis	8981321	5123	non-woody
Artemisia_verlotiorum	3120790	10685	ancestral
Artemisia_leucotricha	3089885	10	non-woody
Artemisia_subulata	3120684	24	non-woody
Artemisia_genipi	3120878	732	non-woody
Artemisia_selengensis	3120791	203	non-woody
Artemisia_rupestris_subsp._woodii	8759762	52	non-woody
Artemisia_brachyloba	8083289	18	ancestral
Artemisia_anethoides	3121530	52	non-woody
Picrothamnus_desertorum	3100915	550	ancestral
Chrysanthemum_zawadskii_subsp._naktongense	3150791	1555	non-woody
Glebionis_segetum	3141101	26860	non-woody
Cancrinia_chrysocephala	3087247	18	non-woody
Pentzia_incana	5391152	969	ancestral
Achillea_millefolium	9221087	283060	non-woody
Achillea_erba-rotta	9536147	3773	ancestral
Achillea_moschata	9536147	3773	non-woody
Achillea_macrophylla	3118536	2808	non-woody
Achillea_nana	8714852	5004	non-woody
Achillea_ptarmica	7354051	172438	non-woody
Achillea_wilhelmsii	3120235	483	non-woody
Achillea_santolina	8091059	184	non-woody
Achillea_fragrantissima	3120394	441	non-woody
Achillea_ptarmicoides	3120021	55	non-woody
Achillea_coarctata	3120289	478	non-woody
Achillea_sibirica	8069151	137	non-woody
Matricaria_discoidea	3103791	200315	non-woody
Anacyclus_clavatus	3148589	9563	non-woody
Tanacetum_vulgare	3118274	212785	non-woody
Tripleurospermum_maritimum_subsp._inodorum	3104179	150089	non-woody
Cota_tinctoria_subsp._subtinctoria	5390618	32602	non-woody
Gonospermum_fruticosum	3117131	330	derived
Archanthemis_marschalliana_subsp._pectinata	3122736	332	non-woody
Argyranthemum_frutescens	3104491	1435	derived
Santolina_villosa	3125952	7779	derived
Cladanthus_mixtus	3110767	7720	non-woody
Chamaemelum_nobile	5391599	9942	non-woody
Leucanthemum_ircutianum_subsp._leucolepis	5401008	15194	non-woody
Leucanthemum_vulgare	8848598	349038	non-woody
Ursinia_anthemoides	3089033	1129	non-woody
Cotula_coronopifolia	3112110	14168	non-woody
